[2026-06-13 20:19:55] Initialized ContinuousLogger for MLPS.tabular.shared.dae_dnn.adp_search (Mode: width_to_depth)
[2026-06-13 20:19:55] Logs: MLPS/tabular/shared/dae_dnn/results/adp/w2d/denoising_plus_sim5_v1/repeat_05/simulation/cand_031_d1_w32/training_log.txt
[2026-06-13 20:19:55] CSV: MLPS/tabular/shared/dae_dnn/results/adp/w2d/denoising_plus_sim5_v1/repeat_05/simulation/cand_031_d1_w32/training_stats.csv
[2026-06-13 20:19:55] Epoch 1 | architecture=[32] train_loss=0.016834 val_loss=0.015627 best=0.015627 es=0/10
[2026-06-13 20:19:55] Epoch 1 | architecture=[32] train_loss=0.014706 val_loss=0.021547 best=0.021547 es=0/10
[2026-06-13 20:19:55] Epoch 1 | architecture=[32] train_loss=0.015025 val_loss=0.022734 best=0.022734 es=0/10
[2026-06-13 20:19:55] Epoch 1 | architecture=[32] train_loss=0.014835 val_loss=0.017933 best=0.017933 es=0/10
[2026-06-13 20:19:56] Epoch 1 | architecture=[32] train_loss=0.014739 val_loss=0.015215 best=0.015215 es=0/10
[2026-06-13 20:19:56] Epoch 1 | architecture=[32] train_loss=0.015111 val_loss=0.014474 best=0.014474 es=0/10
[2026-06-13 20:19:56] Epoch 1 | architecture=[32] train_loss=0.014449 val_loss=0.014527 best=0.014527 es=0/10
[2026-06-13 20:19:56] Epoch 1 | architecture=[32] train_loss=0.014523 val_loss=0.014242 best=0.014242 es=0/10
[2026-06-13 20:19:56] Epoch 1 | architecture=[32] train_loss=0.014486 val_loss=0.014244 best=0.014244 es=0/10
[2026-06-13 20:19:56] Epoch 1 | architecture=[32] train_loss=0.013934 val_loss=0.015271 best=0.015271 es=0/10
[2026-06-13 20:19:57] Epoch 1 | architecture=[32] train_loss=0.014000 val_loss=0.016937 best=0.016937 es=0/10
[2026-06-13 20:19:57] Epoch 1 | architecture=[32] train_loss=0.014551 val_loss=0.017141 best=0.017141 es=0/10
[2026-06-13 20:19:57] Epoch 1 | architecture=[32] train_loss=0.013719 val_loss=0.016392 best=0.016392 es=0/10
[2026-06-13 20:19:57] Epoch 1 | architecture=[32] train_loss=0.014539 val_loss=0.015395 best=0.015395 es=0/10
[2026-06-13 20:19:57] Epoch 1 | architecture=[32] train_loss=0.013718 val_loss=0.014674 best=0.014674 es=0/10
[2026-06-13 20:19:57] Epoch 1 | architecture=[32] train_loss=0.013647 val_loss=0.014294 best=0.014294 es=0/10
[2026-06-13 20:19:57] Epoch 1 | architecture=[32] train_loss=0.013739 val_loss=0.014291 best=0.014291 es=0/10
[2026-06-13 20:19:58] Epoch 1 | architecture=[32] train_loss=0.013679 val_loss=0.014327 best=0.014327 es=0/10
