[2026-06-13 21:39:35] Initialized ContinuousLogger for MLPS.tabular.shared.dae_dnn.adp_search (Mode: width_to_depth)
[2026-06-13 21:39:35] Logs: MLPS/tabular/shared/dae_dnn/results/adp/w2d/denoising_plus_sim5_v1/repeat_05/simulation/cand_755_d6_w126/training_log.txt
[2026-06-13 21:39:35] CSV: MLPS/tabular/shared/dae_dnn/results/adp/w2d/denoising_plus_sim5_v1/repeat_05/simulation/cand_755_d6_w126/training_stats.csv
[2026-06-13 21:39:36] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126] train_loss=0.002802 val_loss=0.001768 best=0.001768 es=0/10
[2026-06-13 21:39:36] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126] train_loss=0.003063 val_loss=0.002713 best=0.002713 es=0/10
[2026-06-13 21:39:36] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126] train_loss=0.008312 val_loss=0.001666 best=0.001666 es=0/10
[2026-06-13 21:39:36] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126] train_loss=0.002303 val_loss=0.001636 best=0.001636 es=0/10
[2026-06-13 21:39:37] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126] train_loss=0.002360 val_loss=0.001816 best=0.001816 es=0/10
[2026-06-13 21:39:37] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126] train_loss=0.005313 val_loss=0.001991 best=0.001991 es=0/10
[2026-06-13 21:39:37] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126] train_loss=0.001032 val_loss=0.000866 best=0.000866 es=0/10
[2026-06-13 21:39:37] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126] train_loss=0.002036 val_loss=0.000520 best=0.000520 es=0/10
[2026-06-13 21:39:38] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126] train_loss=0.001607 val_loss=0.000614 best=0.000614 es=0/10
[2026-06-13 21:39:38] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126] train_loss=0.002538 val_loss=0.000797 best=0.000797 es=0/10
[2026-06-13 21:39:38] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126] train_loss=0.001358 val_loss=0.000526 best=0.000526 es=0/10
[2026-06-13 21:39:38] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126] train_loss=0.001035 val_loss=0.000355 best=0.000355 es=0/10
[2026-06-13 21:39:38] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126] train_loss=0.000271 val_loss=0.000267 best=0.000267 es=0/10
[2026-06-13 21:39:39] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126] train_loss=0.000731 val_loss=0.000373 best=0.000373 es=0/10
[2026-06-13 21:39:39] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126] train_loss=0.000890 val_loss=0.000285 best=0.000285 es=0/10
[2026-06-13 21:39:39] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126] train_loss=0.000649 val_loss=0.000259 best=0.000259 es=0/10
[2026-06-13 21:39:39] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126] train_loss=0.000558 val_loss=0.000273 best=0.000273 es=0/10
[2026-06-13 21:39:40] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126] train_loss=0.001049 val_loss=0.000327 best=0.000327 es=0/10
[2026-06-13 21:39:40] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126] train_loss=0.001259 val_loss=0.000251 best=0.000251 es=0/10
[2026-06-13 21:39:40] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126] train_loss=0.000694 val_loss=0.000233 best=0.000233 es=0/10
[2026-06-13 21:39:40] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126] train_loss=0.000616 val_loss=0.000431 best=0.000431 es=0/10
[2026-06-13 21:39:40] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126] train_loss=0.002553 val_loss=0.000353 best=0.000353 es=0/10
[2026-06-13 21:39:41] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126] train_loss=0.001029 val_loss=0.000483 best=0.000483 es=0/10
[2026-06-13 21:39:41] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126] train_loss=0.001060 val_loss=0.000736 best=0.000736 es=0/10
[2026-06-13 21:39:41] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126] train_loss=0.000549 val_loss=0.000214 best=0.000214 es=0/10
[2026-06-13 21:39:41] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126] train_loss=0.002733 val_loss=0.000447 best=0.000447 es=0/10
[2026-06-13 21:39:41] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126] train_loss=0.001469 val_loss=0.000244 best=0.000244 es=0/10
[2026-06-13 21:39:42] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126] train_loss=0.001264 val_loss=0.000329 best=0.000329 es=0/10
[2026-06-13 21:39:42] Epoch 1 | architecture=[126, 126, 126, 126, 126, 126] train_loss=0.001236 val_loss=0.000354 best=0.000354 es=0/10
