[2026-05-16 10:52:04] Initialized ContinuousLogger for representation_ae_width_to_depth (Mode: ae_width_to_depth)
[2026-05-16 10:54:09] [representation][ae_width_to_depth][cand_010_d2_w12] epoch=43 train_loss=0.634855 val_loss=0.641231 best=0.641173 es=3/5
[2026-05-16 10:54:12] [representation][ae_width_to_depth][cand_010_d2_w12] epoch=44 train_loss=0.634752 val_loss=0.641031 best=0.641031 es=0/5
[2026-05-16 10:54:15] [representation][ae_width_to_depth][cand_010_d2_w12] epoch=45 train_loss=0.634745 val_loss=0.641031 best=0.641031 es=1/5
[2026-05-16 10:54:17] [representation][ae_width_to_depth][cand_010_d2_w12] epoch=46 train_loss=0.634639 val_loss=0.640990 best=0.641031 es=2/5
[2026-05-16 10:54:20] [representation][ae_width_to_depth][cand_010_d2_w12] epoch=47 train_loss=0.634744 val_loss=0.640989 best=0.641031 es=3/5
[2026-05-16 10:54:22] [representation][ae_width_to_depth][cand_010_d2_w12] epoch=48 train_loss=0.634572 val_loss=0.640873 best=0.640873 es=0/5
[2026-05-16 10:54:25] [representation][ae_width_to_depth][cand_010_d2_w12] epoch=49 train_loss=0.634450 val_loss=0.640875 best=0.640873 es=1/5
[2026-05-16 10:54:27] [representation][ae_width_to_depth][cand_010_d2_w12] epoch=50 train_loss=0.634455 val_loss=0.640875 best=0.640873 es=2/5
[2026-05-16 10:54:30] [representation][ae_width_to_depth][cand_010_d2_w12] epoch=51 train_loss=0.634393 val_loss=0.640808 best=0.640873 es=3/5
[2026-05-16 10:54:32] [representation][ae_width_to_depth][cand_010_d2_w12] epoch=52 train_loss=0.634392 val_loss=0.640807 best=0.640873 es=4/5
[2026-05-16 10:54:35] [representation][ae_width_to_depth][cand_010_d2_w12] epoch=53 train_loss=0.634323 val_loss=0.640751 best=0.640751 es=0/5
[2026-05-16 10:54:37] [representation][ae_width_to_depth][cand_010_d2_w12] epoch=54 train_loss=0.634225 val_loss=0.640673 best=0.640751 es=1/5
[2026-05-16 10:54:40] [representation][ae_width_to_depth][cand_010_d2_w12] epoch=55 train_loss=0.634243 val_loss=0.640763 best=0.640751 es=2/5
[2026-05-16 10:54:43] [representation][ae_width_to_depth][cand_010_d2_w12] epoch=56 train_loss=0.634263 val_loss=0.640584 best=0.640584 es=0/5
[2026-05-16 10:54:45] [representation][ae_width_to_depth][cand_010_d2_w12] epoch=57 train_loss=0.634110 val_loss=0.640528 best=0.640584 es=1/5
[2026-05-16 10:54:48] [representation][ae_width_to_depth][cand_010_d2_w12] epoch=58 train_loss=0.634121 val_loss=0.640455 best=0.640455 es=0/5
[2026-05-16 10:54:50] [representation][ae_width_to_depth][cand_010_d2_w12] epoch=59 train_loss=0.634044 val_loss=0.640402 best=0.640455 es=1/5
[2026-05-16 10:54:53] [representation][ae_width_to_depth][cand_010_d2_w12] epoch=60 train_loss=0.633949 val_loss=0.640331 best=0.640331 es=0/5
[2026-05-16 10:54:55] [representation][ae_width_to_depth][cand_010_d2_w12] epoch=61 train_loss=0.633881 val_loss=0.640369 best=0.640331 es=1/5
[2026-05-16 10:54:58] [representation][ae_width_to_depth][cand_010_d2_w12] epoch=62 train_loss=0.633963 val_loss=0.640426 best=0.640331 es=2/5
[2026-05-16 10:55:00] [representation][ae_width_to_depth][cand_010_d2_w12] epoch=63 train_loss=0.633940 val_loss=0.640381 best=0.640331 es=3/5
[2026-05-16 10:55:03] [representation][ae_width_to_depth][cand_010_d2_w12] epoch=64 train_loss=0.633814 val_loss=0.640211 best=0.640211 es=0/5
[2026-05-16 10:55:05] [representation][ae_width_to_depth][cand_010_d2_w12] epoch=65 train_loss=0.633737 val_loss=0.640206 best=0.640211 es=1/5
[2026-05-16 10:55:08] [representation][ae_width_to_depth][cand_010_d2_w12] epoch=66 train_loss=0.633716 val_loss=0.640242 best=0.640211 es=2/5
[2026-05-16 10:55:10] [representation][ae_width_to_depth][cand_010_d2_w12] epoch=67 train_loss=0.633716 val_loss=0.640248 best=0.640211 es=3/5
[2026-05-16 10:55:13] [representation][ae_width_to_depth][cand_010_d2_w12] epoch=68 train_loss=0.633770 val_loss=0.640415 best=0.640211 es=4/5
[2026-05-16 10:55:16] [representation][ae_width_to_depth][cand_010_d2_w12] epoch=69 train_loss=0.633861 val_loss=0.640308 best=0.640211 es=5/5
