[2026-06-12 22:04:53] Initialized ContinuousLogger for MLPS.tabular.shared.dae_dnn.adp_search (Mode: width_to_depth)
[2026-06-12 22:04:53] Logs: MLPS/tabular/shared/dae_dnn/results/adp/w2d/repeat4_plus_sim_pred5_v1/repeat_02/simulation/cand_754_d6_w126/training_log.txt
[2026-06-12 22:04:53] CSV: MLPS/tabular/shared/dae_dnn/results/adp/w2d/repeat4_plus_sim_pred5_v1/repeat_02/simulation/cand_754_d6_w126/training_stats.csv
[2026-06-12 22:04:53] Epoch 1 | architecture=[126, 126, 126, 126, 126, 125] train_loss=0.006804 val_loss=0.002265 best=0.002265 es=0/10
[2026-06-12 22:04:54] Epoch 1 | architecture=[126, 126, 126, 126, 126, 125] train_loss=0.001485 val_loss=0.005394 best=0.005394 es=0/10
[2026-06-12 22:04:54] Epoch 1 | architecture=[126, 126, 126, 126, 126, 125] train_loss=0.004002 val_loss=0.002808 best=0.002808 es=0/10
[2026-06-12 22:04:54] Epoch 1 | architecture=[126, 126, 126, 126, 126, 125] train_loss=0.002236 val_loss=0.000877 best=0.000877 es=0/10
[2026-06-12 22:04:54] Epoch 1 | architecture=[126, 126, 126, 126, 126, 125] train_loss=0.003613 val_loss=0.001881 best=0.001881 es=0/10
[2026-06-12 22:04:54] Epoch 1 | architecture=[126, 126, 126, 126, 126, 125] train_loss=0.001562 val_loss=0.000474 best=0.000474 es=0/10
[2026-06-12 22:04:55] Epoch 1 | architecture=[126, 126, 126, 126, 126, 125] train_loss=0.000837 val_loss=0.000611 best=0.000611 es=0/10
[2026-06-12 22:04:55] Epoch 1 | architecture=[126, 126, 126, 126, 126, 125] train_loss=0.001530 val_loss=0.001066 best=0.001066 es=0/10
[2026-06-12 22:04:55] Epoch 1 | architecture=[126, 126, 126, 126, 126, 125] train_loss=0.002122 val_loss=0.000524 best=0.000524 es=0/10
[2026-06-12 22:04:56] Epoch 1 | architecture=[126, 126, 126, 126, 126, 125] train_loss=0.002128 val_loss=0.000936 best=0.000936 es=0/10
[2026-06-12 22:04:56] Epoch 1 | architecture=[126, 126, 126, 126, 126, 125] train_loss=0.000737 val_loss=0.000651 best=0.000651 es=0/10
[2026-06-12 22:04:56] Epoch 1 | architecture=[126, 126, 126, 126, 126, 125] train_loss=0.002506 val_loss=0.000239 best=0.000239 es=0/10
[2026-06-12 22:04:56] Epoch 1 | architecture=[126, 126, 126, 126, 126, 125] train_loss=0.001023 val_loss=0.000241 best=0.000241 es=0/10
[2026-06-12 22:04:56] Epoch 1 | architecture=[126, 126, 126, 126, 126, 125] train_loss=0.000793 val_loss=0.000228 best=0.000228 es=0/10
[2026-06-12 22:04:57] Epoch 1 | architecture=[126, 126, 126, 126, 126, 125] train_loss=0.000389 val_loss=0.000212 best=0.000212 es=0/10
[2026-06-12 22:04:57] Epoch 1 | architecture=[126, 126, 126, 126, 126, 125] train_loss=0.004649 val_loss=0.000201 best=0.000201 es=0/10
[2026-06-12 22:04:57] Epoch 1 | architecture=[126, 126, 126, 126, 126, 125] train_loss=0.000566 val_loss=0.000459 best=0.000459 es=0/10
[2026-06-12 22:04:57] Epoch 1 | architecture=[126, 126, 126, 126, 126, 125] train_loss=0.000861 val_loss=0.000635 best=0.000635 es=0/10
[2026-06-12 22:04:58] Epoch 1 | architecture=[126, 126, 126, 126, 126, 125] train_loss=0.001508 val_loss=0.000341 best=0.000341 es=0/10
[2026-06-12 22:04:58] Epoch 1 | architecture=[126, 126, 126, 126, 126, 125] train_loss=0.001577 val_loss=0.000274 best=0.000274 es=0/10
[2026-06-12 22:04:58] Epoch 1 | architecture=[126, 126, 126, 126, 126, 125] train_loss=0.001502 val_loss=0.000663 best=0.000663 es=0/10
[2026-06-12 22:04:58] Epoch 1 | architecture=[126, 126, 126, 126, 126, 125] train_loss=0.000977 val_loss=0.000247 best=0.000247 es=0/10
