[2026-06-13 21:26:22] Initialized ContinuousLogger for MLPS.tabular.shared.dae_dnn.adp_search (Mode: width_to_depth)
[2026-06-13 21:26:22] Logs: MLPS/tabular/shared/dae_dnn/results/adp/w2d/denoising_plus_sim5_v1/repeat_05/simulation/cand_607_d6_w116/training_log.txt
[2026-06-13 21:26:22] CSV: MLPS/tabular/shared/dae_dnn/results/adp/w2d/denoising_plus_sim5_v1/repeat_05/simulation/cand_607_d6_w116/training_stats.csv
[2026-06-13 21:26:22] Epoch 1 | architecture=[116, 116, 116, 116, 116, 28] train_loss=0.004946 val_loss=0.006264 best=0.006264 es=0/10
[2026-06-13 21:26:23] Epoch 1 | architecture=[116, 116, 116, 116, 116, 28] train_loss=0.006902 val_loss=0.006866 best=0.006866 es=0/10
[2026-06-13 21:26:23] Epoch 1 | architecture=[116, 116, 116, 116, 116, 28] train_loss=0.003240 val_loss=0.008905 best=0.008905 es=0/10
[2026-06-13 21:26:23] Epoch 1 | architecture=[116, 116, 116, 116, 116, 28] train_loss=0.010210 val_loss=0.011534 best=0.011534 es=0/10
[2026-06-13 21:26:23] Epoch 1 | architecture=[116, 116, 116, 116, 116, 28] train_loss=0.002222 val_loss=0.010930 best=0.010930 es=0/10
[2026-06-13 21:26:23] Epoch 1 | architecture=[116, 116, 116, 116, 116, 28] train_loss=0.005640 val_loss=0.008740 best=0.008740 es=0/10
[2026-06-13 21:26:23] Epoch 1 | architecture=[116, 116, 116, 116, 116, 28] train_loss=0.002284 val_loss=0.007110 best=0.007110 es=0/10
[2026-06-13 21:26:24] Epoch 1 | architecture=[116, 116, 116, 116, 116, 28] train_loss=0.001941 val_loss=0.006150 best=0.006150 es=0/10
[2026-06-13 21:26:24] Epoch 1 | architecture=[116, 116, 116, 116, 116, 28] train_loss=0.003253 val_loss=0.005965 best=0.005965 es=0/10
[2026-06-13 21:26:24] Epoch 1 | architecture=[116, 116, 116, 116, 116, 28] train_loss=0.002510 val_loss=0.003881 best=0.003881 es=0/10
[2026-06-13 21:26:24] Epoch 1 | architecture=[116, 116, 116, 116, 116, 28] train_loss=0.001999 val_loss=0.003549 best=0.003549 es=0/10
[2026-06-13 21:26:24] Epoch 1 | architecture=[116, 116, 116, 116, 116, 28] train_loss=0.001836 val_loss=0.003455 best=0.003455 es=0/10
[2026-06-13 21:26:25] Epoch 1 | architecture=[116, 116, 116, 116, 116, 28] train_loss=0.001183 val_loss=0.004788 best=0.004788 es=0/10
[2026-06-13 21:26:25] Epoch 1 | architecture=[116, 116, 116, 116, 116, 28] train_loss=0.001937 val_loss=0.005675 best=0.005675 es=0/10
[2026-06-13 21:26:25] Epoch 1 | architecture=[116, 116, 116, 116, 116, 28] train_loss=0.001177 val_loss=0.004357 best=0.004357 es=0/10
[2026-06-13 21:26:25] Epoch 1 | architecture=[116, 116, 116, 116, 116, 28] train_loss=0.001461 val_loss=0.002769 best=0.002769 es=0/10
[2026-06-13 21:26:25] Epoch 1 | architecture=[116, 116, 116, 116, 116, 28] train_loss=0.001523 val_loss=0.002372 best=0.002372 es=0/10
[2026-06-13 21:26:26] Epoch 1 | architecture=[116, 116, 116, 116, 116, 28] train_loss=0.002066 val_loss=0.001862 best=0.001862 es=0/10
[2026-06-13 21:26:26] Epoch 1 | architecture=[116, 116, 116, 116, 116, 28] train_loss=0.004206 val_loss=0.001026 best=0.001026 es=0/10
[2026-06-13 21:26:26] Epoch 1 | architecture=[116, 116, 116, 116, 116, 28] train_loss=0.001159 val_loss=0.001609 best=0.001609 es=0/10
[2026-06-13 21:26:26] Epoch 1 | architecture=[116, 116, 116, 116, 116, 28] train_loss=0.001275 val_loss=0.002716 best=0.002716 es=0/10
[2026-06-13 21:26:26] Epoch 1 | architecture=[116, 116, 116, 116, 116, 28] train_loss=0.005322 val_loss=0.003227 best=0.003227 es=0/10
[2026-06-13 21:26:27] Epoch 1 | architecture=[116, 116, 116, 116, 116, 28] train_loss=0.000825 val_loss=0.001622 best=0.001622 es=0/10
[2026-06-13 21:26:27] Epoch 1 | architecture=[116, 116, 116, 116, 116, 28] train_loss=0.002676 val_loss=0.000875 best=0.000875 es=0/10
[2026-06-13 21:26:27] Epoch 1 | architecture=[116, 116, 116, 116, 116, 28] train_loss=0.001116 val_loss=0.000874 best=0.000874 es=0/10
[2026-06-13 21:26:27] Epoch 1 | architecture=[116, 116, 116, 116, 116, 28] train_loss=0.002893 val_loss=0.002107 best=0.002107 es=0/10
[2026-06-13 21:26:27] Epoch 1 | architecture=[116, 116, 116, 116, 116, 28] train_loss=0.002109 val_loss=0.002749 best=0.002749 es=0/10
[2026-06-13 21:26:27] Epoch 1 | architecture=[116, 116, 116, 116, 116, 28] train_loss=0.001118 val_loss=0.001348 best=0.001348 es=0/10
[2026-06-13 21:26:28] Epoch 1 | architecture=[116, 116, 116, 116, 116, 28] train_loss=0.000796 val_loss=0.000854 best=0.000854 es=0/10
[2026-06-13 21:26:28] Epoch 1 | architecture=[116, 116, 116, 116, 116, 28] train_loss=0.001041 val_loss=0.001102 best=0.001102 es=0/10
[2026-06-13 21:26:28] Epoch 1 | architecture=[116, 116, 116, 116, 116, 28] train_loss=0.002879 val_loss=0.000724 best=0.000724 es=0/10
[2026-06-13 21:26:29] Epoch 1 | architecture=[116, 116, 116, 116, 116, 28] train_loss=0.001326 val_loss=0.000867 best=0.000867 es=0/10
[2026-06-13 21:26:29] Epoch 1 | architecture=[116, 116, 116, 116, 116, 28] train_loss=0.001514 val_loss=0.000841 best=0.000841 es=0/10
[2026-06-13 21:26:29] Epoch 1 | architecture=[116, 116, 116, 116, 116, 28] train_loss=0.003594 val_loss=0.000547 best=0.000547 es=0/10
[2026-06-13 21:26:29] Epoch 1 | architecture=[116, 116, 116, 116, 116, 28] train_loss=0.000519 val_loss=0.000949 best=0.000949 es=0/10
[2026-06-13 21:26:29] Epoch 1 | architecture=[116, 116, 116, 116, 116, 28] train_loss=0.001213 val_loss=0.001190 best=0.001190 es=0/10
[2026-06-13 21:26:29] Epoch 1 | architecture=[116, 116, 116, 116, 116, 28] train_loss=0.003333 val_loss=0.001582 best=0.001582 es=0/10
