[2026-06-12 20:36:34] Initialized ContinuousLogger for MLPS.tabular.shared.dae_dnn.adp_search (Mode: width_to_depth)
[2026-06-12 20:36:34] Logs: MLPS/tabular/shared/dae_dnn/results/adp/w2d/repeat4_plus_sim_pred5_v1/repeat_02/simulation/cand_027_d1_w28/training_log.txt
[2026-06-12 20:36:34] CSV: MLPS/tabular/shared/dae_dnn/results/adp/w2d/repeat4_plus_sim_pred5_v1/repeat_02/simulation/cand_027_d1_w28/training_stats.csv
[2026-06-12 20:36:35] Epoch 1 | architecture=[28] train_loss=0.020700 val_loss=0.020109 best=0.020109 es=0/10
[2026-06-12 20:36:35] Epoch 1 | architecture=[28] train_loss=0.017502 val_loss=0.020786 best=0.020786 es=0/10
[2026-06-12 20:36:35] Epoch 1 | architecture=[28] train_loss=0.017266 val_loss=0.018839 best=0.018839 es=0/10
[2026-06-12 20:36:36] Epoch 1 | architecture=[28] train_loss=0.016705 val_loss=0.018236 best=0.018236 es=0/10
[2026-06-12 20:36:36] Epoch 1 | architecture=[28] train_loss=0.017394 val_loss=0.017368 best=0.017368 es=0/10
[2026-06-12 20:36:36] Epoch 1 | architecture=[28] train_loss=0.015843 val_loss=0.016315 best=0.016315 es=0/10
[2026-06-12 20:36:36] Epoch 1 | architecture=[28] train_loss=0.015619 val_loss=0.016176 best=0.016176 es=0/10
[2026-06-12 20:36:36] Epoch 1 | architecture=[28] train_loss=0.015761 val_loss=0.016670 best=0.016670 es=0/10
[2026-06-12 20:36:37] Epoch 1 | architecture=[28] train_loss=0.015473 val_loss=0.016695 best=0.016695 es=0/10
[2026-06-12 20:36:37] Epoch 1 | architecture=[28] train_loss=0.015962 val_loss=0.016316 best=0.016316 es=0/10
[2026-06-12 20:36:37] Epoch 1 | architecture=[28] train_loss=0.015792 val_loss=0.015762 best=0.015762 es=0/10
[2026-06-12 20:36:37] Epoch 1 | architecture=[28] train_loss=0.015296 val_loss=0.015764 best=0.015764 es=0/10
[2026-06-12 20:36:38] Epoch 1 | architecture=[28] train_loss=0.015107 val_loss=0.015830 best=0.015830 es=0/10
[2026-06-12 20:36:38] Epoch 1 | architecture=[28] train_loss=0.015260 val_loss=0.015659 best=0.015659 es=0/10
[2026-06-12 20:36:38] Epoch 1 | architecture=[28] train_loss=0.015611 val_loss=0.016094 best=0.016094 es=0/10
[2026-06-12 20:36:38] Epoch 1 | architecture=[28] train_loss=0.015163 val_loss=0.017256 best=0.017256 es=0/10
[2026-06-12 20:36:38] Epoch 1 | architecture=[28] train_loss=0.015076 val_loss=0.017380 best=0.017380 es=0/10
[2026-06-12 20:36:39] Epoch 1 | architecture=[28] train_loss=0.015414 val_loss=0.016715 best=0.016715 es=0/10
[2026-06-12 20:36:39] Epoch 1 | architecture=[28] train_loss=0.015220 val_loss=0.015840 best=0.015840 es=0/10
[2026-06-12 20:36:39] Epoch 1 | architecture=[28] train_loss=0.014975 val_loss=0.015485 best=0.015485 es=0/10
[2026-06-12 20:36:39] Epoch 1 | architecture=[28] train_loss=0.014974 val_loss=0.015498 best=0.015498 es=0/10
[2026-06-12 20:36:40] Epoch 1 | architecture=[28] train_loss=0.015494 val_loss=0.015508 best=0.015508 es=0/10
[2026-06-12 20:36:40] Epoch 1 | architecture=[28] train_loss=0.016735 val_loss=0.015698 best=0.015698 es=0/10
[2026-06-12 20:36:40] Epoch 1 | architecture=[28] train_loss=0.014953 val_loss=0.016294 best=0.016294 es=0/10
[2026-06-12 20:36:40] Epoch 1 | architecture=[28] train_loss=0.014825 val_loss=0.016412 best=0.016412 es=0/10
[2026-06-12 20:36:41] Epoch 1 | architecture=[28] train_loss=0.014976 val_loss=0.016029 best=0.016029 es=0/10
[2026-06-12 20:36:41] Epoch 1 | architecture=[28] train_loss=0.014825 val_loss=0.015538 best=0.015538 es=0/10
[2026-06-12 20:36:41] Epoch 1 | architecture=[28] train_loss=0.014654 val_loss=0.015406 best=0.015406 es=0/10
[2026-06-12 20:36:41] Epoch 1 | architecture=[28] train_loss=0.015833 val_loss=0.015407 best=0.015407 es=0/10
[2026-06-12 20:36:41] Epoch 1 | architecture=[28] train_loss=0.014968 val_loss=0.015384 best=0.015384 es=0/10
[2026-06-12 20:36:42] Epoch 1 | architecture=[28] train_loss=0.015021 val_loss=0.015524 best=0.015524 es=0/10
[2026-06-12 20:36:42] Epoch 1 | architecture=[28] train_loss=0.014696 val_loss=0.015886 best=0.015886 es=0/10
[2026-06-12 20:36:42] Epoch 1 | architecture=[28] train_loss=0.015048 val_loss=0.016030 best=0.016030 es=0/10
[2026-06-12 20:36:42] Epoch 1 | architecture=[28] train_loss=0.014655 val_loss=0.015843 best=0.015843 es=0/10
[2026-06-12 20:36:42] Epoch 1 | architecture=[28] train_loss=0.014470 val_loss=0.015525 best=0.015525 es=0/10
[2026-06-12 20:36:43] Epoch 1 | architecture=[28] train_loss=0.014869 val_loss=0.015362 best=0.015362 es=0/10
[2026-06-12 20:36:43] Epoch 1 | architecture=[28] train_loss=0.014701 val_loss=0.015330 best=0.015330 es=0/10
[2026-06-12 20:36:43] Epoch 1 | architecture=[28] train_loss=0.015160 val_loss=0.015274 best=0.015274 es=0/10
[2026-06-12 20:36:43] Epoch 1 | architecture=[28] train_loss=0.014934 val_loss=0.015423 best=0.015423 es=0/10
[2026-06-12 20:36:44] Epoch 1 | architecture=[28] train_loss=0.014554 val_loss=0.015657 best=0.015657 es=0/10
[2026-06-12 20:36:44] Epoch 1 | architecture=[28] train_loss=0.014969 val_loss=0.015679 best=0.015679 es=0/10
[2026-06-12 20:36:44] Epoch 1 | architecture=[28] train_loss=0.014543 val_loss=0.015499 best=0.015499 es=0/10
[2026-06-12 20:36:44] Epoch 1 | architecture=[28] train_loss=0.014566 val_loss=0.015331 best=0.015331 es=0/10
[2026-06-12 20:36:45] Epoch 1 | architecture=[28] train_loss=0.014756 val_loss=0.015303 best=0.015303 es=0/10
[2026-06-12 20:36:45] Epoch 1 | architecture=[28] train_loss=0.014882 val_loss=0.015104 best=0.015104 es=0/10
[2026-06-12 20:36:45] Epoch 1 | architecture=[28] train_loss=0.014604 val_loss=0.015077 best=0.015077 es=0/10
[2026-06-12 20:36:45] Epoch 1 | architecture=[28] train_loss=0.014430 val_loss=0.015287 best=0.015287 es=0/10
[2026-06-12 20:36:45] Epoch 1 | architecture=[28] train_loss=0.014447 val_loss=0.015888 best=0.015888 es=0/10
[2026-06-12 20:36:46] Epoch 1 | architecture=[28] train_loss=0.014429 val_loss=0.016099 best=0.016099 es=0/10
[2026-06-12 20:36:46] Epoch 1 | architecture=[28] train_loss=0.014310 val_loss=0.015699 best=0.015699 es=0/10
[2026-06-12 20:36:46] Epoch 1 | architecture=[28] train_loss=0.014849 val_loss=0.014954 best=0.014954 es=0/10
[2026-06-12 20:36:47] Epoch 1 | architecture=[28] train_loss=0.015883 val_loss=0.014841 best=0.014841 es=0/10
[2026-06-12 20:36:47] Epoch 1 | architecture=[28] train_loss=0.014560 val_loss=0.014881 best=0.014881 es=0/10
[2026-06-12 20:36:47] Epoch 1 | architecture=[28] train_loss=0.014521 val_loss=0.015551 best=0.015551 es=0/10
[2026-06-12 20:36:47] Epoch 1 | architecture=[28] train_loss=0.014375 val_loss=0.016288 best=0.016288 es=0/10
[2026-06-12 20:36:47] Epoch 1 | architecture=[28] train_loss=0.014311 val_loss=0.016118 best=0.016118 es=0/10
[2026-06-12 20:36:48] Epoch 1 | architecture=[28] train_loss=0.014476 val_loss=0.015337 best=0.015337 es=0/10
[2026-06-12 20:36:48] Epoch 1 | architecture=[28] train_loss=0.014623 val_loss=0.014933 best=0.014933 es=0/10
[2026-06-12 20:36:48] Epoch 1 | architecture=[28] train_loss=0.014845 val_loss=0.014749 best=0.014749 es=0/10
[2026-06-12 20:36:48] Epoch 1 | architecture=[28] train_loss=0.014224 val_loss=0.014733 best=0.014733 es=0/10
[2026-06-12 20:36:49] Epoch 1 | architecture=[28] train_loss=0.014397 val_loss=0.015089 best=0.015089 es=0/10
[2026-06-12 20:36:49] Epoch 1 | architecture=[28] train_loss=0.014272 val_loss=0.015578 best=0.015578 es=0/10
[2026-06-12 20:36:49] Epoch 1 | architecture=[28] train_loss=0.014145 val_loss=0.015694 best=0.015694 es=0/10
[2026-06-12 20:36:49] Epoch 1 | architecture=[28] train_loss=0.014142 val_loss=0.015125 best=0.015125 es=0/10
[2026-06-12 20:36:49] Epoch 1 | architecture=[28] train_loss=0.014283 val_loss=0.014780 best=0.014780 es=0/10
[2026-06-12 20:36:49] Epoch 1 | architecture=[28] train_loss=0.014608 val_loss=0.014796 best=0.014796 es=0/10
