task,repeat,ablation_phase,ablation_architecture,ablation_parameter_count,ablation_best_val,reference_kind,reference_phase,reference_architecture,reference_best_val,winner,winner_value
denoising,3,stl_ablation_r03_d10_w1046_1046_1046_1046_1046_1046_1046_1046_1046_1046_1046,"[1046, 1046, 1046, 1046, 1046, 1046, 1046, 1046, 1046, 1046]",9991446,0.007464558279845121,adp,ae_alt_depth,"[101, 101, 101, 101, 101, 101]",0.0028221183732265857,adp,0.0028221183732265857
denoising,3,stl_ablation_r03_d10_w1046_1046_1046_1046_1046_1046_1046_1046_1046_1046_1046,"[1046, 1046, 1046, 1046, 1046, 1046, 1046, 1046, 1046, 1046]",9991446,0.007464558279845121,adp,ae_alt_width,[54],0.0008199942890532851,adp,0.0008199942890532851
denoising,3,stl_ablation_r03_d10_w1046_1046_1046_1046_1046_1046_1046_1046_1046_1046_1046,"[1046, 1046, 1046, 1046, 1046, 1046, 1046, 1046, 1046, 1046]",9991446,0.007464558279845121,adp,ae_width_to_depth,[54],0.0009473693990331499,adp,0.0009473693990331499
denoising,3,stl_ablation_r03_d10_w1046_1046_1046_1046_1046_1046_1046_1046_1046_1046_1046,"[1046, 1046, 1046, 1046, 1046, 1046, 1046, 1046, 1046, 1046]",9991446,0.007464558279845121,paired_stl,stl_from_ae_alt_depth,"[101, 101, 101, 101, 101, 101]",0.008895457736336465,ablation_stl,0.007464558279845121
denoising,3,stl_ablation_r03_d10_w1046_1046_1046_1046_1046_1046_1046_1046_1046_1046_1046,"[1046, 1046, 1046, 1046, 1046, 1046, 1046, 1046, 1046, 1046]",9991446,0.007464558279845121,paired_stl,stl_from_ae_alt_width,[54],0.02836939498250111,ablation_stl,0.007464558279845121
denoising,3,stl_ablation_r03_d10_w1046_1046_1046_1046_1046_1046_1046_1046_1046_1046_1046,"[1046, 1046, 1046, 1046, 1046, 1046, 1046, 1046, 1046, 1046]",9991446,0.007464558279845121,paired_stl,stl_from_ae_width_to_depth,[54],0.02918747294844156,ablation_stl,0.007464558279845121
denoising,4,stl_ablation_r04_d10_w1046_1046_1046_1046_1046_1046_1046_1046_1046_1046_1046,"[1046, 1046, 1046, 1046, 1046, 1046, 1046, 1046, 1046, 1046]",9991446,0.008510659724010768,adp,ae_alt_depth,"[101, 101, 101, 101, 101, 101]",0.0028221183732265857,adp,0.0028221183732265857
denoising,4,stl_ablation_r04_d10_w1046_1046_1046_1046_1046_1046_1046_1046_1046_1046_1046,"[1046, 1046, 1046, 1046, 1046, 1046, 1046, 1046, 1046, 1046]",9991446,0.008510659724010768,adp,ae_alt_width,[54],0.0008199942890532851,adp,0.0008199942890532851
denoising,4,stl_ablation_r04_d10_w1046_1046_1046_1046_1046_1046_1046_1046_1046_1046_1046,"[1046, 1046, 1046, 1046, 1046, 1046, 1046, 1046, 1046, 1046]",9991446,0.008510659724010768,adp,ae_width_to_depth,[54],0.0009473693990331499,adp,0.0009473693990331499
denoising,4,stl_ablation_r04_d10_w1046_1046_1046_1046_1046_1046_1046_1046_1046_1046_1046,"[1046, 1046, 1046, 1046, 1046, 1046, 1046, 1046, 1046, 1046]",9991446,0.008510659724010768,paired_stl,stl_from_ae_alt_depth,"[101, 101, 101, 101, 101, 101]",0.008895457736336465,ablation_stl,0.008510659724010768
