,Model Name,Case Name,Time Taken,Total_Neurons,Train Samples,Test Samples,Mean MSE,Mean Gap Objective %,Max_Max Real Power Residual,Max_Mean Real Power Residual,Mean_Max Real Power Residual,Mean_Mean Real Power Residual ,Max_Max Reactive Power Residual,Max_Mean Reactive Power Residual,Mean_Max Reactive Power Residual,Mean_Mean Reactive Power Residual ,Max_Max Inequality PG,Max_Mean Inequality PG,Mean_Max Inequality PG,Mean_Mean Inequality PG,Max_Max Inequality QG,Max_Mean Inequality QG,Mean_Max Inequality QG,Mean_Mean Inequality QG,Max_Max Inequality VM,Max_Mean Inequality VM,Mean_Max Inequality VM,Mean_Mean Inequality VM
160,STL,pglib_opf_case14_ieee,5.43s,224,2500,1500,0.0005494110519066,2.2968316078186035,0.3127080798149109,0.1380278915166854,0.1506140083074569,0.052118681371212,0.3127080798149109,0.0866903141140937,0.1506140083074569,0.0390030071139335,0.0114170685410499,0.0055862427689135,0.0042761131189763,0.0021669736597687,0.011920154094696,0.0023840307258069,0.001884183846414,0.0003768367459997,0.0705780982971191,0.0453427173197269,0.0132201928645372,0.0049461363814771
161,STL,pglib_opf_case14_ieee,9.38s,448,2500,1500,8.298706234199926e-05,1.0957244634628296,0.2468405961990356,0.0879474058747291,0.105915829539299,0.0349527597427368,0.2468405961990356,0.0698329955339431,0.105915829539299,0.0263357777148485,0.0072235837578773,0.0027947458438575,0.0024639009498059,0.0009897842537611,0.015281856060028,0.0041846809908747,0.0013544919202104,0.0002871646429412,0.0185973644256591,0.0032518676016479,0.0021391822956502,0.0003332970954943
162,STL,pglib_opf_case14_ieee,19.18s,6,5000,1500,0.00055713346228,2.928380250930786,1.3254661560058594,0.4325475394725799,0.5333210825920105,0.1287404000759124,1.3254661560058594,0.2937977910041809,0.5333210825920105,0.0930206328630447,0.0247240960597991,0.0112448157742619,0.0080640818923711,0.0033602847252041,0.0162376165390014,0.003247523214668,0.0024430335033684,0.0004886067472398,0.0830966234207153,0.0369626879692077,0.0131790908053517,0.0033370610326528
163,STL,pglib_opf_case14_ieee,13.05s,14,5000,1500,0.0004301466105971,2.506416082382202,0.4718750715255737,0.3214258253574371,0.3260803520679474,0.0963116139173507,0.4718750715255737,0.1912567466497421,0.3260803520679474,0.0628109872341156,0.0115554183721542,0.0074877813458442,0.0037095895968377,0.0022142622619867,0.0160634517669677,0.0032126903533935,0.0024840477854013,0.0004968096036463,0.065308928489685,0.0270734261721372,0.0103059876710176,0.002599207451567
164,STL,pglib_opf_case14_ieee,11.00s,28,5000,1500,0.0005143816815689,2.7628512382507324,0.4337784647941589,0.2948294579982757,0.3278166651725769,0.0965238437056541,0.4337784647941589,0.1594395637512207,0.3278166651725769,0.0530619360506534,0.0108277648687362,0.0048144729807972,0.0034737752284854,0.0014889609301462,0.0210322737693786,0.0042064548470079,0.0031533248256891,0.0006306649884209,0.0628035068511962,0.0335075072944164,0.0101504614576697,0.0033022719435393
165,STL,pglib_opf_case14_ieee,8.27s,56,5000,1500,0.0004732935049105,2.353893280029297,0.7064471244812012,0.1557502299547195,0.1721488386392593,0.0555823855102062,0.7064471244812012,0.1921447068452835,0.1721488386392593,0.0633761882781982,0.0161461755633354,0.0055843465961515,0.0055382843129336,0.0020410865545272,0.0037376582622528,0.0007475316524505,0.0004643508873414,9.287017746828496e-05,0.0615096092224121,0.0350626297295093,0.0104940356686711,0.003570307046175
166,STL,pglib_opf_case14_ieee,41.38s,112,5000,1500,9.302674880018458e-05,0.9411412477493286,0.2790318131446838,0.0718509554862976,0.0957494676113128,0.0316648483276367,0.2790318131446838,0.0794787853956222,0.0957494676113128,0.0276386737823486,0.0054416824132204,0.0023505315184593,0.0018023382872343,0.0007326552877202,0.0225125849246978,0.0051227631047368,0.0016136765480041,0.0003454680554568,0.0305471420288085,0.0111856032162904,0.0041321218013763,0.0007793079130351
167,STL,pglib_opf_case14_ieee,32.63s,224,5000,1500,8.955610974226147e-05,0.7656897902488708,0.3718063533306122,0.083620473742485,0.1071008816361427,0.0350918844342231,0.3718063533306122,0.0772409215569496,0.1071008816361427,0.0331867858767509,0.004532866179943,0.0017623926978558,0.0018409786280244,0.0007509145070798,0.0158758461475372,0.0038337111473083,0.0015549110248684,0.0003243662067689,0.033543586730957,0.0116438269615173,0.004243676085025,0.0007675075321458
168,STL,pglib_opf_case14_ieee,14.82s,448,5000,1500,8.770574640948325e-05,0.978947103023529,0.2579570114612579,0.0769597366452217,0.0846916586160659,0.0298203285783529,0.2579570114612579,0.0694575384259224,0.0846916586160659,0.0278759412467479,0.0051792785525321,0.0023448602296411,0.0019761989824473,0.0007920354255475,0.0163461305201053,0.0043693063780665,0.0016416229773312,0.0003488536167424,0.0266566276550292,0.0061232531443238,0.0035300196614116,0.0006555687286891
169,STL,pglib_opf_case14_ieee,17.00s,6,10000,1500,0.0005029410822317,2.109960556030273,2.595808982849121,0.2928501665592193,0.2746667563915252,0.0888957008719444,2.595808982849121,0.5647600889205933,0.2746667563915252,0.1738911122083664,0.0365896821022033,0.0120167508721351,0.0112998252734541,0.003162520006299,0.0121152102947235,0.0034382224548608,0.0017828468699008,0.000358150282409,0.0838178396224975,0.0343034453690052,0.0100616356357932,0.0032974246423691
