,Model Name,Case Name,Train Samples,Test Samples,Total_Neurons,Mean MSE,Mean Gap Objective %,Max_Max Real Power Residual,Max_Mean Real Power Residual,Mean_Max Real Power Residual,Mean_Mean Real Power Residual ,Max_Max Reactive Power Residual,Max_Mean Reactive Power Residual,Mean_Max Reactive Power Residual,Mean_Mean Reactive Power Residual ,Max_Max Inequality PG,Max_Mean Inequality PG,Mean_Max Inequality PG,Mean_Mean Inequality PG,Max_Max Inequality QG,Max_Mean Inequality QG,Mean_Max Inequality QG,Mean_Mean Inequality QG,Max_Max Inequality VM,Max_Mean Inequality VM,Mean_Max Inequality VM,Mean_Mean Inequality VM
12,ADP-DEN,pglib_opf_case14_ieee,25000,1500,60.0,4.548461583908647e-05,0.3348338574171066,0.36952112317085267,0.0761291161179542,0.09710578620433802,0.029582814127206758,0.36952112317085267,0.09150940477848048,0.09710578620433802,0.031835144385695416,0.00335544794797892,0.00127655309624966,0.0011644455487839,0.0004476493835681,0.0246860146522521,0.005176575295627,0.0013406912446953,0.0002772339445072,0.016236639022827,0.0023239766014739,0.0018224232131614,0.0002476328460033
45,STL,pglib_opf_case14_ieee,250,1500,6.0,0.00067256239708508,3.7417783737182617,1.0249606400728226,0.24470827132463452,0.32619141489267345,0.09111643359065051,1.0249606400728226,0.2584714502096176,0.32619141489267345,0.12636621743440624,0.01763263344764704,0.009148005023598655,0.0052846655249595,0.0024062488679191,0.0202471137046813,0.0040494227781891,0.0030928829684853,0.000618576654233,0.0491729259490966,0.0187316057505085,0.0095581299625336,0.0020607709186151
46,STL,pglib_opf_case14_ieee,500,1500,6.0,0.00077920855255792,4.0610819339752195,0.8209383636713028,0.305509889870882,0.40846188813447953,0.10140944980084891,0.8209383636713028,0.23961464632302518,0.40846188813447953,0.09026887575164434,0.014092986788286188,0.006144536405738829,0.004743761513068,0.0019119942355271,0.0186431407928466,0.0038430868647992,0.002923559769988,0.0005848102271556,0.0521055698394774,0.0223654475063085,0.0087649228051304,0.0023945045657455
47,STL,pglib_opf_case14_ieee,1000,1500,6.0,0.0008656328078359001,4.401783466339111,0.6175632894039154,0.15488338991999623,0.22878975272178645,0.0564792558550834,0.6175632894039154,0.15666251145303245,0.22878975272178645,0.059293969720602004,0.007778492587907392,0.003823752965649625,0.002521286084606,0.0011213976739553,0.0102199912071227,0.002062104968354,0.0015834331978112,0.0003166986978612,0.0278841018676757,0.0123441543430089,0.0050053641200065,0.001257825596258
48,STL,pglib_opf_case14_ieee,1500,1500,6.0,0.0006507671321742,3.8087149143218992,0.6886349394917488,0.2978211879730224,0.291331422328949,0.09605901017785068,0.6886349394917488,0.20214117951691146,0.291331422328949,0.08238703757524486,0.011176918949758948,0.005367135711125194,0.0034398329815029,0.0014261069480507,0.007711124420166,0.001542224898003,0.0011892023030668,0.0002378404606133,0.0540318965911864,0.0185842822189442,0.008930318430066,0.0017525333329103
49,STL,pglib_opf_case14_ieee,2000,1500,6.0,0.00070667845429848,3.8260943412780763,0.9620528519153595,0.2753992475569248,0.29333879947662356,0.08370779678225512,0.9620528519153595,0.30231864172965284,0.29333879947662356,0.0933529274538159,0.015151934828448236,0.0063962368555044846,0.0045977625377264,0.0018906947020119,0.0127637326717376,0.002552746515721,0.0018752427306025,0.0003750485135242,0.0582040071487426,0.0216943760548019,0.0097215272486209,0.0021346737601561
50,STL,pglib_opf_case14_ieee,2500,1500,6.0,0.0006626173679250399,3.9301902294158935,0.7517570793628693,0.19180483892560002,0.24328846335411072,0.06578888408839698,0.7517570793628693,0.1639757793396711,0.24328846335411072,0.05821282286196942,0.008139798045158374,0.003465739227976864,0.0026956625282764,0.0010523617143917,0.0078974843025207,0.0015794968698173,0.001272602006793,0.0002545204013585,0.0274270057678222,0.0120270386876654,0.0053649791516363,0.0012123418651753
51,STL,pglib_opf_case14_ieee,5000,1500,6.0,0.00073560279561202,4.327550172805786,0.4059471935033797,0.11713860034942622,0.19776796251535414,0.0451644536107778,0.4059471935033797,0.08332798946648831,0.19776796251535414,0.03955699112266296,0.004955506445297278,0.0022517455356179613,0.0016235036136307,0.0006748393258973,0.0032475233078002,0.0006495046429336,0.0004886067006736,9.772134944796e-05,0.0172989130020141,0.00748752526124,0.0033154064789414,0.000762399850646
52,STL,pglib_opf_case14_ieee,10000,1500,6.0,0.00064120789756994,3.4014471054077147,0.9680874392390251,0.2119791984558105,0.2484024420380592,0.06769421324133872,0.9680874392390251,0.2145871888846159,0.2484024420380592,0.06845579054206605,0.018116748332977252,0.007807767018675771,0.0056035397574305,0.0022030198015272,0.0109638631343841,0.0027616596315055,0.0015536930412053,0.0003130020049866,0.0506611347198485,0.0225396761932642,0.0074807735159992,0.0020490653085289
53,STL,pglib_opf_case14_ieee,15000,1500,6.0,0.0006616593571379199,3.727592444419861,0.5123858891427517,0.16808436289429662,0.23238880634307857,0.058490061387419655,0.5123858891427517,0.12943758536130184,0.23238880634307857,0.04667058801278468,0.010871282219886771,0.005501180887040373,0.003637821774464,0.0015969766465786,0.0080300748348235,0.0016060149762779,0.0012662808876484,0.0002532561775296,0.0283053636550902,0.0124738130722107,0.0044301601010374,0.0012129194987209
54,STL,pglib_opf_case14_ieee,20000,1500,6.0,0.00056311067310156,3.3472193241119386,1.0616211265325546,0.3063111685216427,0.3187577113509178,0.09732565619051452,1.0616211265325546,0.30081472191959613,0.3187577113509178,0.0968467557802796,0.020935899019241287,0.010609020702577219,0.0067518870346247,0.0032215680834269,0.010283464193344,0.0020566928433254,0.0016164491418748,0.0003232898074201,0.0606845855712889,0.0232972299942047,0.0099074199795722,0.0022500077990116
55,STL,pglib_opf_case14_ieee,25000,1500,6.0,0.0005648289523378135,3.419017606973648,0.37562131881713856,0.11560493558645242,0.1860028892755508,0.0423490263521671,0.37562131881713856,0.09698777496814723,0.1860028892755508,0.03205417338758702,0.005333572626113879,0.002474404256849986,0.0017202714574522,0.000715572942181,0.0102383434772491,0.0021247923374175,0.00085709777195,0.0001746757072396,0.0201354980468749,0.0076556543222977,0.0034252027515321,0.0007277166791027
56,STL,pglib_opf_case14_ieee,250,1500,14.0,0.00053946958505542,2.5515879154205323,1.0712838888168335,0.24850144684314723,0.21520666182041168,0.07949604541063304,1.0712838888168335,0.3290748506784439,0.21520666182041168,0.10499889850616453,0.02035470306873318,0.00872386600822206,0.0063638732302933,0.0027560716262086,0.0154181838035583,0.0031277406495064,0.0024569050350691,0.0004914104370981,0.077406620979309,0.0391558688133954,0.0127897255122661,0.0042753250803797
57,STL,pglib_opf_case14_ieee,500,1500,14.0,0.00052084844210182,2.6506062507629395,0.906960541009903,0.29018337428569796,0.25734065771102904,0.08935598880052562,0.906960541009903,0.2601883232593536,0.25734065771102904,0.092615745216608,0.02163063585758204,0.009443455561995459,0.0069943468552082,0.0029152525123208,0.0231716811656951,0.0047063017264008,0.0035049040801822,0.000701028772164,0.0727855920791625,0.0336728114634752,0.0123681450262665,0.0034082245081662
58,STL,pglib_opf_case14_ieee,1000,1500,14.0,0.0005919368064496199,3.160769319534302,0.7626422643661499,0.23674726113677025,0.26269001215696336,0.08126309849321836,0.7626422643661499,0.23614864423871035,0.26269001215696336,0.08531530946493145,0.011588284373283369,0.005998147185891827,0.0039190531708299,0.0018519632751121,0.0192262291908263,0.0038452458567916,0.0030322155449539,0.0006064431043341,0.0516663074493407,0.0261778488755225,0.0083674242720007,0.0026039338205009
59,STL,pglib_opf_case14_ieee,1500,1500,14.0,0.00048281145864162,2.836037111282349,0.6403092622756958,0.3045609623193741,0.30951190888881686,0.09439687728881832,0.6403092622756958,0.24438027739524837,0.30951190888881686,0.07466743215918537,0.01431679427623746,0.0073944329284131,0.0046313730068504,0.0021683665341697,0.0133106291294097,0.002662125811912,0.0019728350802324,0.0003945670468965,0.0639582157135009,0.0260176435112952,0.0102163141593336,0.0024677862878888
60,STL,pglib_opf_case14_ieee,2000,1500,14.0,0.0006124737206846,3.7416560649871826,0.6451470345258712,0.1958706378936767,0.19814854860305783,0.06476850695908064,0.6451470345258712,0.17231761924922465,0.19814854860305783,0.06344859749078743,0.009966778755187967,0.005266752541047012,0.00308308172971,0.0014488115721178,0.0137571215629577,0.0027514242567121,0.0020686906296759,0.0004137381387408,0.0443140029907226,0.0198215625103329,0.0079402910545467,0.0019133630732539
61,STL,pglib_opf_case14_ieee,2500,1500,14.0,0.0005172895209397601,2.979061460494995,0.7036614537239074,0.2560580909252167,0.24799140095710753,0.08046755865216251,0.7036614537239074,0.27806244492530824,0.24799140095710753,0.09494143575429911,0.01924838423728938,0.00788899837061756,0.0058801550418138,0.0023364656371995,0.0185313761234282,0.003706275182776,0.0027281604823655,0.0005456320533994,0.0726408958435058,0.0338807445019483,0.0113626847043633,0.0031282109208404
62,STL,pglib_opf_case14_ieee,5000,1500,14.0,0.00052021756418978,2.658338737487793,0.9961918115615844,0.21135029494762417,0.20855039358139033,0.0694350697100162,0.9961918115615844,0.34134505093097683,0.20855039358139033,0.11043126210570331,0.0149877920746803,0.0068185643292963,0.0049386326223611,0.0020752500277012,0.018044352531433,0.0036088705157453,0.0028607716565602,0.0005721543129766,0.0670322179794311,0.0343260597437619,0.0102729871869086,0.003118358971551
63,STL,pglib_opf_case14_ieee,10000,1500,14.0,0.00051054232753808,2.5296611309051515,0.6116271138191223,0.31307758688926696,0.3020782023668289,0.09757950007915495,0.6116271138191223,0.2669463783502578,0.3020782023668289,0.08480445519089697,0.01712333858013146,0.0072571912780403395,0.0051164481788873,0.0020893175620585,0.0134320497512816,0.0026864098850637,0.0019667754007968,0.0003933550760848,0.0707038402557372,0.0333145923912524,0.011398641578853,0.0032547807786613
64,STL,pglib_opf_case14_ieee,15000,1500,14.0,0.00050851798150682,2.8976580619812013,0.8441759645938873,0.2554068028926849,0.23572678864002228,0.08000914752483364,0.8441759645938873,0.2726297169923782,0.23572678864002228,0.08246318548917766,0.017048114538192723,0.00706438645720478,0.0045298433862626,0.0019171498715877,0.0179716885089873,0.0038247901669819,0.0025583973823813,0.0005126757890706,0.0668030023574828,0.029433611780405,0.0096927696838974,0.0026865052524953
65,STL,pglib_opf_case14_ieee,20000,1500,14.0,0.0004273628081136511,2.2754334688186644,0.5345292210578918,0.23128683641552925,0.25061446875333787,0.07143005318939682,0.5345292210578918,0.180253092944622,0.25061446875333787,0.056233362853527036,0.01199761033058162,0.005507388408295779,0.0038570173725019,0.0016802177182398,0.0245737433433532,0.0049471997888758,0.0028024739352985,0.0005617115850326,0.0573454141616821,0.026872934505809,0.0086397618346381,0.0025583032824215
66,STL,pglib_opf_case14_ieee,25000,1500,14.0,0.00042077988910019096,2.1846146523952483,0.5737121880054474,0.24612669795751568,0.25013419836759565,0.07829791307449337,0.5737121880054474,0.24768263697624207,0.25013419836759565,0.07605844438076013,0.01111485809087746,0.00529039064422246,0.0032876522978767,0.0015156526642385,0.0149746358394622,0.0030151641229167,0.0017009676026645,0.0003411577286896,0.0614372253417968,0.0289556741714476,0.009730356815271,0.002786607343296
67,STL,pglib_opf_case14_ieee,250,1500,28.0,0.00061857787659388,2.8807252645492554,0.5329979658126831,0.25335308164358133,0.3087948277592659,0.08832792118191714,0.5329979658126831,0.19148860350251196,0.3087948277592659,0.07500021196901793,0.011784298345446552,0.004379335157500423,0.0043363094473533,0.0015218557909065,0.0135063588619232,0.0027012717304842,0.0022028089065315,0.0004405617801352,0.0623956203460692,0.0329728873737621,0.0118502805475145,0.0037876474380027
68,STL,pglib_opf_case14_ieee,500,1500,28.0,0.00057142801815638,2.5110119581222534,0.7492403090000153,0.25381631851196285,0.29615446627140046,0.0875447571277618,0.7492403090000153,0.2240123391151428,0.29615446627140046,0.08277215734124178,0.014950099587440441,0.00621464718133206,0.0051770072896032,0.0020330616040155,0.0165979444980621,0.0033195887925102,0.0026085762772708,0.0005217152385739,0.0757638931274413,0.0399547651410102,0.0134773842990397,0.0047363204415887
69,STL,pglib_opf_case14_ieee,1000,1500,28.0,0.0005311637069098,2.667971467971802,0.6770850658416748,0.2426045686006546,0.2498983889818191,0.08204202130436891,0.6770850658416748,0.2191692382097244,0.2498983889818191,0.07427880316972728,0.00968490242958064,0.00437474511563772,0.0033236163202672,0.0013858024962245,0.0171248018741607,0.0034249603049829,0.0024079934926703,0.0004815987194887,0.0674293994903564,0.0353148140013217,0.01138959787786,0.0036189036443829
70,STL,pglib_opf_case14_ieee,1500,1500,28.0,0.00053326304769138,2.5543824672698974,0.61120445728302,0.2467595756053924,0.2399014055728912,0.07817745059728617,0.61120445728302,0.20488116145133972,0.2399014055728912,0.06623903959989542,0.01338500082492822,0.006514719640836079,0.0042739334981888,0.0018836787436157,0.0243322193622588,0.004866443760693,0.003565463842824,0.0007130927639081,0.0734644412994384,0.0398047059774398,0.0116459814831614,0.0036639706231653
71,STL,pglib_opf_case14_ieee,2000,1500,28.0,0.00047353058180301993,2.302110505104065,0.6823747158050537,0.2202750980854034,0.2524167001247406,0.0785230100154876,0.6823747158050537,0.22588015794754024,0.2524167001247406,0.07571326270699498,0.01440590173006052,0.0055266451789066,0.0049294539261608,0.0017661540594417,0.0240546375513076,0.0048512321198358,0.0038216639659367,0.000765058005345,0.0655675888061522,0.0326706629246472,0.0106897606514393,0.0032377389725297
72,STL,pglib_opf_case14_ieee,2500,1500,28.0,0.00054914433276276,2.397567367553711,0.5821284592151642,0.23056455850601196,0.24268904030323024,0.07631384134292599,0.5821284592151642,0.17685393989086146,0.24268904030323024,0.06198490485548967,0.01538290381431574,0.005757740698754741,0.005328299710527,0.0018664948409422,0.0156231701374053,0.0031246340251527,0.0023620046908035,0.0004724009151686,0.0734043598175048,0.0414563767611979,0.0123250067234038,0.0042389216367155
73,STL,pglib_opf_case14_ieee,5000,1500,28.0,0.0005585680017247401,2.7890086650848387,0.5821421623229981,0.21532063186168665,0.22582927048206325,0.0730512231588363,0.5821421623229981,0.2054203942418098,0.22582927048206325,0.06929163634777066,0.01313319131731984,0.00620048809796566,0.0045326908584683,0.0019835714716463,0.0092124581336974,0.0018424916372168,0.0013592699891886,0.0002718539864872,0.0729150295257567,0.038353382050991,0.0118659915402531,0.0037935936823486
74,STL,pglib_opf_case14_ieee,10000,1500,28.0,0.00054066502489144,2.5045843601226805,0.6305086076259613,0.2012452363967895,0.2397097483277321,0.07042871862649912,0.6305086076259613,0.20012256205081935,0.2397097483277321,0.06875323653221126,0.011626008152961682,0.00488799945451314,0.0040141401812433,0.0016636495711281,0.0187236070632934,0.0037447213755512,0.0027730982325919,0.0005546196313843,0.0712902069091796,0.0361074551939964,0.0112217424437403,0.003578843246214
75,STL,pglib_opf_case14_ieee,15000,1500,28.0,0.00056025679223234,2.5272908926010134,0.7427159190177918,0.26872878670692446,0.2940151631832123,0.0921396374702453,0.7427159190177918,0.21981276273727418,0.2940151631832123,0.07396765425801274,0.015615844726562461,0.0062808738090097405,0.0055338754318654,0.0021863660775124,0.0162864804267882,0.0032572960481047,0.0025045236339791,0.0005009047279599,0.0758960485458373,0.0400899626314639,0.0119889736175536,0.0040052083320915
76,STL,pglib_opf_case14_ieee,20000,1500,28.0,0.00053110969020048,2.959404945373535,0.5004275500774383,0.21973046660423273,0.22425847053527828,0.07565255239605898,0.5004275500774383,0.17841755598783487,0.22425847053527828,0.060707212239503795,0.0101971879601478,0.0042469539213925,0.0034180513117461,0.0013957971474155,0.0202146291732787,0.0040429258486255,0.0028568730922415,0.0005713746213586,0.0694955110549926,0.0349039372056722,0.0104185208678245,0.0032162006478756
77,STL,pglib_opf_case14_ieee,25000,1500,28.0,0.0004407073196488947,2.136558723449707,0.5253832340240479,0.223107473552227,0.24588827192783352,0.07796693891286846,0.5253832340240479,0.169978480041027,0.24588827192783352,0.061900793761014886,0.009736492484807919,0.0048502385616302,0.0033649089979007,0.0014259335584937,0.0189786493778228,0.0038403106387704,0.0020976316067389,0.0004247518489137,0.0607721805572509,0.0304693978279828,0.0098355194553732,0.0029531860025598
78,STL,pglib_opf_case14_ieee,250,1500,56.0,0.00052853325032624,2.5672626972198485,0.5966703414916992,0.17002572417259215,0.18349899053573607,0.06399917006492609,0.5966703414916992,0.1957564771175384,0.18349899053573607,0.079857175797224,0.01098235994577402,0.0045936720911413,0.0042454524897038,0.0016794891795142,0.0150553822517394,0.0030110764084383,0.0025466053630224,0.000509321084246,0.0646430015563964,0.0371799491345882,0.0106228521093725,0.0036761192139237
79,STL,pglib_opf_case14_ieee,500,1500,56.0,0.00053965687984596,2.582671022415161,0.6415828943252564,0.21638939678668972,0.25157918632030485,0.08282217234373086,0.6415828943252564,0.16875987797975536,0.25157918632030485,0.08991370424628256,0.01058629304170602,0.00454793903045352,0.0040942662861197,0.0016353768412954,0.0117413580417632,0.0023482715943827,0.0019126575498375,0.0003825315085122,0.0721251010894775,0.0403921090066432,0.012679306231439,0.0040896952617912
80,STL,pglib_opf_case14_ieee,1000,1500,56.0,0.00057698111049824,2.546991586685181,0.5384835600852966,0.17287352234125133,0.20184429883956906,0.06540622934699056,0.5384835600852966,0.1709317162632942,0.20184429883956906,0.07193853333592408,0.01230405196547504,0.00504063395783302,0.0043905581813305,0.0017509156372397,0.0157094180583953,0.0031418836209922,0.0024983151233754,0.0004996630203094,0.0751105785369872,0.0421523712575435,0.0126061063259839,0.0042523169890045
81,STL,pglib_opf_case14_ieee,1500,1500,56.0,0.00056167099392036,2.5253962516784667,0.6089084029197693,0.19006566703319544,0.21814942061901088,0.07307007461786265,0.6089084029197693,0.20168849527835842,0.21814942061901088,0.07875484004616731,0.01231983900070186,0.00494588813744482,0.0044673391152172,0.0017197757028042,0.0199935972690581,0.0039987194351851,0.0032214433711487,0.0006442886748117,0.0729750633239745,0.0403184175491332,0.0119071796536445,0.0038766044657677
82,STL,pglib_opf_case14_ieee,2000,1500,56.0,0.00057199333677992,2.2953945636749267,0.857656967639923,0.1380056515336036,0.16287683397531505,0.05537783056497568,0.857656967639923,0.21781176030635835,0.16287683397531505,0.08999944925308222,0.01396025940775868,0.00589782069437202,0.0050506969913839,0.0020020197378471,0.0168987691402434,0.0033797538373619,0.0028160262503661,0.0005632052445434,0.080239701271057,0.0415662340819835,0.0141627518460153,0.0045091746374964
83,STL,pglib_opf_case14_ieee,2500,1500,56.0,0.00054573144880118,2.4991926193237304,0.5060406267642975,0.17180982232093808,0.19610331952571863,0.06280279010534282,0.5060406267642975,0.17322308123111724,0.19610331952571863,0.0640419006347656,0.011798062548041301,0.004446393251419,0.0040043398737906,0.0015492897247895,0.0183307170867919,0.0036661433405242,0.0029521336022298,0.0005904267527511,0.0739373445510863,0.0416144557297229,0.0126912953332066,0.0044457192998379
84,STL,pglib_opf_case14_ieee,5000,1500,56.0,0.0005575400020461001,2.509948706626892,0.5185977041721344,0.17092107683420177,0.18802682459354397,0.0641006171703338,0.5185977041721344,0.17651755213737486,0.18802682459354397,0.06494148820638652,0.0105401828885078,0.0039762082509695994,0.003699881164357,0.0014245454221963,0.0111824810504913,0.0022364962147548,0.0017983247700612,0.0003596649810787,0.0743347406387328,0.0426821090281009,0.0126436781138181,0.0043495901394635
85,STL,pglib_opf_case14_ieee,10000,1500,56.0,0.0004976361116859532,2.1635286927223207,0.682617062330246,0.17253608852624888,0.19599925428628917,0.06533546447753902,0.682617062330246,0.16448353677988048,0.19599925428628917,0.06269703656435008,0.01121697872877116,0.00501494109630582,0.0041145893279462,0.0017168640741146,0.0209830045700072,0.0042281627655028,0.0028211313067003,0.0005659049900713,0.0682382583618163,0.0367333544418215,0.0113570295739918,0.0038122661528176
86,STL,pglib_opf_case14_ieee,15000,1500,56.0,0.0002529912846512031,1.5027300596237183,0.42858176231384276,0.1266344904899597,0.14733152985572812,0.04714324697852128,0.42858176231384276,0.11779098808765406,0.14733152985572812,0.04522019810974594,0.0080622643232345,0.00317863286472852,0.0025411318754776,0.0009597860742359,0.0228173911571502,0.0051638258155434,0.002288281940855,0.0004727496707346,0.0412577629089355,0.018823901284486,0.0061681983526795,0.0018222684971987
87,STL,pglib_opf_case14_ieee,20000,1500,56.0,0.00041806541412364614,2.2667349696159365,0.6068951070308686,0.1672589227557182,0.20241809636354446,0.0656262401491403,0.6068951070308686,0.16216038912534708,0.20241809636354446,0.06369500532746308,0.00967524945735926,0.004436658974736859,0.0035272981971501,0.0014539708849041,0.0197485029697417,0.0040059983963146,0.0021432053996249,0.000430645153392,0.0588649988174438,0.0302586485166102,0.0091944113839417,0.0027515340305398
88,STL,pglib_opf_case14_ieee,25000,1500,56.0,0.00014575917084583273,0.9582174181938171,0.30887439846992487,0.0754013873636722,0.10002005249261851,0.03216298855841156,0.30887439846992487,0.09713039547204966,0.10002005249261851,0.03606868498027322,0.006889511272311161,0.00285671548917884,0.0022727970266714,0.0009007955435663,0.0198113292455672,0.0042069125222041,0.0014439027523621,0.0003000407858052,0.0264687776565551,0.0096306786872446,0.0039329390041529,0.0009467733267228
89,STL,pglib_opf_case14_ieee,250,1500,112.0,0.00066626479383554,2.6378503322601317,0.785944652557373,0.19899191856384274,0.3228337794542312,0.1065860584378242,0.785944652557373,0.21491895318031307,0.3228337794542312,0.13013593852519983,0.01090397685766216,0.00370303397066886,0.0038023812696337,0.0014266336569562,0.0187424302101135,0.0037484860047697,0.0030273842508904,0.0006054768447938,0.0798505544662475,0.0490856900811195,0.0156806483864783,0.0054598757997154
90,STL,pglib_opf_case14_ieee,500,1500,112.0,0.0006433738279156,2.476547718048096,0.5606071531772614,0.17296987473964687,0.25824266970157617,0.08577795997261996,0.5606071531772614,0.17087518423795695,0.25824266970157617,0.1033304058015346,0.010994395613670301,0.00479340641759334,0.0037758624646812,0.0015332223847507,0.0185664772987365,0.0037132954690604,0.0023567163152619,0.0004713432317657,0.0844790220260619,0.0504546113312244,0.0179807934910058,0.0056342461612074
91,STL,pglib_opf_case14_ieee,1000,1500,112.0,0.0007017239113338,2.8489312648773195,0.6740168690681457,0.2019874274730682,0.32510543465614317,0.11623685956001277,0.6740168690681457,0.19664889872074123,0.32510543465614317,0.1304480597376823,0.01119233183562752,0.00498710102401668,0.0043619039468466,0.0017846759175881,0.0179933488368987,0.0035986697301268,0.0037652371916919,0.0007530475035309,0.0808017015457153,0.0466926351189612,0.0161744378507136,0.0050929548684507
