[2026-05-16 11:58:22] Initialized ContinuousLogger for representation_ae_width_to_depth (Mode: ae_width_to_depth)
[2026-05-16 11:58:22] Logs: DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_046_d2_w48/training_log.txt
[2026-05-16 11:58:22] CSV: DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_046_d2_w48/training_stats.csv
[2026-05-16 11:58:25] [representation][ae_width_to_depth][cand_046_d2_w48] epoch=1 train_loss=0.032571 val_loss=0.027215 best=0.027215 es=0/5
[2026-05-16 11:58:27] [representation][ae_width_to_depth][cand_046_d2_w48] epoch=2 train_loss=0.027073 val_loss=0.025274 best=0.025274 es=0/5
[2026-05-16 11:58:30] [representation][ae_width_to_depth][cand_046_d2_w48] epoch=3 train_loss=0.025908 val_loss=0.024578 best=0.024578 es=0/5
[2026-05-16 11:58:32] [representation][ae_width_to_depth][cand_046_d2_w48] epoch=4 train_loss=0.025521 val_loss=0.024430 best=0.024430 es=0/5
[2026-05-16 11:58:35] [representation][ae_width_to_depth][cand_046_d2_w48] epoch=5 train_loss=0.025270 val_loss=0.024248 best=0.024248 es=0/5
[2026-05-16 11:58:37] [representation][ae_width_to_depth][cand_046_d2_w48] epoch=6 train_loss=0.025312 val_loss=0.024014 best=0.024014 es=0/5
[2026-05-16 11:58:40] [representation][ae_width_to_depth][cand_046_d2_w48] epoch=7 train_loss=0.025212 val_loss=0.023885 best=0.023885 es=0/5
[2026-05-16 11:58:42] [representation][ae_width_to_depth][cand_046_d2_w48] epoch=8 train_loss=0.025154 val_loss=0.023870 best=0.023885 es=1/5
[2026-05-16 11:58:45] [representation][ae_width_to_depth][cand_046_d2_w48] epoch=9 train_loss=0.024903 val_loss=0.023636 best=0.023636 es=0/5
[2026-05-16 11:58:47] [representation][ae_width_to_depth][cand_046_d2_w48] epoch=10 train_loss=0.025249 val_loss=0.024002 best=0.023636 es=1/5
[2026-05-16 11:58:50] [representation][ae_width_to_depth][cand_046_d2_w48] epoch=11 train_loss=0.025619 val_loss=0.024017 best=0.023636 es=2/5
[2026-05-16 11:58:52] [representation][ae_width_to_depth][cand_046_d2_w48] epoch=12 train_loss=0.025271 val_loss=0.023717 best=0.023636 es=3/5
[2026-05-16 11:58:55] [representation][ae_width_to_depth][cand_046_d2_w48] epoch=13 train_loss=0.024936 val_loss=0.023290 best=0.023290 es=0/5
[2026-05-16 11:58:57] [representation][ae_width_to_depth][cand_046_d2_w48] epoch=14 train_loss=0.024663 val_loss=0.023226 best=0.023290 es=1/5
[2026-05-16 11:59:00] [representation][ae_width_to_depth][cand_046_d2_w48] epoch=15 train_loss=0.024289 val_loss=0.023164 best=0.023164 es=0/5
[2026-05-16 11:59:02] [representation][ae_width_to_depth][cand_046_d2_w48] epoch=16 train_loss=0.024524 val_loss=0.023138 best=0.023164 es=1/5
[2026-05-16 11:59:05] [representation][ae_width_to_depth][cand_046_d2_w48] epoch=17 train_loss=0.024207 val_loss=0.022971 best=0.022971 es=0/5
[2026-05-16 11:59:07] [representation][ae_width_to_depth][cand_046_d2_w48] epoch=18 train_loss=0.024297 val_loss=0.022981 best=0.022971 es=1/5
[2026-05-16 11:59:10] [representation][ae_width_to_depth][cand_046_d2_w48] epoch=19 train_loss=0.024055 val_loss=0.022856 best=0.022856 es=0/5
[2026-05-16 11:59:12] [representation][ae_width_to_depth][cand_046_d2_w48] epoch=20 train_loss=0.023939 val_loss=0.022862 best=0.022856 es=1/5
[2026-05-16 11:59:15] [representation][ae_width_to_depth][cand_046_d2_w48] epoch=21 train_loss=0.023952 val_loss=0.022818 best=0.022856 es=2/5
[2026-05-16 11:59:18] [representation][ae_width_to_depth][cand_046_d2_w48] epoch=22 train_loss=0.024201 val_loss=0.022735 best=0.022735 es=0/5
[2026-05-16 11:59:20] [representation][ae_width_to_depth][cand_046_d2_w48] epoch=23 train_loss=0.023800 val_loss=0.022646 best=0.022735 es=1/5
[2026-05-16 11:59:23] [representation][ae_width_to_depth][cand_046_d2_w48] epoch=24 train_loss=0.024138 val_loss=0.022241 best=0.022241 es=0/5
[2026-05-16 11:59:25] [representation][ae_width_to_depth][cand_046_d2_w48] epoch=25 train_loss=0.023502 val_loss=0.022378 best=0.022241 es=1/5
[2026-05-16 11:59:28] [representation][ae_width_to_depth][cand_046_d2_w48] epoch=26 train_loss=0.023267 val_loss=0.021964 best=0.021964 es=0/5
[2026-05-16 11:59:30] [representation][ae_width_to_depth][cand_046_d2_w48] epoch=27 train_loss=0.022904 val_loss=0.021925 best=0.021964 es=1/5
[2026-05-16 11:59:33] [representation][ae_width_to_depth][cand_046_d2_w48] epoch=28 train_loss=0.022740 val_loss=0.021727 best=0.021727 es=0/5
[2026-05-16 11:59:35] [representation][ae_width_to_depth][cand_046_d2_w48] epoch=29 train_loss=0.022562 val_loss=0.021477 best=0.021477 es=0/5
[2026-05-16 11:59:38] [representation][ae_width_to_depth][cand_046_d2_w48] epoch=30 train_loss=0.022734 val_loss=0.021437 best=0.021477 es=1/5
[2026-05-16 11:59:40] [representation][ae_width_to_depth][cand_046_d2_w48] epoch=31 train_loss=0.022369 val_loss=0.021298 best=0.021298 es=0/5
[2026-05-16 11:59:42] [representation][ae_width_to_depth][cand_046_d2_w48] epoch=32 train_loss=0.022376 val_loss=0.020889 best=0.020889 es=0/5
[2026-05-16 11:59:45] [representation][ae_width_to_depth][cand_046_d2_w48] epoch=33 train_loss=0.021838 val_loss=0.020760 best=0.020760 es=0/5
[2026-05-16 11:59:48] [representation][ae_width_to_depth][cand_046_d2_w48] epoch=34 train_loss=0.021654 val_loss=0.020672 best=0.020760 es=1/5
[2026-05-16 11:59:50] [representation][ae_width_to_depth][cand_046_d2_w48] epoch=35 train_loss=0.021687 val_loss=0.020667 best=0.020760 es=2/5
[2026-05-16 11:59:52] [representation][ae_width_to_depth][cand_046_d2_w48] epoch=36 train_loss=0.021606 val_loss=0.020508 best=0.020508 es=0/5
[2026-05-16 11:59:55] [representation][ae_width_to_depth][cand_046_d2_w48] epoch=37 train_loss=0.021858 val_loss=0.020755 best=0.020508 es=1/5
[2026-05-16 11:59:58] [representation][ae_width_to_depth][cand_046_d2_w48] epoch=38 train_loss=0.021866 val_loss=0.020545 best=0.020508 es=2/5
[2026-05-16 12:00:00] [representation][ae_width_to_depth][cand_046_d2_w48] epoch=39 train_loss=0.021476 val_loss=0.020419 best=0.020508 es=3/5
[2026-05-16 12:00:02] [representation][ae_width_to_depth][cand_046_d2_w48] epoch=40 train_loss=0.021683 val_loss=0.020355 best=0.020355 es=0/5
[2026-05-16 12:00:05] [representation][ae_width_to_depth][cand_046_d2_w48] epoch=41 train_loss=0.021914 val_loss=0.020571 best=0.020355 es=1/5
[2026-05-16 12:00:08] [representation][ae_width_to_depth][cand_046_d2_w48] epoch=42 train_loss=0.022017 val_loss=0.020622 best=0.020355 es=2/5
[2026-05-16 12:00:10] [representation][ae_width_to_depth][cand_046_d2_w48] epoch=43 train_loss=0.022206 val_loss=0.020482 best=0.020355 es=3/5
[2026-05-16 12:00:13] [representation][ae_width_to_depth][cand_046_d2_w48] epoch=44 train_loss=0.021500 val_loss=0.020411 best=0.020355 es=4/5
[2026-05-16 12:00:15] [representation][ae_width_to_depth][cand_046_d2_w48] epoch=45 train_loss=0.021367 val_loss=0.020345 best=0.020355 es=5/5
