[2026-05-18 02:56:02] Initialized ContinuousLogger for representation_ae_alt_width (Mode: ae_alt_width)
[2026-05-18 02:56:02] Logs: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/representation/ae_alt_width/cand_163_d1_w164/training_log.txt
[2026-05-18 02:56:02] CSV: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/representation/ae_alt_width/cand_163_d1_w164/training_stats.csv
[2026-05-18 02:56:02] [CANDIDATE] task=representation phase=ae_alt_width index=163 search_phase=width architecture=[164]
[2026-05-18 02:56:09] [representation][ae_alt_width][cand_163_d1_w164] epoch=1 architecture=[164] train_loss=0.329916 val_loss=0.322784 best=0.315150 es=0/5
[2026-05-18 02:56:11] [representation][ae_alt_width][cand_163_d1_w164] epoch=2 architecture=[164] train_loss=0.313485 val_loss=0.315837 best=0.315150 es=0/5
[2026-05-18 02:56:14] [representation][ae_alt_width][cand_163_d1_w164] epoch=3 architecture=[164] train_loss=0.311222 val_loss=0.321049 best=0.315150 es=1/5
[2026-05-18 02:56:16] [representation][ae_alt_width][cand_163_d1_w164] epoch=4 architecture=[164] train_loss=0.311921 val_loss=0.318086 best=0.315150 es=2/5
[2026-05-18 02:56:23] [representation][ae_alt_width][cand_163_d1_w164] epoch=5 architecture=[164] train_loss=0.310196 val_loss=0.317118 best=0.315150 es=3/5
[2026-05-18 02:56:25] [representation][ae_alt_width][cand_163_d1_w164] epoch=6 architecture=[164] train_loss=0.310791 val_loss=0.317067 best=0.315150 es=4/5
[2026-05-18 02:56:27] [representation][ae_alt_width][cand_163_d1_w164] epoch=7 architecture=[164] train_loss=0.309759 val_loss=0.313966 best=0.313966 es=0/5
[2026-05-18 02:56:29] [representation][ae_alt_width][cand_163_d1_w164] epoch=8 architecture=[164] train_loss=0.308903 val_loss=0.315172 best=0.313966 es=1/5
[2026-05-18 02:56:31] [representation][ae_alt_width][cand_163_d1_w164] epoch=9 architecture=[164] train_loss=0.308772 val_loss=0.316440 best=0.313966 es=2/5
[2026-05-18 02:56:38] [representation][ae_alt_width][cand_163_d1_w164] epoch=10 architecture=[164] train_loss=0.311059 val_loss=0.317133 best=0.313966 es=3/5
[2026-05-18 02:56:40] [representation][ae_alt_width][cand_163_d1_w164] epoch=11 architecture=[164] train_loss=0.310487 val_loss=0.317248 best=0.313966 es=4/5
[2026-05-18 02:56:42] [representation][ae_alt_width][cand_163_d1_w164] epoch=12 architecture=[164] train_loss=0.310116 val_loss=0.315308 best=0.313966 es=5/5
