task,phase,phase_type,best_val,best_epoch,final_epoch,test_loss,test_acc,best_checkpoint,candidate_dir
representation,ae_width_only,width_only,0.0878763967233977,5,5,,,MLPS/tabular/shared/dae_dnn/results/goliath_active_suite_width_only_gpu/representation_d6/representation/ae_width_only/cand_624_d6_w105/checkpoint_best.pt,cand_624_d6_w105
representation,stl_from_ae_width_only,stl_refit,0.16020771858998947,99,109,0.15887048647631707,0.9391404622984114,MLPS/tabular/shared/dae_dnn/results/goliath_active_suite_width_only_gpu/representation_d6/representation/stl_from_ae_width_only/cand_000_d6_w105/checkpoint_best.pt,cand_000_d6_w105
