[2026-05-20 12:56:40] Initialized ContinuousLogger for autoencoding_ae_width_to_depth (Mode: ae_width_to_depth)
[2026-05-20 12:56:40] Logs: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/autoencoding/ae_width_to_depth/cand_076_d1_w77/training_log.txt
[2026-05-20 12:56:40] CSV: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/autoencoding/ae_width_to_depth/cand_076_d1_w77/training_stats.csv
[2026-05-20 12:56:40] [CANDIDATE] task=autoencoding phase=ae_width_to_depth index=76 search_phase=width architecture=[77]
[2026-05-20 12:56:43] [autoencoding][ae_width_to_depth][cand_076_d1_w77] epoch=1 architecture=[77] train_loss=0.003368 val_loss=0.002198 best=0.001900 es=0/5
[2026-05-20 12:56:46] [autoencoding][ae_width_to_depth][cand_076_d1_w77] epoch=2 architecture=[77] train_loss=0.002634 val_loss=0.001989 best=0.001900 es=0/5
[2026-05-20 12:56:49] [autoencoding][ae_width_to_depth][cand_076_d1_w77] epoch=3 architecture=[77] train_loss=0.002371 val_loss=0.001964 best=0.001900 es=1/5
[2026-05-20 12:56:52] [autoencoding][ae_width_to_depth][cand_076_d1_w77] epoch=4 architecture=[77] train_loss=0.002399 val_loss=0.001946 best=0.001900 es=2/5
[2026-05-20 12:56:55] [autoencoding][ae_width_to_depth][cand_076_d1_w77] epoch=5 architecture=[77] train_loss=0.002413 val_loss=0.001928 best=0.001900 es=3/5
[2026-05-20 12:56:58] [autoencoding][ae_width_to_depth][cand_076_d1_w77] epoch=6 architecture=[77] train_loss=0.002442 val_loss=0.001860 best=0.001860 es=0/5
[2026-05-20 12:57:01] [autoencoding][ae_width_to_depth][cand_076_d1_w77] epoch=7 architecture=[77] train_loss=0.002279 val_loss=0.001883 best=0.001860 es=1/5
[2026-05-20 12:57:04] [autoencoding][ae_width_to_depth][cand_076_d1_w77] epoch=8 architecture=[77] train_loss=0.002322 val_loss=0.001918 best=0.001860 es=2/5
[2026-05-20 12:57:07] [autoencoding][ae_width_to_depth][cand_076_d1_w77] epoch=9 architecture=[77] train_loss=0.002414 val_loss=0.002025 best=0.001860 es=3/5
[2026-05-20 12:57:10] [autoencoding][ae_width_to_depth][cand_076_d1_w77] epoch=10 architecture=[77] train_loss=0.002636 val_loss=0.001962 best=0.001860 es=4/5
[2026-05-20 12:57:13] [autoencoding][ae_width_to_depth][cand_076_d1_w77] epoch=11 architecture=[77] train_loss=0.002477 val_loss=0.001880 best=0.001860 es=5/5
