[2026-05-24 08:32:45] Initialized ContinuousLogger for denoising_ae_width_to_depth (Mode: ae_width_to_depth)
[2026-05-24 08:32:45] Logs: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/denoising/ae_width_to_depth/cand_014_d1_w15/training_log.txt
[2026-05-24 08:32:45] CSV: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/denoising/ae_width_to_depth/cand_014_d1_w15/training_stats.csv
[2026-05-24 08:32:45] [CANDIDATE] task=denoising phase=ae_width_to_depth index=14 search_phase=width architecture=[15]
[2026-05-24 08:32:48] [denoising][ae_width_to_depth][cand_014_d1_w15] epoch=1 architecture=[15] train_loss=0.612787 val_loss=0.612113 candidate_best=0.612113 global_best=0.612113 es=0/5
[2026-05-24 08:32:51] [denoising][ae_width_to_depth][cand_014_d1_w15] epoch=2 architecture=[15] train_loss=0.606210 val_loss=0.611511 candidate_best=0.611511 global_best=0.611511 es=0/5
[2026-05-24 08:32:53] [denoising][ae_width_to_depth][cand_014_d1_w15] epoch=3 architecture=[15] train_loss=0.605822 val_loss=0.611356 candidate_best=0.611356 global_best=0.611356 es=0/5
[2026-05-24 08:32:55] [denoising][ae_width_to_depth][cand_014_d1_w15] epoch=4 architecture=[15] train_loss=0.605621 val_loss=0.611283 candidate_best=0.611356 global_best=0.611356 es=1/5
[2026-05-24 08:32:58] [denoising][ae_width_to_depth][cand_014_d1_w15] epoch=5 architecture=[15] train_loss=0.605393 val_loss=0.611094 candidate_best=0.611094 global_best=0.611094 es=0/5
[2026-05-24 08:33:00] [denoising][ae_width_to_depth][cand_014_d1_w15] epoch=6 architecture=[15] train_loss=0.605235 val_loss=0.611136 candidate_best=0.611094 global_best=0.611094 es=1/5
[2026-05-24 08:33:03] [denoising][ae_width_to_depth][cand_014_d1_w15] epoch=7 architecture=[15] train_loss=0.605185 val_loss=0.611070 candidate_best=0.611094 global_best=0.611094 es=2/5
[2026-05-24 08:33:06] [denoising][ae_width_to_depth][cand_014_d1_w15] epoch=8 architecture=[15] train_loss=0.605109 val_loss=0.611012 candidate_best=0.611094 global_best=0.611094 es=3/5
[2026-05-24 08:33:09] [denoising][ae_width_to_depth][cand_014_d1_w15] epoch=9 architecture=[15] train_loss=0.605090 val_loss=0.611114 candidate_best=0.611094 global_best=0.611094 es=4/5
[2026-05-24 08:33:12] [denoising][ae_width_to_depth][cand_014_d1_w15] epoch=10 architecture=[15] train_loss=0.604998 val_loss=0.611103 candidate_best=0.611094 global_best=0.611094 es=5/5
