task,phase,candidate_index,candidate_dir,architecture,best_val,best_epoch,final_epoch,best_checkpoint,last_checkpoint,improved_over_global,search_phase,width_fail,depth_fail,consecutive_fail,width_stage_improved,width_stage_margin_fail,width_stage_anchor_val,width_stage_margin_pct,warmup_to_uniform
control,ae_width_to_depth,0,cand_000_d1_w1,[1],2.1002588272094727,1089,1094,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_remaining_tasks_gpu/control/ae_width_to_depth/cand_000_d1_w1/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_remaining_tasks_gpu/control/ae_width_to_depth/cand_000_d1_w1/checkpoint_last.pt,True,width,0,0,0,False,0,2.1002588272094727,inf,False
control,ae_width_to_depth,1,cand_001_d1_w2,[2],2.126891613006592,1,6,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_remaining_tasks_gpu/control/ae_width_to_depth/cand_001_d1_w2/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_remaining_tasks_gpu/control/ae_width_to_depth/cand_001_d1_w2/checkpoint_last.pt,False,width,1,0,1,False,1,2.1002588272094727,0.0,False
control,ae_width_to_depth,2,cand_002_d1_w3,[3],2.1454641819000244,1,6,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_remaining_tasks_gpu/control/ae_width_to_depth/cand_002_d1_w3/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_remaining_tasks_gpu/control/ae_width_to_depth/cand_002_d1_w3/checkpoint_last.pt,False,width,2,0,2,False,2,2.1002588272094727,0.0,False
control,ae_width_to_depth,3,cand_003_d1_w4,[4],2.151876211166382,1,6,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_remaining_tasks_gpu/control/ae_width_to_depth/cand_003_d1_w4/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_remaining_tasks_gpu/control/ae_width_to_depth/cand_003_d1_w4/checkpoint_last.pt,False,width,3,0,3,False,3,2.1002588272094727,0.0,False
control,ae_width_to_depth,4,cand_004_d1_w5,[5],2.1557648181915283,1,6,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_remaining_tasks_gpu/control/ae_width_to_depth/cand_004_d1_w5/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_remaining_tasks_gpu/control/ae_width_to_depth/cand_004_d1_w5/checkpoint_last.pt,False,width,4,0,4,False,4,2.1002588272094727,0.0,False
control,ae_width_to_depth,5,cand_005_d1_w6,[6],2.0524256229400635,789,794,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_remaining_tasks_gpu/control/ae_width_to_depth/cand_005_d1_w6/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_remaining_tasks_gpu/control/ae_width_to_depth/cand_005_d1_w6/checkpoint_last.pt,True,width,0,0,0,False,0,2.0524256229400635,2.277490928723446,False
control,ae_width_to_depth,6,cand_006_d1_w7,[7],2.0520029067993164,48,53,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_remaining_tasks_gpu/control/ae_width_to_depth/cand_006_d1_w7/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_remaining_tasks_gpu/control/ae_width_to_depth/cand_006_d1_w7/checkpoint_last.pt,True,width,0,0,0,False,1,2.0520029067993164,0.02059592981213794,False
control,ae_width_to_depth,7,cand_007_d1_w8,[8],2.0595905780792236,1,6,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_remaining_tasks_gpu/control/ae_width_to_depth/cand_007_d1_w8/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_remaining_tasks_gpu/control/ae_width_to_depth/cand_007_d1_w8/checkpoint_last.pt,False,width,1,0,1,False,2,2.0520029067993164,0.0,False
control,ae_width_to_depth,8,cand_008_d1_w9,[9],2.032236337661743,445,450,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_remaining_tasks_gpu/control/ae_width_to_depth/cand_008_d1_w9/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_remaining_tasks_gpu/control/ae_width_to_depth/cand_008_d1_w9/checkpoint_last.pt,True,width,0,0,0,False,3,2.032236337661743,0.9632817318180529,False
control,ae_width_to_depth,9,cand_009_d1_w10,[10],2.030141830444336,30,35,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_remaining_tasks_gpu/control/ae_width_to_depth/cand_009_d1_w10/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_remaining_tasks_gpu/control/ae_width_to_depth/cand_009_d1_w10/checkpoint_last.pt,True,width,0,0,0,False,4,2.030141830444336,0.10306415541300336,False
