[2026-06-12 21:41:48] Initialized ContinuousLogger for MLPS.tabular.shared.dae_dnn.adp_search (Mode: width_to_depth)
[2026-06-12 21:41:48] Logs: MLPS/tabular/shared/dae_dnn/results/adp/w2d/repeat4_plus_sim_pred5_v1/repeat_02/simulation/cand_554_d5_w111/training_log.txt
[2026-06-12 21:41:48] CSV: MLPS/tabular/shared/dae_dnn/results/adp/w2d/repeat4_plus_sim_pred5_v1/repeat_02/simulation/cand_554_d5_w111/training_stats.csv
[2026-06-12 21:41:48] Epoch 1 | architecture=[111, 111, 111, 111, 111] train_loss=0.010175 val_loss=0.019463 best=0.019463 es=0/10
[2026-06-12 21:41:48] Epoch 1 | architecture=[111, 111, 111, 111, 111] train_loss=0.004785 val_loss=0.026960 best=0.026960 es=0/10
[2026-06-12 21:41:49] Epoch 1 | architecture=[111, 111, 111, 111, 111] train_loss=0.006566 val_loss=0.014678 best=0.014678 es=0/10
[2026-06-12 21:41:49] Epoch 1 | architecture=[111, 111, 111, 111, 111] train_loss=0.002908 val_loss=0.004347 best=0.004347 es=0/10
[2026-06-12 21:41:49] Epoch 1 | architecture=[111, 111, 111, 111, 111] train_loss=0.001990 val_loss=0.001866 best=0.001866 es=0/10
[2026-06-12 21:41:49] Epoch 1 | architecture=[111, 111, 111, 111, 111] train_loss=0.002970 val_loss=0.002755 best=0.002755 es=0/10
[2026-06-12 21:41:50] Epoch 1 | architecture=[111, 111, 111, 111, 111] train_loss=0.002560 val_loss=0.001593 best=0.001593 es=0/10
[2026-06-12 21:41:50] Epoch 1 | architecture=[111, 111, 111, 111, 111] train_loss=0.001516 val_loss=0.001668 best=0.001668 es=0/10
[2026-06-12 21:41:50] Epoch 1 | architecture=[111, 111, 111, 111, 111] train_loss=0.001834 val_loss=0.002571 best=0.002571 es=0/10
[2026-06-12 21:41:50] Epoch 1 | architecture=[111, 111, 111, 111, 111] train_loss=0.002135 val_loss=0.002301 best=0.002301 es=0/10
[2026-06-12 21:41:50] Epoch 1 | architecture=[111, 111, 111, 111, 111] train_loss=0.001412 val_loss=0.000812 best=0.000812 es=0/10
[2026-06-12 21:41:51] Epoch 1 | architecture=[111, 111, 111, 111, 111] train_loss=0.001171 val_loss=0.000386 best=0.000386 es=0/10
[2026-06-12 21:41:51] Epoch 1 | architecture=[111, 111, 111, 111, 111] train_loss=0.000956 val_loss=0.000572 best=0.000572 es=0/10
[2026-06-12 21:41:51] Epoch 1 | architecture=[111, 111, 111, 111, 111] train_loss=0.000949 val_loss=0.000565 best=0.000565 es=0/10
[2026-06-12 21:41:51] Epoch 1 | architecture=[111, 111, 111, 111, 111] train_loss=0.000773 val_loss=0.000311 best=0.000311 es=0/10
[2026-06-12 21:41:51] Epoch 1 | architecture=[111, 111, 111, 111, 111] train_loss=0.001844 val_loss=0.000372 best=0.000372 es=0/10
[2026-06-12 21:41:52] Epoch 1 | architecture=[111, 111, 111, 111, 111] train_loss=0.000621 val_loss=0.000434 best=0.000434 es=0/10
[2026-06-12 21:41:52] Epoch 1 | architecture=[111, 111, 111, 111, 111] train_loss=0.000433 val_loss=0.000262 best=0.000262 es=0/10
[2026-06-12 21:41:52] Epoch 1 | architecture=[111, 111, 111, 111, 111] train_loss=0.000441 val_loss=0.000213 best=0.000213 es=0/10
[2026-06-12 21:41:52] Epoch 1 | architecture=[111, 111, 111, 111, 111] train_loss=0.000780 val_loss=0.000368 best=0.000368 es=0/10
[2026-06-12 21:41:53] Epoch 1 | architecture=[111, 111, 111, 111, 111] train_loss=0.001010 val_loss=0.000413 best=0.000413 es=0/10
[2026-06-12 21:41:53] Epoch 1 | architecture=[111, 111, 111, 111, 111] train_loss=0.001148 val_loss=0.000470 best=0.000470 es=0/10
[2026-06-12 21:41:53] Epoch 1 | architecture=[111, 111, 111, 111, 111] train_loss=0.000593 val_loss=0.000205 best=0.000205 es=0/10
[2026-06-12 21:41:53] Epoch 1 | architecture=[111, 111, 111, 111, 111] train_loss=0.000344 val_loss=0.000253 best=0.000253 es=0/10
[2026-06-12 21:41:53] Epoch 1 | architecture=[111, 111, 111, 111, 111] train_loss=0.001617 val_loss=0.000279 best=0.000279 es=0/10
[2026-06-12 21:41:54] Epoch 1 | architecture=[111, 111, 111, 111, 111] train_loss=0.000557 val_loss=0.000210 best=0.000210 es=0/10
[2026-06-12 21:41:54] Epoch 1 | architecture=[111, 111, 111, 111, 111] train_loss=0.001263 val_loss=0.000190 best=0.000190 es=0/10
[2026-06-12 21:41:54] Epoch 1 | architecture=[111, 111, 111, 111, 111] train_loss=0.000889 val_loss=0.000196 best=0.000196 es=0/10
