timestamp,model,mode,epoch,width,depth,train_loss,val_loss,neurons,train_acc,val_acc,best_val,es_counter,improved
2025-12-19 18:02:40,mlp_cls_stl,width_only,1,1,2,2.3963713078675446,2.345752782821655,12,0.15874074074074074,0.16466666666666666,2.345752782821655,0,True
2025-12-19 18:02:49,mlp_cls_stl,width_only,2,1,2,2.2814450413032814,2.2486853154500324,12,0.16637037037037036,0.17116666666666666,2.2486853154500324,0,True
2025-12-19 18:02:59,mlp_cls_stl,width_only,3,1,2,2.1896972183651395,2.1628106644948324,12,0.16494444444444445,0.16133333333333333,2.1628106644948324,0,True
2025-12-19 18:03:09,mlp_cls_stl,width_only,4,1,2,2.113772975921631,2.0910655663808186,12,0.15633333333333332,0.14916666666666667,2.0910655663808186,0,True
2025-12-19 18:03:19,mlp_cls_stl,width_only,5,1,2,2.0474515873237893,2.0290830510457356,12,0.19975925925925925,0.2245,2.0290830510457356,0,True
2025-12-19 18:03:28,mlp_cls_stl,width_only,6,1,2,1.9941720543967354,1.9820954888661702,12,0.21557407407407408,0.228,1.9820954888661702,0,True
2025-12-19 18:03:38,mlp_cls_stl,width_only,7,1,2,1.9552769069318419,1.9460412578582764,12,0.23883333333333334,0.24,1.9460412578582764,0,True
2025-12-19 18:03:48,mlp_cls_stl,width_only,8,1,2,1.9257129139017175,1.924083265622457,12,0.24253703703703702,0.2633333333333333,1.924083265622457,0,True
2025-12-19 18:03:58,mlp_cls_stl,width_only,9,1,2,1.9018915747536553,1.897878105799357,12,0.24998148148148147,0.26116666666666666,1.897878105799357,0,True
2025-12-19 18:04:07,mlp_cls_stl,width_only,10,1,2,1.8817665657820526,1.8794462982813518,12,0.25516666666666665,0.2705,1.8794462982813518,0,True
2025-12-19 18:04:16,mlp_cls_stl,width_only,11,1,2,1.86408749905339,1.8621566686630249,12,0.2639074074074074,0.2565,1.8621566686630249,0,True
2025-12-19 18:04:24,mlp_cls_stl,width_only,12,1,2,1.8482907111203228,1.853570558865865,12,0.2761296296296296,0.2991666666666667,1.853570558865865,0,True
2025-12-19 18:04:35,mlp_cls_stl,width_only,13,1,2,1.836319848978961,1.8379757566452026,12,0.286962962962963,0.29283333333333333,1.8379757566452026,0,True
2025-12-19 18:04:44,mlp_cls_stl,width_only,14,1,2,1.8244182361673427,1.8240617243448893,12,0.2911666666666667,0.2885,1.8240617243448893,0,True
2025-12-19 18:04:53,mlp_cls_stl,width_only,15,1,2,1.8136736479158755,1.817361499150594,12,0.2952222222222222,0.3001666666666667,1.817361499150594,0,True
2025-12-19 18:05:02,mlp_cls_stl,width_only,16,1,2,1.8050732964762934,1.8090459264119467,12,0.2984074074074074,0.30133333333333334,1.8090459264119467,0,True
2025-12-19 18:05:11,mlp_cls_stl,width_only,17,1,2,1.7952710075025204,1.8000468947092692,12,0.30333333333333334,0.306,1.8000468947092692,0,True
2025-12-19 18:05:19,mlp_cls_stl,width_only,18,1,2,1.7868634835702402,1.7901315224965413,12,0.3076851851851852,0.30916666666666665,1.7901315224965413,0,True
2025-12-19 18:05:28,mlp_cls_stl,width_only,19,1,2,1.7804663535930492,1.784530961672465,12,0.3093148148148148,0.30483333333333335,1.784530961672465,0,True
2025-12-19 18:05:36,mlp_cls_stl,width_only,20,1,2,1.773647298389011,1.7761059684753417,12,0.31162962962962965,0.31183333333333335,1.7761059684753417,0,True
2025-12-19 18:05:45,mlp_cls_stl,width_only,21,1,2,1.7660909749843456,1.7697926403681437,12,0.31625925925925924,0.31483333333333335,1.7697926403681437,0,True
2025-12-19 18:05:54,mlp_cls_stl,width_only,22,1,2,1.7591742157406278,1.7624229040145873,12,0.31905555555555554,0.31966666666666665,1.7624229040145873,0,True
