timestamp,model,mode,epoch,width,depth,train_loss,val_loss,task,phase,candidate_dir,neurons,best_val,best_epoch,es_counter,improved,train_acc,val_acc,throughput,knn_acc,cluster_nmi
2026-05-31 03:29:54,representation_ae_width_only,ae_width_only,1,45,8,0.17737452431871104,0.19919678355149256,representation,ae_width_only,cand_313_d8_w45,364,0.19919678355149256,1,0,True,0.931793636109378,0.9252680676752552,,0.9497943236777336,0.235236567903066
2026-05-31 03:30:02,representation_ae_width_only,ae_width_only,2,45,8,0.13430595093065453,0.15122588908415247,representation,ae_width_only,cand_313_d8_w45,364,0.15122588908415247,2,0,True,0.9464340268066522,0.9411541970017728,,,
2026-05-31 03:30:11,representation_ae_width_only,ae_width_only,3,45,8,0.1277927841371894,0.14091091540244025,representation,ae_width_only,cand_313_d8_w45,364,0.14091091540244025,3,0,True,0.9490587551902928,0.9438563880139756,,,
2026-05-31 03:30:19,representation_ae_width_only,ae_width_only,4,45,8,0.12457581277959859,0.13709252047987272,representation,ae_width_only,cand_313_d8_w45,364,0.13709252047987272,4,0,True,0.950263548546718,0.9459733911636633,,,
2026-05-31 03:30:57,representation_ae_width_only,ae_width_only,5,45,8,0.12264732661345686,0.13586207826280838,representation,ae_width_only,cand_313_d8_w45,364,0.13586207826280838,5,0,True,0.9510251500613154,0.9471093440732518,,0.9503795115402489,0.25067810090054365
2026-05-31 03:31:06,representation_ae_width_only,ae_width_only,6,45,8,0.12390790569860737,0.13549984382921582,representation,ae_width_only,cand_313_d8_w45,364,0.13549984382921582,6,0,True,0.9504141477162712,0.9476256863048829,,,
2026-05-31 03:31:15,representation_ae_width_only,ae_width_only,7,45,8,0.12237914645929082,0.13882275763006252,representation,ae_width_only,cand_313_d8_w45,364,0.13549984382921582,6,1,False,0.9508702480583464,0.9456635858246846,,,
2026-05-31 03:31:23,representation_ae_width_only,ae_width_only,8,45,8,0.12102630369456423,0.13641929147045545,representation,ae_width_only,cand_313_d8_w45,364,0.13549984382921582,6,2,False,0.9514554334028958,0.9462143508717578,,,
2026-05-31 03:31:30,representation_ae_width_only,ae_width_only,9,45,8,0.12029494060943706,0.1356188896471218,representation,ae_width_only,cand_313_d8_w45,364,0.13549984382921582,6,3,False,0.9521374324993008,0.9463864649489682,,,
2026-05-31 03:32:02,representation_ae_width_only,ae_width_only,10,45,8,0.12295093072527379,0.1367578060278677,representation,ae_width_only,cand_313_d8_w45,364,0.13549984382921582,6,4,False,0.9508229168907726,0.9471437668886938,,0.9509991222182063,0.22811227469504966
2026-05-31 03:32:13,representation_ae_width_only,ae_width_only,11,45,8,0.12234471488505745,0.13500296921258628,representation,ae_width_only,cand_313_d8_w45,364,0.13500296921258628,11,0,True,0.9510294528947312,0.9475224178585566,,,
2026-05-31 03:32:24,representation_ae_width_only,ae_width_only,12,45,8,0.12049958104848098,0.132939996231257,representation,ae_width_only,cand_313_d8_w45,364,0.132939996231257,12,0,True,0.9516813321572255,0.9483485654291665,,,
2026-05-31 03:32:33,representation_ae_width_only,ae_width_only,13,45,8,0.12062270924660874,0.13526478353754112,representation,ae_width_only,cand_313_d8_w45,364,0.132939996231257,12,1,False,0.9517609345754179,0.947195401111857,,,
2026-05-31 03:32:40,representation_ae_width_only,ae_width_only,14,45,8,0.12074075271631846,0.13675512415662375,representation,ae_width_only,cand_313_d8_w45,364,0.132939996231257,12,2,False,0.9517738430756654,0.9459045455327791,,,
2026-05-31 03:33:37,representation_ae_width_only,ae_width_only,15,45,8,0.1223951952996423,0.13541498131407195,representation,ae_width_only,cand_313_d8_w45,364,0.132939996231257,12,3,False,0.9512553516490609,0.9472986695581832,,0.9511712362954166,0.23033278693761752
2026-05-31 03:33:50,representation_ae_width_only,ae_width_only,16,45,8,0.12104787988972637,0.1323473856076979,representation,ae_width_only,cand_313_d8_w45,364,0.1323473856076979,16,0,True,0.9515027645704697,0.9487960620299134,,,
2026-05-31 03:34:03,representation_ae_width_only,ae_width_only,17,45,8,0.12190632151848493,0.13723284224015653,representation,ae_width_only,cand_313_d8_w45,364,0.1323473856076979,16,1,False,0.9511735978141607,0.9457324314555687,,,
2026-05-31 03:34:16,representation_ae_width_only,ae_width_only,18,45,8,0.1208663534761996,0.13470399555591678,representation,ae_width_only,cand_313_d8_w45,364,0.1323473856076979,16,2,False,0.951825477076655,0.9477978003820933,,,
2026-05-31 03:34:29,representation_ae_width_only,ae_width_only,19,45,8,0.1234010054286849,0.14132909050837386,representation,ae_width_only,cand_313_d8_w45,364,0.1323473856076979,16,3,False,0.950573352552656,0.9450267637390062,,,
2026-05-31 03:35:10,representation_ae_width_only,ae_width_only,20,45,8,0.12260113357779506,0.14102325025628584,representation,ae_width_only,cand_313_d8_w45,364,0.1323473856076979,16,4,False,0.9508186140573568,0.9442694617992806,,0.951360561780348,0.23070435230061487
2026-05-31 03:35:19,representation_ae_width_only,ae_width_only,21,45,8,0.12281420202576963,0.1365738048190572,representation,ae_width_only,cand_313_d8_w45,364,0.1323473856076979,16,5,False,0.9505604440524085,0.946730693103389,,,
2026-05-31 03:35:28,representation_ae_width_only,ae_width_only,22,45,8,0.12158216386568613,0.13971204403048898,representation,ae_width_only,cand_313_d8_w45,364,0.1323473856076979,16,6,False,0.9513693767345798,0.9451128207776114,,,
2026-05-31 03:35:39,representation_ae_width_only,ae_width_only,23,45,8,0.1193707794418449,0.1332867241770989,representation,ae_width_only,cand_313_d8_w45,364,0.1323473856076979,16,7,False,0.9523482713366752,0.947660109120325,,,
2026-05-31 03:35:50,representation_ae_width_only,ae_width_only,24,45,8,0.12196869899125008,0.13612466328692016,representation,ae_width_only,cand_313_d8_w45,364,0.1323473856076979,16,8,False,0.9512768658161399,0.9466618474725048,,,
2026-05-31 03:36:26,representation_ae_width_only,ae_width_only,25,45,8,0.12140417967011459,0.14274637805967452,representation,ae_width_only,cand_313_d8_w45,364,0.1323473856076979,16,9,False,0.9512553516490609,0.9438563880139756,,0.9511196020722535,0.2294902544052003
2026-05-31 03:36:36,representation_ae_width_only,ae_width_only,26,45,8,0.12594492755297634,0.13520469946577385,representation,ae_width_only,cand_313_d8_w45,364,0.1323473856076979,16,10,False,0.9496310320345948,0.9473847265967884,,,
