[2026-05-16 15:00:32] Initialized ContinuousLogger for representation_ae_width_to_depth (Mode: ae_width_to_depth)
[2026-05-16 15:00:32] Logs: DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_412_d2_w414/training_log.txt
[2026-05-16 15:00:32] CSV: DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_412_d2_w414/training_stats.csv
[2026-05-16 15:00:41] [representation][ae_width_to_depth][cand_412_d2_w414] epoch=1 train_loss=0.005451 val_loss=0.001211 best=0.001211 es=0/5
[2026-05-16 15:00:50] [representation][ae_width_to_depth][cand_412_d2_w414] epoch=2 train_loss=0.005364 val_loss=0.001106 best=0.001106 es=0/5
[2026-05-16 15:00:59] [representation][ae_width_to_depth][cand_412_d2_w414] epoch=3 train_loss=0.004703 val_loss=0.004655 best=0.001106 es=1/5
[2026-05-16 15:01:09] [representation][ae_width_to_depth][cand_412_d2_w414] epoch=4 train_loss=0.005341 val_loss=0.001478 best=0.001106 es=2/5
[2026-05-16 15:01:17] [representation][ae_width_to_depth][cand_412_d2_w414] epoch=5 train_loss=0.004651 val_loss=0.001108 best=0.001106 es=3/5
[2026-05-16 15:01:24] [representation][ae_width_to_depth][cand_412_d2_w414] epoch=6 train_loss=0.004039 val_loss=0.001377 best=0.001106 es=4/5
[2026-05-16 15:01:30] [representation][ae_width_to_depth][cand_412_d2_w414] epoch=7 train_loss=0.003822 val_loss=0.000954 best=0.000954 es=0/5
[2026-05-16 15:01:35] [representation][ae_width_to_depth][cand_412_d2_w414] epoch=8 train_loss=0.004342 val_loss=0.001950 best=0.000954 es=1/5
[2026-05-16 15:01:38] [representation][ae_width_to_depth][cand_412_d2_w414] epoch=9 train_loss=0.004109 val_loss=0.003024 best=0.000954 es=2/5
[2026-05-16 15:01:40] [representation][ae_width_to_depth][cand_412_d2_w414] epoch=10 train_loss=0.003690 val_loss=0.001043 best=0.000954 es=3/5
[2026-05-16 15:01:42] [representation][ae_width_to_depth][cand_412_d2_w414] epoch=11 train_loss=0.003213 val_loss=0.001011 best=0.000954 es=4/5
[2026-05-16 15:01:47] [representation][ae_width_to_depth][cand_412_d2_w414] epoch=12 train_loss=0.003112 val_loss=0.000771 best=0.000771 es=0/5
[2026-05-16 15:01:52] [representation][ae_width_to_depth][cand_412_d2_w414] epoch=13 train_loss=0.002892 val_loss=0.001083 best=0.000771 es=1/5
[2026-05-16 15:01:57] [representation][ae_width_to_depth][cand_412_d2_w414] epoch=14 train_loss=0.002338 val_loss=0.000929 best=0.000771 es=2/5
[2026-05-16 15:02:02] [representation][ae_width_to_depth][cand_412_d2_w414] epoch=15 train_loss=0.003129 val_loss=0.001563 best=0.000771 es=3/5
[2026-05-16 15:02:07] [representation][ae_width_to_depth][cand_412_d2_w414] epoch=16 train_loss=0.003015 val_loss=0.002218 best=0.000771 es=4/5
[2026-05-16 15:02:12] [representation][ae_width_to_depth][cand_412_d2_w414] epoch=17 train_loss=0.002807 val_loss=0.002063 best=0.000771 es=5/5
