task,repeat,row_type,phase,architecture,parameter_count,best_val,best_epoch,final_epoch,test_loss,test_acc
simulation,1,ablation_stl,stl_ablation_r01_d06_w0042_42_42_42_42_42_42,"[42, 42, 42, 42, 42, 42]",9955,0.019446883350610733,104,114,0.0465254932641983,
simulation,2,ablation_stl,stl_ablation_r02_d06_w0042_42_42_42_42_42_42,"[42, 42, 42, 42, 42, 42]",9955,0.013342724181711674,104,114,0.04173169657588005,
simulation,3,ablation_stl,stl_ablation_r03_d06_w0042_42_42_42_42_42_42,"[42, 42, 42, 42, 42, 42]",9955,0.017866648733615875,103,113,0.20694886147975922,
simulation,4,ablation_stl,stl_ablation_r04_d06_w0042_42_42_42_42_42_42,"[42, 42, 42, 42, 42, 42]",9955,0.02394370175898075,80,90,0.06843402236700058,
simulation,5,ablation_stl,stl_ablation_r05_d06_w0042_42_42_42_42_42_42,"[42, 42, 42, 42, 42, 42]",9955,0.023421991616487503,85,95,0.05369626730680466,
