[2026-06-12 21:18:30] Initialized ContinuousLogger for MLPS.tabular.shared.dae_dnn.adp_search (Mode: width_to_depth)
[2026-06-12 21:18:30] Logs: MLPS/tabular/shared/dae_dnn/results/adp/w2d/repeat4_plus_sim_pred5_v1/repeat_02/simulation/cand_327_d4_w96/training_log.txt
[2026-06-12 21:18:30] CSV: MLPS/tabular/shared/dae_dnn/results/adp/w2d/repeat4_plus_sim_pred5_v1/repeat_02/simulation/cand_327_d4_w96/training_stats.csv
[2026-06-12 21:18:31] Epoch 1 | architecture=[96, 96, 96, 40] train_loss=0.011142 val_loss=0.002754 best=0.002754 es=0/10
[2026-06-12 21:18:31] Epoch 1 | architecture=[96, 96, 96, 40] train_loss=0.002172 val_loss=0.004336 best=0.004336 es=0/10
[2026-06-12 21:18:31] Epoch 1 | architecture=[96, 96, 96, 40] train_loss=0.010421 val_loss=0.006606 best=0.006606 es=0/10
[2026-06-12 21:18:31] Epoch 1 | architecture=[96, 96, 96, 40] train_loss=0.004274 val_loss=0.000784 best=0.000784 es=0/10
[2026-06-12 21:18:31] Epoch 1 | architecture=[96, 96, 96, 40] train_loss=0.002723 val_loss=0.004290 best=0.004290 es=0/10
[2026-06-12 21:18:32] Epoch 1 | architecture=[96, 96, 96, 40] train_loss=0.003718 val_loss=0.006408 best=0.006408 es=0/10
[2026-06-12 21:18:32] Epoch 1 | architecture=[96, 96, 96, 40] train_loss=0.002797 val_loss=0.004001 best=0.004001 es=0/10
[2026-06-12 21:18:32] Epoch 1 | architecture=[96, 96, 96, 40] train_loss=0.001897 val_loss=0.000994 best=0.000994 es=0/10
[2026-06-12 21:18:32] Epoch 1 | architecture=[96, 96, 96, 40] train_loss=0.001840 val_loss=0.001472 best=0.001472 es=0/10
[2026-06-12 21:18:33] Epoch 1 | architecture=[96, 96, 96, 40] train_loss=0.002253 val_loss=0.001131 best=0.001131 es=0/10
[2026-06-12 21:18:33] Epoch 1 | architecture=[96, 96, 96, 40] train_loss=0.002042 val_loss=0.000673 best=0.000673 es=0/10
[2026-06-12 21:18:33] Epoch 1 | architecture=[96, 96, 96, 40] train_loss=0.001044 val_loss=0.001530 best=0.001530 es=0/10
[2026-06-12 21:18:33] Epoch 1 | architecture=[96, 96, 96, 40] train_loss=0.001472 val_loss=0.002116 best=0.002116 es=0/10
[2026-06-12 21:18:33] Epoch 1 | architecture=[96, 96, 96, 40] train_loss=0.002027 val_loss=0.001359 best=0.001359 es=0/10
[2026-06-12 21:18:34] Epoch 1 | architecture=[96, 96, 96, 40] train_loss=0.000767 val_loss=0.000718 best=0.000718 es=0/10
[2026-06-12 21:18:34] Epoch 1 | architecture=[96, 96, 96, 40] train_loss=0.001053 val_loss=0.000706 best=0.000706 es=0/10
[2026-06-12 21:18:34] Epoch 1 | architecture=[96, 96, 96, 40] train_loss=0.001360 val_loss=0.000551 best=0.000551 es=0/10
[2026-06-12 21:18:34] Epoch 1 | architecture=[96, 96, 96, 40] train_loss=0.003393 val_loss=0.000541 best=0.000541 es=0/10
[2026-06-12 21:18:34] Epoch 1 | architecture=[96, 96, 96, 40] train_loss=0.001057 val_loss=0.000915 best=0.000915 es=0/10
[2026-06-12 21:18:35] Epoch 1 | architecture=[96, 96, 96, 40] train_loss=0.000742 val_loss=0.000885 best=0.000885 es=0/10
[2026-06-12 21:18:35] Epoch 1 | architecture=[96, 96, 96, 40] train_loss=0.000926 val_loss=0.000514 best=0.000514 es=0/10
[2026-06-12 21:18:35] Epoch 1 | architecture=[96, 96, 96, 40] train_loss=0.002156 val_loss=0.000536 best=0.000536 es=0/10
[2026-06-12 21:18:35] Epoch 1 | architecture=[96, 96, 96, 40] train_loss=0.000777 val_loss=0.000579 best=0.000579 es=0/10
[2026-06-12 21:18:35] Epoch 1 | architecture=[96, 96, 96, 40] train_loss=0.000872 val_loss=0.000664 best=0.000664 es=0/10
[2026-06-12 21:18:36] Epoch 1 | architecture=[96, 96, 96, 40] train_loss=0.002972 val_loss=0.000746 best=0.000746 es=0/10
[2026-06-12 21:18:36] Epoch 1 | architecture=[96, 96, 96, 40] train_loss=0.000874 val_loss=0.000442 best=0.000442 es=0/10
[2026-06-12 21:18:36] Epoch 1 | architecture=[96, 96, 96, 40] train_loss=0.000832 val_loss=0.000438 best=0.000438 es=0/10
[2026-06-12 21:18:36] Epoch 1 | architecture=[96, 96, 96, 40] train_loss=0.001096 val_loss=0.000626 best=0.000626 es=0/10
[2026-06-12 21:18:36] Epoch 1 | architecture=[96, 96, 96, 40] train_loss=0.000513 val_loss=0.000630 best=0.000630 es=0/10
[2026-06-12 21:18:37] Epoch 1 | architecture=[96, 96, 96, 40] train_loss=0.000947 val_loss=0.000429 best=0.000429 es=0/10
[2026-06-12 21:18:37] Epoch 1 | architecture=[96, 96, 96, 40] train_loss=0.000828 val_loss=0.000397 best=0.000397 es=0/10
[2026-06-12 21:18:37] Epoch 1 | architecture=[96, 96, 96, 40] train_loss=0.000712 val_loss=0.000685 best=0.000685 es=0/10
[2026-06-12 21:18:37] Epoch 1 | architecture=[96, 96, 96, 40] train_loss=0.000742 val_loss=0.000484 best=0.000484 es=0/10
[2026-06-12 21:18:38] Epoch 1 | architecture=[96, 96, 96, 40] train_loss=0.000998 val_loss=0.000658 best=0.000658 es=0/10
[2026-06-12 21:18:38] Epoch 1 | architecture=[96, 96, 96, 40] train_loss=0.000515 val_loss=0.000459 best=0.000459 es=0/10
[2026-06-12 21:18:38] Epoch 1 | architecture=[96, 96, 96, 40] train_loss=0.000734 val_loss=0.000568 best=0.000568 es=0/10
