[2026-05-20 11:21:31] Initialized ContinuousLogger for autoencoding_ae_width_to_depth (Mode: ae_width_to_depth)
[2026-05-20 11:21:31] Logs: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/autoencoding/ae_width_to_depth/cand_004_d1_w5/training_log.txt
[2026-05-20 11:21:31] CSV: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/autoencoding/ae_width_to_depth/cand_004_d1_w5/training_stats.csv
[2026-05-20 11:21:31] [CANDIDATE] task=autoencoding phase=ae_width_to_depth index=4 search_phase=width architecture=[5]
[2026-05-20 11:21:33] [autoencoding][ae_width_to_depth][cand_004_d1_w5] epoch=1 architecture=[5] train_loss=0.828144 val_loss=0.825081 best=0.819979 es=0/5
[2026-05-20 11:21:35] [autoencoding][ae_width_to_depth][cand_004_d1_w5] epoch=2 architecture=[5] train_loss=0.817727 val_loss=0.821779 best=0.819979 es=0/5
[2026-05-20 11:21:38] [autoencoding][ae_width_to_depth][cand_004_d1_w5] epoch=3 architecture=[5] train_loss=0.812781 val_loss=0.818687 best=0.818687 es=0/5
[2026-05-20 11:21:40] [autoencoding][ae_width_to_depth][cand_004_d1_w5] epoch=4 architecture=[5] train_loss=0.809794 val_loss=0.816226 best=0.816226 es=0/5
[2026-05-20 11:21:42] [autoencoding][ae_width_to_depth][cand_004_d1_w5] epoch=5 architecture=[5] train_loss=0.807440 val_loss=0.814160 best=0.814160 es=0/5
[2026-05-20 11:21:45] [autoencoding][ae_width_to_depth][cand_004_d1_w5] epoch=6 architecture=[5] train_loss=0.805558 val_loss=0.812563 best=0.812563 es=0/5
[2026-05-20 11:21:47] [autoencoding][ae_width_to_depth][cand_004_d1_w5] epoch=7 architecture=[5] train_loss=0.804040 val_loss=0.811257 best=0.811257 es=0/5
[2026-05-20 11:21:49] [autoencoding][ae_width_to_depth][cand_004_d1_w5] epoch=8 architecture=[5] train_loss=0.802762 val_loss=0.810153 best=0.810153 es=0/5
[2026-05-20 11:21:52] [autoencoding][ae_width_to_depth][cand_004_d1_w5] epoch=9 architecture=[5] train_loss=0.801656 val_loss=0.809165 best=0.809165 es=0/5
[2026-05-20 11:21:54] [autoencoding][ae_width_to_depth][cand_004_d1_w5] epoch=10 architecture=[5] train_loss=0.800654 val_loss=0.808268 best=0.808268 es=0/5
