[2026-05-16 11:09:58] Initialized ContinuousLogger for representation_ae_width_to_depth (Mode: ae_width_to_depth)
[2026-05-16 11:09:58] Logs: DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_018_d2_w20/training_log.txt
[2026-05-16 11:09:58] CSV: DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_018_d2_w20/training_stats.csv
[2026-05-16 11:10:01] [representation][ae_width_to_depth][cand_018_d2_w20] epoch=1 train_loss=0.532364 val_loss=0.510035 best=0.510035 es=0/5
[2026-05-16 11:10:03] [representation][ae_width_to_depth][cand_018_d2_w20] epoch=2 train_loss=0.502874 val_loss=0.500394 best=0.500394 es=0/5
[2026-05-16 11:10:06] [representation][ae_width_to_depth][cand_018_d2_w20] epoch=3 train_loss=0.497029 val_loss=0.496493 best=0.496493 es=0/5
[2026-05-16 11:10:09] [representation][ae_width_to_depth][cand_018_d2_w20] epoch=4 train_loss=0.493748 val_loss=0.493853 best=0.493853 es=0/5
[2026-05-16 11:10:11] [representation][ae_width_to_depth][cand_018_d2_w20] epoch=5 train_loss=0.491255 val_loss=0.491514 best=0.491514 es=0/5
[2026-05-16 11:10:14] [representation][ae_width_to_depth][cand_018_d2_w20] epoch=6 train_loss=0.489106 val_loss=0.489529 best=0.489529 es=0/5
[2026-05-16 11:10:16] [representation][ae_width_to_depth][cand_018_d2_w20] epoch=7 train_loss=0.487129 val_loss=0.487622 best=0.487622 es=0/5
[2026-05-16 11:10:19] [representation][ae_width_to_depth][cand_018_d2_w20] epoch=8 train_loss=0.485344 val_loss=0.485870 best=0.485870 es=0/5
[2026-05-16 11:10:21] [representation][ae_width_to_depth][cand_018_d2_w20] epoch=9 train_loss=0.483671 val_loss=0.484360 best=0.484360 es=0/5
[2026-05-16 11:10:24] [representation][ae_width_to_depth][cand_018_d2_w20] epoch=10 train_loss=0.482461 val_loss=0.483164 best=0.483164 es=0/5
[2026-05-16 11:10:27] [representation][ae_width_to_depth][cand_018_d2_w20] epoch=11 train_loss=0.481377 val_loss=0.482149 best=0.482149 es=0/5
