[2026-05-18 01:54:10] Initialized ContinuousLogger for representation_ae_alt_width (Mode: ae_alt_width)
[2026-05-18 01:54:10] Logs: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/representation/ae_alt_width/cand_077_d1_w78/training_log.txt
[2026-05-18 01:54:10] CSV: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/representation/ae_alt_width/cand_077_d1_w78/training_stats.csv
[2026-05-18 01:54:10] [CANDIDATE] task=representation phase=ae_alt_width index=77 search_phase=width architecture=[78]
[2026-05-18 01:54:15] [representation][ae_alt_width][cand_077_d1_w78] epoch=1 architecture=[78] train_loss=0.389157 val_loss=0.387627 best=0.384452 es=0/5
[2026-05-18 01:54:17] [representation][ae_alt_width][cand_077_d1_w78] epoch=2 architecture=[78] train_loss=0.383381 val_loss=0.386229 best=0.384452 es=0/5
[2026-05-18 01:54:20] [representation][ae_alt_width][cand_077_d1_w78] epoch=3 architecture=[78] train_loss=0.382154 val_loss=0.385696 best=0.384452 es=0/5
[2026-05-18 01:54:22] [representation][ae_alt_width][cand_077_d1_w78] epoch=4 architecture=[78] train_loss=0.381667 val_loss=0.384979 best=0.384452 es=0/5
[2026-05-18 01:54:27] [representation][ae_alt_width][cand_077_d1_w78] epoch=5 architecture=[78] train_loss=0.381807 val_loss=0.385572 best=0.384452 es=1/5
[2026-05-18 01:54:30] [representation][ae_alt_width][cand_077_d1_w78] epoch=6 architecture=[78] train_loss=0.381427 val_loss=0.384668 best=0.384452 es=0/5
[2026-05-18 01:54:32] [representation][ae_alt_width][cand_077_d1_w78] epoch=7 architecture=[78] train_loss=0.381330 val_loss=0.384347 best=0.384347 es=0/5
[2026-05-18 01:54:34] [representation][ae_alt_width][cand_077_d1_w78] epoch=8 architecture=[78] train_loss=0.382502 val_loss=0.387854 best=0.384347 es=1/5
[2026-05-18 01:54:36] [representation][ae_alt_width][cand_077_d1_w78] epoch=9 architecture=[78] train_loss=0.382001 val_loss=0.383247 best=0.383247 es=0/5
[2026-05-18 01:54:41] [representation][ae_alt_width][cand_077_d1_w78] epoch=10 architecture=[78] train_loss=0.381082 val_loss=0.387435 best=0.383247 es=1/5
[2026-05-18 01:54:43] [representation][ae_alt_width][cand_077_d1_w78] epoch=11 architecture=[78] train_loss=0.381522 val_loss=0.383962 best=0.383247 es=2/5
[2026-05-18 01:54:46] [representation][ae_alt_width][cand_077_d1_w78] epoch=12 architecture=[78] train_loss=0.381854 val_loss=0.383825 best=0.383247 es=3/5
[2026-05-18 01:54:48] [representation][ae_alt_width][cand_077_d1_w78] epoch=13 architecture=[78] train_loss=0.381041 val_loss=0.383814 best=0.383247 es=4/5
[2026-05-18 01:54:51] [representation][ae_alt_width][cand_077_d1_w78] epoch=14 architecture=[78] train_loss=0.381323 val_loss=0.383554 best=0.383247 es=5/5
