[2026-05-20 08:36:22] Initialized ContinuousLogger for autoencoding_ae_alt_width (Mode: ae_alt_width)
[2026-05-20 08:36:22] Logs: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/autoencoding/ae_alt_width/cand_012_d1_w13/training_log.txt
[2026-05-20 08:36:22] CSV: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/autoencoding/ae_alt_width/cand_012_d1_w13/training_stats.csv
[2026-05-20 08:36:22] [CANDIDATE] task=autoencoding phase=ae_alt_width index=12 search_phase=width architecture=[13]
[2026-05-20 08:36:24] [autoencoding][ae_alt_width][cand_012_d1_w13] epoch=1 architecture=[13] train_loss=0.630092 val_loss=0.634611 best=0.634557 es=0/5
[2026-05-20 08:36:26] [autoencoding][ae_alt_width][cand_012_d1_w13] epoch=2 architecture=[13] train_loss=0.625981 val_loss=0.631929 best=0.631929 es=0/5
[2026-05-20 08:36:28] [autoencoding][ae_alt_width][cand_012_d1_w13] epoch=3 architecture=[13] train_loss=0.623389 val_loss=0.629756 best=0.629756 es=0/5
[2026-05-20 08:36:30] [autoencoding][ae_alt_width][cand_012_d1_w13] epoch=4 architecture=[13] train_loss=0.621390 val_loss=0.627943 best=0.627943 es=0/5
[2026-05-20 08:36:32] [autoencoding][ae_alt_width][cand_012_d1_w13] epoch=5 architecture=[13] train_loss=0.619639 val_loss=0.626305 best=0.626305 es=0/5
[2026-05-20 08:36:35] [autoencoding][ae_alt_width][cand_012_d1_w13] epoch=6 architecture=[13] train_loss=0.618009 val_loss=0.624759 best=0.624759 es=0/5
[2026-05-20 08:36:37] [autoencoding][ae_alt_width][cand_012_d1_w13] epoch=7 architecture=[13] train_loss=0.616538 val_loss=0.623338 best=0.623338 es=0/5
[2026-05-20 08:36:39] [autoencoding][ae_alt_width][cand_012_d1_w13] epoch=8 architecture=[13] train_loss=0.615140 val_loss=0.622081 best=0.622081 es=0/5
[2026-05-20 08:36:41] [autoencoding][ae_alt_width][cand_012_d1_w13] epoch=9 architecture=[13] train_loss=0.613904 val_loss=0.620969 best=0.620969 es=0/5
[2026-05-20 08:36:43] [autoencoding][ae_alt_width][cand_012_d1_w13] epoch=10 architecture=[13] train_loss=0.612859 val_loss=0.620061 best=0.620061 es=0/5
[2026-05-20 08:36:45] [autoencoding][ae_alt_width][cand_012_d1_w13] epoch=11 architecture=[13] train_loss=0.611970 val_loss=0.619258 best=0.619258 es=0/5
[2026-05-20 08:36:47] [autoencoding][ae_alt_width][cand_012_d1_w13] epoch=12 architecture=[13] train_loss=0.611220 val_loss=0.618610 best=0.618610 es=0/5
[2026-05-20 08:36:49] [autoencoding][ae_alt_width][cand_012_d1_w13] epoch=13 architecture=[13] train_loss=0.610579 val_loss=0.618058 best=0.618058 es=0/5
[2026-05-20 08:36:51] [autoencoding][ae_alt_width][cand_012_d1_w13] epoch=14 architecture=[13] train_loss=0.610104 val_loss=0.617652 best=0.617652 es=0/5
[2026-05-20 08:36:53] [autoencoding][ae_alt_width][cand_012_d1_w13] epoch=15 architecture=[13] train_loss=0.609715 val_loss=0.617267 best=0.617267 es=0/5
[2026-05-20 08:36:55] [autoencoding][ae_alt_width][cand_012_d1_w13] epoch=16 architecture=[13] train_loss=0.609389 val_loss=0.616993 best=0.616993 es=0/5
[2026-05-20 08:36:57] [autoencoding][ae_alt_width][cand_012_d1_w13] epoch=17 architecture=[13] train_loss=0.609148 val_loss=0.616745 best=0.616745 es=0/5
