[2026-06-13 21:38:10] Initialized ContinuousLogger for MLPS.tabular.shared.dae_dnn.adp_search (Mode: width_to_depth)
[2026-06-13 21:38:10] Logs: MLPS/tabular/shared/dae_dnn/results/adp/w2d/denoising_plus_sim5_v1/repeat_05/simulation/cand_739_d6_w124/training_log.txt
[2026-06-13 21:38:10] CSV: MLPS/tabular/shared/dae_dnn/results/adp/w2d/denoising_plus_sim5_v1/repeat_05/simulation/cand_739_d6_w124/training_stats.csv
[2026-06-13 21:38:11] Epoch 1 | architecture=[124, 124, 123, 123, 123, 123] train_loss=0.005757 val_loss=0.001522 best=0.001522 es=0/10
[2026-06-13 21:38:11] Epoch 1 | architecture=[124, 124, 123, 123, 123, 123] train_loss=0.005240 val_loss=0.002401 best=0.002401 es=0/10
[2026-06-13 21:38:11] Epoch 1 | architecture=[124, 124, 123, 123, 123, 123] train_loss=0.003561 val_loss=0.001097 best=0.001097 es=0/10
[2026-06-13 21:38:11] Epoch 1 | architecture=[124, 124, 123, 123, 123, 123] train_loss=0.000911 val_loss=0.001705 best=0.001705 es=0/10
[2026-06-13 21:38:11] Epoch 1 | architecture=[124, 124, 123, 123, 123, 123] train_loss=0.002475 val_loss=0.002086 best=0.002086 es=0/10
[2026-06-13 21:38:12] Epoch 1 | architecture=[124, 124, 123, 123, 123, 123] train_loss=0.002713 val_loss=0.001581 best=0.001581 es=0/10
[2026-06-13 21:38:12] Epoch 1 | architecture=[124, 124, 123, 123, 123, 123] train_loss=0.002558 val_loss=0.000247 best=0.000247 es=0/10
[2026-06-13 21:38:12] Epoch 1 | architecture=[124, 124, 123, 123, 123, 123] train_loss=0.001637 val_loss=0.000778 best=0.000778 es=0/10
[2026-06-13 21:38:12] Epoch 1 | architecture=[124, 124, 123, 123, 123, 123] train_loss=0.002511 val_loss=0.000726 best=0.000726 es=0/10
[2026-06-13 21:38:12] Epoch 1 | architecture=[124, 124, 123, 123, 123, 123] train_loss=0.001040 val_loss=0.000598 best=0.000598 es=0/10
[2026-06-13 21:38:13] Epoch 1 | architecture=[124, 124, 123, 123, 123, 123] train_loss=0.001357 val_loss=0.000712 best=0.000712 es=0/10
[2026-06-13 21:38:13] Epoch 1 | architecture=[124, 124, 123, 123, 123, 123] train_loss=0.001400 val_loss=0.000327 best=0.000327 es=0/10
[2026-06-13 21:38:13] Epoch 1 | architecture=[124, 124, 123, 123, 123, 123] train_loss=0.000708 val_loss=0.000326 best=0.000326 es=0/10
[2026-06-13 21:38:13] Epoch 1 | architecture=[124, 124, 123, 123, 123, 123] train_loss=0.001596 val_loss=0.000322 best=0.000322 es=0/10
[2026-06-13 21:38:13] Epoch 1 | architecture=[124, 124, 123, 123, 123, 123] train_loss=0.002742 val_loss=0.000383 best=0.000383 es=0/10
[2026-06-13 21:38:13] Epoch 1 | architecture=[124, 124, 123, 123, 123, 123] train_loss=0.001179 val_loss=0.000493 best=0.000493 es=0/10
[2026-06-13 21:38:14] Epoch 1 | architecture=[124, 124, 123, 123, 123, 123] train_loss=0.001121 val_loss=0.000393 best=0.000393 es=0/10
