task,phase,phase_type,best_val,best_epoch,final_epoch,test_loss,test_acc,best_checkpoint,candidate_dir
simulation,ae_width_only,width_only,0.00042358561768196523,48,48,,,MLPS/tabular/shared/dae_dnn/results/goliath_active_suite_width_only_gpu/simulation_d6/simulation/ae_width_only/cand_179_d6_w31/checkpoint_best.pt,cand_179_d6_w31
simulation,stl_from_ae_width_only,stl_refit,0.015299437567591667,143,153,0.06947621703147888,,MLPS/tabular/shared/dae_dnn/results/goliath_active_suite_width_only_gpu/simulation_d6/simulation/stl_from_ae_width_only/cand_000_d6_w31/checkpoint_best.pt,cand_000_d6_w31
