[2026-05-18 00:21:16] Initialized ContinuousLogger for representation_ae_alt_width (Mode: ae_alt_width)
[2026-05-18 00:21:16] Logs: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/representation/ae_alt_width/cand_005_d1_w6/training_log.txt
[2026-05-18 00:21:16] CSV: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/representation/ae_alt_width/cand_005_d1_w6/training_stats.csv
[2026-05-18 00:21:16] [CANDIDATE] task=representation phase=ae_alt_width index=5 search_phase=width architecture=[6]
[2026-05-18 00:21:19] [representation][ae_alt_width][cand_005_d1_w6] epoch=1 architecture=[6] train_loss=0.621544 val_loss=0.620106 best=0.618815 es=0/5
[2026-05-18 00:21:21] [representation][ae_alt_width][cand_005_d1_w6] epoch=2 architecture=[6] train_loss=0.620062 val_loss=0.619523 best=0.618815 es=0/5
[2026-05-18 00:21:23] [representation][ae_alt_width][cand_005_d1_w6] epoch=3 architecture=[6] train_loss=0.619308 val_loss=0.618751 best=0.618751 es=0/5
[2026-05-18 00:21:26] [representation][ae_alt_width][cand_005_d1_w6] epoch=4 architecture=[6] train_loss=0.618849 val_loss=0.618507 best=0.618507 es=0/5
[2026-05-18 00:21:29] [representation][ae_alt_width][cand_005_d1_w6] epoch=5 architecture=[6] train_loss=0.618453 val_loss=0.617924 best=0.617924 es=0/5
[2026-05-18 00:21:31] [representation][ae_alt_width][cand_005_d1_w6] epoch=6 architecture=[6] train_loss=0.618087 val_loss=0.617518 best=0.617518 es=0/5
[2026-05-18 00:21:33] [representation][ae_alt_width][cand_005_d1_w6] epoch=7 architecture=[6] train_loss=0.617844 val_loss=0.617268 best=0.617268 es=0/5
[2026-05-18 00:21:35] [representation][ae_alt_width][cand_005_d1_w6] epoch=8 architecture=[6] train_loss=0.617527 val_loss=0.616709 best=0.616709 es=0/5
[2026-05-18 00:21:38] [representation][ae_alt_width][cand_005_d1_w6] epoch=9 architecture=[6] train_loss=0.617019 val_loss=0.616551 best=0.616551 es=0/5
[2026-05-18 00:21:41] [representation][ae_alt_width][cand_005_d1_w6] epoch=10 architecture=[6] train_loss=0.616692 val_loss=0.616084 best=0.616084 es=0/5
[2026-05-18 00:21:43] [representation][ae_alt_width][cand_005_d1_w6] epoch=11 architecture=[6] train_loss=0.616420 val_loss=0.615878 best=0.615878 es=0/5
[2026-05-18 00:21:45] [representation][ae_alt_width][cand_005_d1_w6] epoch=12 architecture=[6] train_loss=0.615821 val_loss=0.615208 best=0.615208 es=0/5
[2026-05-18 00:21:48] [representation][ae_alt_width][cand_005_d1_w6] epoch=13 architecture=[6] train_loss=0.615527 val_loss=0.614906 best=0.614906 es=0/5
[2026-05-18 00:21:50] [representation][ae_alt_width][cand_005_d1_w6] epoch=14 architecture=[6] train_loss=0.615104 val_loss=0.614554 best=0.614554 es=0/5
[2026-05-18 00:21:53] [representation][ae_alt_width][cand_005_d1_w6] epoch=15 architecture=[6] train_loss=0.614843 val_loss=0.614185 best=0.614185 es=0/5
[2026-05-18 00:21:55] [representation][ae_alt_width][cand_005_d1_w6] epoch=16 architecture=[6] train_loss=0.614398 val_loss=0.613764 best=0.613764 es=0/5
[2026-05-18 00:21:57] [representation][ae_alt_width][cand_005_d1_w6] epoch=17 architecture=[6] train_loss=0.613983 val_loss=0.613611 best=0.613611 es=0/5
[2026-05-18 00:21:59] [representation][ae_alt_width][cand_005_d1_w6] epoch=18 architecture=[6] train_loss=0.613642 val_loss=0.613185 best=0.613185 es=0/5
[2026-05-18 00:22:02] [representation][ae_alt_width][cand_005_d1_w6] epoch=19 architecture=[6] train_loss=0.613369 val_loss=0.613024 best=0.613024 es=0/5
[2026-05-18 00:22:05] [representation][ae_alt_width][cand_005_d1_w6] epoch=20 architecture=[6] train_loss=0.613059 val_loss=0.612920 best=0.612920 es=0/5
[2026-05-18 00:22:07] [representation][ae_alt_width][cand_005_d1_w6] epoch=21 architecture=[6] train_loss=0.612766 val_loss=0.612583 best=0.612583 es=0/5
[2026-05-18 00:22:09] [representation][ae_alt_width][cand_005_d1_w6] epoch=22 architecture=[6] train_loss=0.612454 val_loss=0.612201 best=0.612201 es=0/5
[2026-05-18 00:22:12] [representation][ae_alt_width][cand_005_d1_w6] epoch=23 architecture=[6] train_loss=0.612207 val_loss=0.612189 best=0.612201 es=1/5
[2026-05-18 00:22:14] [representation][ae_alt_width][cand_005_d1_w6] epoch=24 architecture=[6] train_loss=0.612069 val_loss=0.611988 best=0.611988 es=0/5
[2026-05-18 00:22:17] [representation][ae_alt_width][cand_005_d1_w6] epoch=25 architecture=[6] train_loss=0.611847 val_loss=0.611937 best=0.611988 es=1/5
[2026-05-18 00:22:20] [representation][ae_alt_width][cand_005_d1_w6] epoch=26 architecture=[6] train_loss=0.611611 val_loss=0.611689 best=0.611689 es=0/5
[2026-05-18 00:22:22] [representation][ae_alt_width][cand_005_d1_w6] epoch=27 architecture=[6] train_loss=0.611495 val_loss=0.611627 best=0.611689 es=1/5
