task,row_type,phase,architecture,best_val,best_epoch,final_epoch,test_loss,test_acc
selfsupervised,ablation_stl,stl_ablation_d03_w064_64_64_64,"[64, 64, 64]",1.3823287494498435,1,6,1.3970649426731214,0.21708748558544602
selfsupervised,ablation_stl,stl_ablation_d03_w096_96_96_96,"[96, 96, 96]",1.3856171483589417,1,6,1.3933286714758188,0.26047744445018156
selfsupervised,ablation_stl,stl_ablation_d03_w128_128_128_128,"[128, 128, 128]",1.387187138676584,1,6,1.4012024838658377,0.22731106177174232
selfsupervised,ablation_stl,stl_ablation_d03_w160_160_160_160,"[160, 160, 160]",1.400682017669048,1,6,1.4026452307056776,0.23617493674807663
selfsupervised,ablation_stl,stl_ablation_d03_w192_192_192_192,"[192, 192, 192]",1.3822921290048598,1,6,1.4388324067000935,0.17851672088260098
selfsupervised,ablation_stl,stl_ablation_d03_w224_224_224_224,"[224, 224, 224]",1.3941222279476537,1,6,1.4156212908489458,0.2577408306225366
selfsupervised,ablation_stl,stl_ablation_d03_w256_256_256_256,"[256, 256, 256]",1.4213791147131667,1,6,1.4160716469563916,0.2400991377084732
selfsupervised,ablation_stl,stl_ablation_d04_w064_64_64_64_64,"[64, 64, 64, 64]",1.3876783057922393,1,6,1.3918420981175743,0.23479802413039363
selfsupervised,ablation_stl,stl_ablation_d04_w096_96_96_96_96,"[96, 96, 96, 96]",1.3986732267093762,1,6,1.3968445562999965,0.2318032391869331
selfsupervised,ablation_stl,stl_ablation_d04_w128_128_128_128_128,"[128, 128, 128, 128]",1.4006854557288915,1,6,1.3996089632561488,0.22720779332541607
selfsupervised,ablation_stl,stl_ablation_d04_w160_160_160_160_160,"[160, 160, 160, 160]",1.3934545209942455,1,6,1.432904433174939,0.18385225727612262
selfsupervised,ablation_stl,stl_ablation_d04_w192_192_192_192_192,"[192, 192, 192, 192]",1.3847147004374256,1,6,1.42132858400433,0.2300993098225504
selfsupervised,ablation_stl,stl_ablation_d04_w224_224_224_224_224,"[224, 224, 224, 224]",1.3987542784822777,1,6,1.4155244511730385,0.2678611383625067
selfsupervised,ablation_stl,stl_ablation_d04_w256_256_256_256_256,"[256, 256, 256, 256]",1.406909386370281,1,6,1.4286501180288318,0.2475000430285193
selfsupervised,ablation_stl,stl_ablation_d06_w064_64_64_64_64_64_64,"[64, 64, 64, 64, 64, 64]",1.3866409627244867,1,6,1.3939297447532708,0.2378616547047383
selfsupervised,ablation_stl,stl_ablation_d06_w096_96_96_96_96_96_96,"[96, 96, 96, 96, 96, 96]",1.3841922513318492,1,6,1.3957923384197477,0.19830983976179412
selfsupervised,ablation_stl,stl_ablation_d06_w128_128_128_128_128_128_128,"[128, 128, 128, 128, 128, 128]",1.389334807403978,1,6,1.4011735670152226,0.2629386757542899
selfsupervised,ablation_stl,stl_ablation_d06_w160_160_160_160_160_160_160,"[160, 160, 160, 160, 160, 160]",1.3926343841069833,1,6,1.4126615024360227,0.21209617734634514
selfsupervised,ablation_stl,stl_ablation_d06_w192_192_192_192_192_192_192,"[192, 192, 192, 192, 192, 192]",1.419381356471578,1,6,1.4250899235235164,0.24082201683275675
selfsupervised,ablation_stl,stl_ablation_d06_w224_224_224_224_224_224_224,"[224, 224, 224, 224, 224, 224]",1.4199935128706416,1,6,1.4485363428737248,0.22708731347136882
selfsupervised,ablation_stl,stl_ablation_d06_w256_256_256_256_256_256_256,"[256, 256, 256, 256, 256, 256]",1.4387022504129274,1,6,1.4794975742986245,0.20602055042081893
selfsupervised,ablation_stl,stl_ablation_d08_w064_64_64_64_64_64_64_64_64,"[64, 64, 64, 64, 64, 64, 64, 64]",1.3960922652375372,1,6,1.39337568805377,0.2504604051565378
selfsupervised,ablation_stl,stl_ablation_d08_w096_96_96_96_96_96_96_96_96,"[96, 96, 96, 96, 96, 96, 96, 96]",1.3965591465334697,1,6,1.4010807770594977,0.24410939570747492
selfsupervised,ablation_stl,stl_ablation_d08_w128_128_128_128_128_128_128_128_128,"[128, 128, 128, 128, 128, 128, 128, 128]",1.3962252165220257,1,6,1.4126077553661318,0.2285847059430991
selfsupervised,ablation_stl,stl_ablation_d08_w160_160_160_160_160_160_160_160_160,"[160, 160, 160, 160, 160, 160, 160, 160]",1.56331043030969,1,6,1.5732269934029204,0.2503915595256536
selfsupervised,ablation_stl,stl_ablation_d08_w192_192_192_192_192_192_192_192_192,"[192, 192, 192, 192, 192, 192, 192, 192]",1.4689264215312376,1,6,1.4904839881707652,0.22641606857024837
selfsupervised,ablation_stl,stl_ablation_d08_w224_224_224_224_224_224_224_224_224,"[224, 224, 224, 224, 224, 224, 224, 224]",1.4469464863908654,1,6,1.4485745890551172,0.234970138207604
selfsupervised,ablation_stl,stl_ablation_d08_w256_256_256_256_256_256_256_256_256,"[256, 256, 256, 256, 256, 256, 256, 256]",1.640116526334475,1,6,1.6912194146332122,0.23533157776974578
selfsupervised,ablation_stl,stl_ablation_d10_w064_64_64_64_64_64_64_64_64_64_64,"[64, 64, 64, 64, 64, 64, 64, 64, 64, 64]",1.390356836436987,1,6,1.3899257624695707,0.23192371904098036
selfsupervised,ablation_stl,stl_ablation_d10_w096_96_96_96_96_96_96_96_96_96_96,"[96, 96, 96, 96, 96, 96, 96, 96, 96, 96]",1.4173269503145456,1,6,1.4158011134324375,0.24996127433262766
selfsupervised,ablation_stl,stl_ablation_d10_w128_128_128_128_128_128_128_128_128_128_128,"[128, 128, 128, 128, 128, 128, 128, 128, 128, 128]",1.41994747249738,1,6,1.4223697414246528,0.23645031927161322
selfsupervised,ablation_stl,stl_ablation_d10_w160_160_160_160_160_160_160_160_160_160_160,"[160, 160, 160, 160, 160, 160, 160, 160, 160, 160]",1.4531354855322407,1,6,1.4452724059812645,0.25108001583449513
selfsupervised,ablation_stl,stl_ablation_d10_w192_192_192_192_192_192_192_192_192_192_192,"[192, 192, 192, 192, 192, 192, 192, 192, 192, 192]",1.4511627882733915,1,6,1.485107840852535,0.24527977143250546
selfsupervised,ablation_stl,stl_ablation_d10_w224_224_224_224_224_224_224_224_224_224_224,"[224, 224, 224, 224, 224, 224, 224, 224, 224, 224]",1.787356420003683,1,6,1.7732588073841724,0.25020223404072217
selfsupervised,ablation_stl,stl_ablation_d10_w256_256_256_256_256_256_256_256_256_256_256,"[256, 256, 256, 256, 256, 256, 256, 256, 256, 256]",1.6368667837719966,1,6,1.6501064094068532,0.23433331612192562
