[2026-05-20 09:33:10] Initialized ContinuousLogger for autoencoding_ae_alt_width (Mode: ae_alt_width)
[2026-05-20 09:33:10] Logs: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/autoencoding/ae_alt_width/cand_068_d1_w69/training_log.txt
[2026-05-20 09:33:10] CSV: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/autoencoding/ae_alt_width/cand_068_d1_w69/training_stats.csv
[2026-05-20 09:33:10] [CANDIDATE] task=autoencoding phase=ae_alt_width index=68 search_phase=width architecture=[69]
[2026-05-20 09:33:12] [autoencoding][ae_alt_width][cand_068_d1_w69] epoch=1 architecture=[69] train_loss=0.004132 val_loss=0.002796 best=0.002511 es=0/5
[2026-05-20 09:33:14] [autoencoding][ae_alt_width][cand_068_d1_w69] epoch=2 architecture=[69] train_loss=0.003089 val_loss=0.002525 best=0.002511 es=0/5
[2026-05-20 09:33:16] [autoencoding][ae_alt_width][cand_068_d1_w69] epoch=3 architecture=[69] train_loss=0.003158 val_loss=0.002627 best=0.002511 es=1/5
[2026-05-20 09:33:19] [autoencoding][ae_alt_width][cand_068_d1_w69] epoch=4 architecture=[69] train_loss=0.003181 val_loss=0.002565 best=0.002511 es=2/5
[2026-05-20 09:33:21] [autoencoding][ae_alt_width][cand_068_d1_w69] epoch=5 architecture=[69] train_loss=0.002987 val_loss=0.002399 best=0.002399 es=0/5
[2026-05-20 09:33:23] [autoencoding][ae_alt_width][cand_068_d1_w69] epoch=6 architecture=[69] train_loss=0.002806 val_loss=0.002415 best=0.002399 es=1/5
[2026-05-20 09:33:26] [autoencoding][ae_alt_width][cand_068_d1_w69] epoch=7 architecture=[69] train_loss=0.002831 val_loss=0.002442 best=0.002399 es=2/5
[2026-05-20 09:33:28] [autoencoding][ae_alt_width][cand_068_d1_w69] epoch=8 architecture=[69] train_loss=0.002892 val_loss=0.002410 best=0.002399 es=3/5
[2026-05-20 09:33:31] [autoencoding][ae_alt_width][cand_068_d1_w69] epoch=9 architecture=[69] train_loss=0.002781 val_loss=0.002449 best=0.002399 es=4/5
[2026-05-20 09:33:33] [autoencoding][ae_alt_width][cand_068_d1_w69] epoch=10 architecture=[69] train_loss=0.002704 val_loss=0.002337 best=0.002399 es=5/5
