[2026-05-18 02:50:46] Initialized ContinuousLogger for representation_ae_alt_width (Mode: ae_alt_width)
[2026-05-18 02:50:46] Logs: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/representation/ae_alt_width/cand_155_d1_w156/training_log.txt
[2026-05-18 02:50:46] CSV: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/representation/ae_alt_width/cand_155_d1_w156/training_stats.csv
[2026-05-18 02:50:46] [CANDIDATE] task=representation phase=ae_alt_width index=155 search_phase=width architecture=[156]
[2026-05-18 02:50:53] [representation][ae_alt_width][cand_155_d1_w156] epoch=1 architecture=[156] train_loss=0.338357 val_loss=0.324435 best=0.318259 es=0/5
[2026-05-18 02:50:55] [representation][ae_alt_width][cand_155_d1_w156] epoch=2 architecture=[156] train_loss=0.316415 val_loss=0.319702 best=0.318259 es=0/5
[2026-05-18 02:50:57] [representation][ae_alt_width][cand_155_d1_w156] epoch=3 architecture=[156] train_loss=0.314684 val_loss=0.321060 best=0.318259 es=1/5
[2026-05-18 02:51:00] [representation][ae_alt_width][cand_155_d1_w156] epoch=4 architecture=[156] train_loss=0.315465 val_loss=0.320756 best=0.318259 es=2/5
[2026-05-18 02:51:06] [representation][ae_alt_width][cand_155_d1_w156] epoch=5 architecture=[156] train_loss=0.314919 val_loss=0.319951 best=0.318259 es=3/5
[2026-05-18 02:51:08] [representation][ae_alt_width][cand_155_d1_w156] epoch=6 architecture=[156] train_loss=0.314404 val_loss=0.318935 best=0.318259 es=0/5
[2026-05-18 02:51:11] [representation][ae_alt_width][cand_155_d1_w156] epoch=7 architecture=[156] train_loss=0.314106 val_loss=0.319530 best=0.318259 es=1/5
[2026-05-18 02:51:13] [representation][ae_alt_width][cand_155_d1_w156] epoch=8 architecture=[156] train_loss=0.313349 val_loss=0.319796 best=0.318259 es=2/5
[2026-05-18 02:51:16] [representation][ae_alt_width][cand_155_d1_w156] epoch=9 architecture=[156] train_loss=0.314432 val_loss=0.321518 best=0.318259 es=3/5
[2026-05-18 02:51:22] [representation][ae_alt_width][cand_155_d1_w156] epoch=10 architecture=[156] train_loss=0.314365 val_loss=0.320119 best=0.318259 es=4/5
[2026-05-18 02:51:24] [representation][ae_alt_width][cand_155_d1_w156] epoch=11 architecture=[156] train_loss=0.313946 val_loss=0.319684 best=0.318259 es=5/5
