[2026-05-16 18:15:16] Initialized ContinuousLogger for autoencoding_ae_width_to_depth (Mode: ae_width_to_depth)
[2026-05-16 18:15:16] Logs: DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_026_d2_w28/training_log.txt
[2026-05-16 18:15:16] CSV: DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_026_d2_w28/training_stats.csv
[2026-05-16 18:15:19] [autoencoding][ae_width_to_depth][cand_026_d2_w28] epoch=1 train_loss=0.355800 val_loss=0.347528 best=0.347528 es=0/5
[2026-05-16 18:15:22] [autoencoding][ae_width_to_depth][cand_026_d2_w28] epoch=2 train_loss=0.343819 val_loss=0.342243 best=0.342243 es=0/5
[2026-05-16 18:15:25] [autoencoding][ae_width_to_depth][cand_026_d2_w28] epoch=3 train_loss=0.339972 val_loss=0.338893 best=0.338893 es=0/5
[2026-05-16 18:15:28] [autoencoding][ae_width_to_depth][cand_026_d2_w28] epoch=4 train_loss=0.336974 val_loss=0.335955 best=0.335955 es=0/5
[2026-05-16 18:15:31] [autoencoding][ae_width_to_depth][cand_026_d2_w28] epoch=5 train_loss=0.334229 val_loss=0.333123 best=0.333123 es=0/5
[2026-05-16 18:15:34] [autoencoding][ae_width_to_depth][cand_026_d2_w28] epoch=6 train_loss=0.331906 val_loss=0.330817 best=0.330817 es=0/5
[2026-05-16 18:15:37] [autoencoding][ae_width_to_depth][cand_026_d2_w28] epoch=7 train_loss=0.329821 val_loss=0.328871 best=0.328871 es=0/5
[2026-05-16 18:15:41] [autoencoding][ae_width_to_depth][cand_026_d2_w28] epoch=8 train_loss=0.328210 val_loss=0.327505 best=0.327505 es=0/5
[2026-05-16 18:15:44] [autoencoding][ae_width_to_depth][cand_026_d2_w28] epoch=9 train_loss=0.327086 val_loss=0.326234 best=0.326234 es=0/5
[2026-05-16 18:15:47] [autoencoding][ae_width_to_depth][cand_026_d2_w28] epoch=10 train_loss=0.326014 val_loss=0.325315 best=0.325315 es=0/5
[2026-05-16 18:15:50] [autoencoding][ae_width_to_depth][cand_026_d2_w28] epoch=11 train_loss=0.325180 val_loss=0.324631 best=0.324631 es=0/5
[2026-05-16 18:15:53] [autoencoding][ae_width_to_depth][cand_026_d2_w28] epoch=12 train_loss=0.324491 val_loss=0.324244 best=0.324244 es=0/5
[2026-05-16 18:15:56] [autoencoding][ae_width_to_depth][cand_026_d2_w28] epoch=13 train_loss=0.324112 val_loss=0.323976 best=0.323976 es=0/5
[2026-05-16 18:15:59] [autoencoding][ae_width_to_depth][cand_026_d2_w28] epoch=14 train_loss=0.323824 val_loss=0.323740 best=0.323740 es=0/5
[2026-05-16 18:16:02] [autoencoding][ae_width_to_depth][cand_026_d2_w28] epoch=15 train_loss=0.323565 val_loss=0.323445 best=0.323445 es=0/5
[2026-05-16 18:16:05] [autoencoding][ae_width_to_depth][cand_026_d2_w28] epoch=16 train_loss=0.323422 val_loss=0.323502 best=0.323445 es=1/5
[2026-05-16 18:16:08] [autoencoding][ae_width_to_depth][cand_026_d2_w28] epoch=17 train_loss=0.323172 val_loss=0.323243 best=0.323243 es=0/5
[2026-05-16 18:16:11] [autoencoding][ae_width_to_depth][cand_026_d2_w28] epoch=18 train_loss=0.323087 val_loss=0.323162 best=0.323243 es=1/5
[2026-05-16 18:16:14] [autoencoding][ae_width_to_depth][cand_026_d2_w28] epoch=19 train_loss=0.323009 val_loss=0.323031 best=0.323031 es=0/5
[2026-05-16 18:16:17] [autoencoding][ae_width_to_depth][cand_026_d2_w28] epoch=20 train_loss=0.323119 val_loss=0.323214 best=0.323031 es=1/5
[2026-05-16 18:16:21] [autoencoding][ae_width_to_depth][cand_026_d2_w28] epoch=21 train_loss=0.323039 val_loss=0.323189 best=0.323031 es=2/5
[2026-05-16 18:16:24] [autoencoding][ae_width_to_depth][cand_026_d2_w28] epoch=22 train_loss=0.322990 val_loss=0.323063 best=0.323031 es=3/5
[2026-05-16 18:16:27] [autoencoding][ae_width_to_depth][cand_026_d2_w28] epoch=23 train_loss=0.322735 val_loss=0.322908 best=0.322908 es=0/5
[2026-05-16 18:16:30] [autoencoding][ae_width_to_depth][cand_026_d2_w28] epoch=24 train_loss=0.322667 val_loss=0.322894 best=0.322908 es=1/5
[2026-05-16 18:16:33] [autoencoding][ae_width_to_depth][cand_026_d2_w28] epoch=25 train_loss=0.322784 val_loss=0.322987 best=0.322908 es=2/5
[2026-05-16 18:16:36] [autoencoding][ae_width_to_depth][cand_026_d2_w28] epoch=26 train_loss=0.322644 val_loss=0.323003 best=0.322908 es=3/5
[2026-05-16 18:16:39] [autoencoding][ae_width_to_depth][cand_026_d2_w28] epoch=27 train_loss=0.322704 val_loss=0.323024 best=0.322908 es=4/5
[2026-05-16 18:16:42] [autoencoding][ae_width_to_depth][cand_026_d2_w28] epoch=28 train_loss=0.322514 val_loss=0.322981 best=0.322908 es=5/5
