[2026-05-16 22:36:50] Initialized ContinuousLogger for representation_random (Mode: random)
[2026-05-16 22:36:50] Logs: DAE/DNN/results/search_suite_20260516/representation/random/cand_055_d2_w7/training_log.txt
[2026-05-16 22:36:50] CSV: DAE/DNN/results/search_suite_20260516/representation/random/cand_055_d2_w7/training_stats.csv
[2026-05-16 22:36:53] [representation][random][cand_055_d2_w7] epoch=1 train_loss=1.131873 val_loss=1.050801 best=1.050801 es=0/5
[2026-05-16 22:36:56] [representation][random][cand_055_d2_w7] epoch=2 train_loss=1.067666 val_loss=1.036792 best=1.036792 es=0/5
[2026-05-16 22:36:59] [representation][random][cand_055_d2_w7] epoch=3 train_loss=1.024931 val_loss=1.012151 best=1.012151 es=0/5
[2026-05-16 22:37:02] [representation][random][cand_055_d2_w7] epoch=4 train_loss=0.994436 val_loss=0.988898 best=0.988898 es=0/5
[2026-05-16 22:37:05] [representation][random][cand_055_d2_w7] epoch=5 train_loss=0.972961 val_loss=0.971071 best=0.971071 es=0/5
[2026-05-16 22:37:08] [representation][random][cand_055_d2_w7] epoch=6 train_loss=0.956504 val_loss=0.956273 best=0.956273 es=0/5
[2026-05-16 22:37:12] [representation][random][cand_055_d2_w7] epoch=7 train_loss=0.942196 val_loss=0.942855 best=0.942855 es=0/5
[2026-05-16 22:37:15] [representation][random][cand_055_d2_w7] epoch=8 train_loss=0.928894 val_loss=0.929859 best=0.929859 es=0/5
[2026-05-16 22:37:18] [representation][random][cand_055_d2_w7] epoch=9 train_loss=0.915879 val_loss=0.917126 best=0.917126 es=0/5
[2026-05-16 22:37:21] [representation][random][cand_055_d2_w7] epoch=10 train_loss=0.903662 val_loss=0.905710 best=0.905710 es=0/5
[2026-05-16 22:37:24] [representation][random][cand_055_d2_w7] epoch=11 train_loss=0.892846 val_loss=0.895531 best=0.895531 es=0/5
[2026-05-16 22:37:27] [representation][random][cand_055_d2_w7] epoch=12 train_loss=0.883091 val_loss=0.886334 best=0.886334 es=0/5
[2026-05-16 22:37:30] [representation][random][cand_055_d2_w7] epoch=13 train_loss=0.874306 val_loss=0.878067 best=0.878067 es=0/5
[2026-05-16 22:37:33] [representation][random][cand_055_d2_w7] epoch=14 train_loss=0.866389 val_loss=0.870560 best=0.870560 es=0/5
[2026-05-16 22:37:36] [representation][random][cand_055_d2_w7] epoch=15 train_loss=0.859138 val_loss=0.863678 best=0.863678 es=0/5
[2026-05-16 22:37:39] [representation][random][cand_055_d2_w7] epoch=16 train_loss=0.852265 val_loss=0.856549 best=0.856549 es=0/5
[2026-05-16 22:37:42] [representation][random][cand_055_d2_w7] epoch=17 train_loss=0.845753 val_loss=0.850297 best=0.850297 es=0/5
[2026-05-16 22:37:45] [representation][random][cand_055_d2_w7] epoch=18 train_loss=0.840037 val_loss=0.844766 best=0.844766 es=0/5
