task,depth,candidate_index,width,architecture,parameter_count,log10_parameter_count,selected_for_run
simulation,7,24,98,"[98, 98, 98, 98, 98, 98, 98]",60565,4.782222,True
simulation,7,25,106,"[106, 106, 106, 106, 106, 106, 106]",70597,4.848786,True
simulation,7,26,113,"[113, 113, 113, 113, 113, 113, 113]",80005,4.903117,True
simulation,7,27,120,"[120, 120, 120, 120, 120, 120, 120]",90001,4.954247,True
simulation,7,28,127,"[127, 127, 127, 127, 127, 127, 127]",100585,5.002533,True
simulation,7,29,180,"[180, 180, 180, 180, 180, 180, 180]",199801,5.300598,True
simulation,7,30,221,"[221, 221, 221, 221, 221, 221, 221]",299677,5.476653,True
simulation,7,31,256,"[256, 256, 256, 256, 256, 256, 256]",400897,5.603033,True
simulation,7,32,286,"[286, 286, 286, 286, 286, 286, 286]",499357,5.698411,True
simulation,7,33,314,"[314, 314, 314, 314, 314, 314, 314]",600997,5.778872,True
simulation,7,34,339,"[339, 339, 339, 339, 339, 339, 339]",699697,5.84491,True
simulation,7,35,363,"[363, 363, 363, 363, 363, 363, 363]",801505,5.903906,True
simulation,7,36,385,"[385, 385, 385, 385, 385, 385, 385]",900901,5.954677,True
simulation,7,37,406,"[406, 406, 406, 406, 406, 406, 406]",1001197,6.00052,True
simulation,7,38,575,"[575, 575, 575, 575, 575, 575, 575]",2001001,6.301247,True
simulation,7,39,705,"[705, 705, 705, 705, 705, 705, 705]",3003301,6.477599,True
simulation,7,40,814,"[814, 814, 814, 814, 814, 814, 814]",3999997,6.60206,True
simulation,7,41,910,"[910, 910, 910, 910, 910, 910, 910]",4995901,6.698614,True
simulation,7,42,998,"[998, 998, 998, 998, 998, 998, 998]",6005965,6.778583,True
simulation,7,43,1078,"[1078, 1078, 1078, 1078, 1078, 1078, 1078]",7004845,6.845399,True
simulation,7,44,1152,"[1152, 1152, 1152, 1152, 1152, 1152, 1152]",7997185,6.902937,True
simulation,7,45,1222,"[1222, 1222, 1222, 1222, 1222, 1222, 1222]",8996365,6.954067,True
simulation,7,46,1288,"[1288, 1288, 1288, 1288, 1288, 1288, 1288]",9992305,6.999666,True
simulation,7,47,1823,"[1823, 1823, 1823, 1823, 1823, 1823, 1823]",19994665,7.300914,True
simulation,7,48,2234,"[2234, 2234, 2234, 2234, 2234, 2234, 2234]",30011557,7.477289,True
simulation,7,49,2579,"[2579, 2579, 2579, 2579, 2579, 2579, 2579]",39984817,7.601895,True
simulation,7,50,2884,"[2884, 2884, 2884, 2884, 2884, 2884, 2884]",49991257,7.698894,True
simulation,7,51,3160,"[3160, 3160, 3160, 3160, 3160, 3160, 3160]",60008401,7.778212,True
simulation,7,52,3413,"[3413, 3413, 3413, 3413, 3413, 3413, 3413]",69993805,7.84506,True
simulation,7,53,3649,"[3649, 3649, 3649, 3649, 3649, 3649, 3649]",80000677,7.903094,True
simulation,7,54,3870,"[3870, 3870, 3870, 3870, 3870, 3870, 3870]",89977501,7.954134,True
simulation,7,55,4080,"[4080, 4080, 4080, 4080, 4080, 4080, 4080]",100000801,8.000003,True
simulation,7,56,4299,"[4299, 4299, 4299, 4299, 4299, 4299, 4299]",111017377,8.045391,True
simulation,7,57,4508,"[4508, 4508, 4508, 4508, 4508, 4508, 4508]",122067625,8.0866,True
simulation,7,58,4707,"[4707, 4707, 4707, 4707, 4707, 4707, 4707]",133076305,8.124101,True
simulation,7,59,4898,"[4898, 4898, 4898, 4898, 4898, 4898, 4898]",144089365,8.158632,True
simulation,7,60,5082,"[5082, 5082, 5082, 5082, 5082, 5082, 5082]",155112805,8.190648,True
simulation,7,61,5260,"[5260, 5260, 5260, 5260, 5260, 5260, 5260]",166163401,8.220535,True
simulation,7,62,5432,"[5432, 5432, 5432, 5432, 5432, 5432, 5432]",177202705,8.24847,True
simulation,7,63,5598,"[5598, 5598, 5598, 5598, 5598, 5598, 5598]",188193565,8.274605,True
simulation,7,64,5760,"[5760, 5760, 5760, 5760, 5760, 5760, 5760]",199238401,8.299373,True
simulation,8,1,1,"[1, 1, 1, 1, 1, 1, 1, 1]",41,1.612784,True
simulation,8,2,2,"[2, 2, 2, 2, 2, 2, 2, 2]",95,1.977724,True
simulation,8,3,3,"[3, 3, 3, 3, 3, 3, 3, 3]",163,2.212188,True
simulation,8,4,5,"[5, 5, 5, 5, 5, 5, 5, 5]",341,2.532754,True
simulation,8,5,6,"[6, 6, 6, 6, 6, 6, 6, 6]",451,2.654177,True
simulation,8,6,7,"[7, 7, 7, 7, 7, 7, 7, 7]",575,2.759668,True
simulation,8,7,8,"[8, 8, 8, 8, 8, 8, 8, 8]",713,2.85309,True
simulation,8,8,9,"[9, 9, 9, 9, 9, 9, 9, 9]",865,2.937016,True
simulation,8,9,10,"[10, 10, 10, 10, 10, 10, 10, 10]",1031,3.013259,True
simulation,8,10,15,"[15, 15, 15, 15, 15, 15, 15, 15]",2071,3.31618,True
simulation,8,11,18,"[18, 18, 18, 18, 18, 18, 18, 18]",2863,3.456821,True
simulation,8,12,22,"[22, 22, 22, 22, 22, 22, 22, 22]",4115,3.61437,True
simulation,8,13,24,"[24, 24, 24, 24, 24, 24, 24, 24]",4825,3.683497,True
simulation,8,14,27,"[27, 27, 27, 27, 27, 27, 27, 27]",5995,3.777789,True
simulation,8,15,29,"[29, 29, 29, 29, 29, 29, 29, 29]",6845,3.835373,True
simulation,8,16,32,"[32, 32, 32, 32, 32, 32, 32, 32]",8225,3.915136,True
simulation,8,17,34,"[34, 34, 34, 34, 34, 34, 34, 34]",9215,3.964495,True
simulation,8,18,36,"[36, 36, 36, 36, 36, 36, 36, 36]",10261,4.01119,True
simulation,8,19,51,"[51, 51, 51, 51, 51, 51, 51, 51]",19891,4.298657,True
simulation,8,20,63,"[63, 63, 63, 63, 63, 63, 63, 63]",29863,4.475133,True
simulation,8,21,73,"[73, 73, 73, 73, 73, 73, 73, 73]",39713,4.598933,True
simulation,8,22,82,"[82, 82, 82, 82, 82, 82, 82, 82]",49775,4.697011,True
simulation,8,23,90,"[90, 90, 90, 90, 90, 90, 90, 90]",59671,4.775763,True
simulation,8,24,98,"[98, 98, 98, 98, 98, 98, 98, 98]",70463,4.847961,True
simulation,8,25,105,"[105, 105, 105, 105, 105, 105, 105, 105]",80641,4.906556,True
simulation,8,26,111,"[111, 111, 111, 111, 111, 111, 111, 111]",89911,4.953813,True
simulation,8,27,117,"[117, 117, 117, 117, 117, 117, 117, 117]",99685,4.99863,True
simulation,8,28,167,"[167, 167, 167, 167, 167, 167, 167, 167]",200735,5.302623,True
simulation,8,29,205,"[205, 205, 205, 205, 205, 205, 205, 205]",300941,5.478481,True
simulation,8,30,237,"[237, 237, 237, 237, 237, 237, 237, 237]",401005,5.60315,True
simulation,8,31,265,"[265, 265, 265, 265, 265, 265, 265, 265]",500321,5.699249,True
simulation,8,32,290,"[290, 290, 290, 290, 290, 290, 290, 290]",598271,5.776898,True
simulation,8,33,314,"[314, 314, 314, 314, 314, 314, 314, 314]",700535,5.84543,True
simulation,8,34,336,"[336, 336, 336, 336, 336, 336, 336, 336]",801361,5.903828,True
simulation,8,35,356,"[356, 356, 356, 356, 356, 356, 356, 356]",898901,5.953712,True
simulation,8,36,376,"[376, 376, 376, 376, 376, 376, 376, 376]",1002041,6.000885,True
simulation,8,37,532,"[532, 532, 532, 532, 532, 532, 532, 532]",1998725,6.300753,True
simulation,8,38,652,"[652, 652, 652, 652, 652, 652, 652, 652]",2997245,6.476722,True
simulation,8,39,754,"[754, 754, 754, 754, 754, 754, 754, 754]",4004495,6.602548,True
simulation,8,40,843,"[843, 843, 843, 843, 843, 843, 843, 843]",5002363,6.699175,True
simulation,8,41,923,"[923, 923, 923, 923, 923, 923, 923, 923]",5993963,6.777714,True
simulation,8,42,998,"[998, 998, 998, 998, 998, 998, 998, 998]",7004963,6.845406,True
simulation,8,43,1067,"[1067, 1067, 1067, 1067, 1067, 1067, 1067, 1067]",8004635,6.903342,True
simulation,8,44,1132,"[1132, 1132, 1132, 1132, 1132, 1132, 1132, 1132]",9007325,6.954596,True
simulation,8,45,1193,"[1193, 1193, 1193, 1193, 1193, 1193, 1193, 1193]",10002113,7.000092,True
simulation,8,46,1688,"[1688, 1688, 1688, 1688, 1688, 1688, 1688, 1688]",20001113,7.301054,True
simulation,8,47,2068,"[2068, 2068, 2068, 2068, 2068, 2068, 2068, 2068]",30004613,7.477188,True
simulation,8,48,2388,"[2388, 2388, 2388, 2388, 2388, 2388, 2388, 2388]",39996613,7.602023,True
simulation,8,49,2670,"[2670, 2670, 2670, 2670, 2670, 2670, 2670, 2670]",49990411,7.698887,True
simulation,8,50,2925,"[2925, 2925, 2925, 2925, 2925, 2925, 2925, 2925]",59985901,7.778049,True
simulation,8,51,3160,"[3160, 3160, 3160, 3160, 3160, 3160, 3160, 3160]",70003481,7.84512,True
simulation,8,52,3378,"[3378, 3378, 3378, 3378, 3378, 3378, 3378, 3378]",79987663,7.903023,True
simulation,8,53,3583,"[3583, 3583, 3583, 3583, 3583, 3583, 3583, 3583]",89983463,7.954163,True
simulation,8,54,3777,"[3777, 3777, 3777, 3777, 3777, 3777, 3777, 3777]",99984745,7.999934,True
simulation,8,55,3968,"[3968, 3968, 3968, 3968, 3968, 3968, 3968, 3968]",110346113,8.042757,True
simulation,8,56,4149,"[4149, 4149, 4149, 4149, 4149, 4149, 4149, 4149]",120636325,8.081478,True
simulation,8,57,4323,"[4323, 4323, 4323, 4323, 4323, 4323, 4323, 4323]",130960963,8.117142,True
simulation,8,58,4491,"[4491, 4491, 4491, 4491, 4491, 4491, 4491, 4491]",141331771,8.15024,True
simulation,8,59,4652,"[4652, 4652, 4652, 4652, 4652, 4652, 4652, 4652]",151641245,8.180817,True
simulation,8,60,4808,"[4808, 4808, 4808, 4808, 4808, 4808, 4808, 4808]",161976713,8.209453,True
simulation,8,61,4959,"[4959, 4959, 4959, 4959, 4959, 4959, 4959, 4959]",172305415,8.236299,True
simulation,8,62,5106,"[5106, 5106, 5106, 5106, 5106, 5106, 5106, 5106]",182667151,8.26166,True
simulation,8,63,5248,"[5248, 5248, 5248, 5248, 5248, 5248, 5248, 5248]",192963713,8.285476,True
simulation,9,1,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",45,1.653213,True
simulation,9,2,2,"[2, 2, 2, 2, 2, 2, 2, 2, 2]",105,2.021189,True
simulation,9,3,3,"[3, 3, 3, 3, 3, 3, 3, 3, 3]",181,2.257679,True
simulation,9,4,4,"[4, 4, 4, 4, 4, 4, 4, 4, 4]",273,2.436163,True
simulation,9,5,5,"[5, 5, 5, 5, 5, 5, 5, 5, 5]",381,2.580925,True
simulation,9,6,6,"[6, 6, 6, 6, 6, 6, 6, 6, 6]",505,2.703291,True
simulation,9,7,7,"[7, 7, 7, 7, 7, 7, 7, 7, 7]",645,2.80956,True
simulation,9,8,8,"[8, 8, 8, 8, 8, 8, 8, 8, 8]",801,2.903633,True
simulation,9,9,9,"[9, 9, 9, 9, 9, 9, 9, 9, 9]",973,2.988113,True
simulation,9,10,14,"[14, 14, 14, 14, 14, 14, 14, 14, 14]",2073,3.316599,True
simulation,9,11,17,"[17, 17, 17, 17, 17, 17, 17, 17, 17]",2925,3.466126,True
simulation,9,12,20,"[20, 20, 20, 20, 20, 20, 20, 20, 20]",3921,3.593397,True
simulation,9,13,23,"[23, 23, 23, 23, 23, 23, 23, 23, 23]",5061,3.704236,True
simulation,9,14,25,"[25, 25, 25, 25, 25, 25, 25, 25, 25]",5901,3.770926,True
simulation,9,15,27,"[27, 27, 27, 27, 27, 27, 27, 27, 27]",6805,3.832828,True
simulation,9,16,29,"[29, 29, 29, 29, 29, 29, 29, 29, 29]",7773,3.890589,True
simulation,9,17,31,"[31, 31, 31, 31, 31, 31, 31, 31, 31]",8805,3.944729,True
simulation,9,18,33,"[33, 33, 33, 33, 33, 33, 33, 33, 33]",9901,3.995679,True
simulation,9,19,48,"[48, 48, 48, 48, 48, 48, 48, 48, 48]",20161,4.304512,True
simulation,9,20,59,"[59, 59, 59, 59, 59, 59, 59, 59, 59]",29973,4.47673,True
simulation,9,21,68,"[68, 68, 68, 68, 68, 68, 68, 68, 68]",39441,4.595948,True
simulation,9,22,77,"[77, 77, 77, 77, 77, 77, 77, 77, 77]",50205,4.700747,True
simulation,9,23,84,"[84, 84, 84, 84, 84, 84, 84, 84, 84]",59473,4.77432,True
simulation,9,24,91,"[91, 91, 91, 91, 91, 91, 91, 91, 91]",69525,4.842141,True
simulation,9,25,98,"[98, 98, 98, 98, 98, 98, 98, 98, 98]",80361,4.905045,True
simulation,9,26,104,"[104, 104, 104, 104, 104, 104, 104, 104, 104]",90273,4.955558,True
simulation,9,27,110,"[110, 110, 110, 110, 110, 110, 110, 110, 110]",100761,5.003292,True
simulation,9,28,156,"[156, 156, 156, 156, 156, 156, 156, 156, 156]",200305,5.301692,True
simulation,9,29,191,"[191, 191, 191, 191, 191, 191, 191, 191, 191]",298725,5.475272,True
simulation,9,30,221,"[221, 221, 221, 221, 221, 221, 221, 221, 221]",398685,5.60063,True
simulation,9,31,248,"[248, 248, 248, 248, 248, 248, 248, 248, 248]",500961,5.699804,True
simulation,9,32,272,"[272, 272, 272, 272, 272, 272, 272, 272, 272]",601665,5.779355,True
simulation,9,33,294,"[294, 294, 294, 294, 294, 294, 294, 294, 294]",702073,5.846382,True
simulation,9,34,314,"[314, 314, 314, 314, 314, 314, 314, 314, 314]",800073,5.90313,True
simulation,9,35,333,"[333, 333, 333, 333, 333, 333, 333, 333, 333]",899101,5.953808,True
simulation,9,36,351,"[351, 351, 351, 351, 351, 351, 351, 351, 351]",998245,5.999237,True
simulation,9,37,498,"[498, 498, 498, 498, 498, 498, 498, 498, 498]",2001961,6.301456,True
simulation,9,38,610,"[610, 610, 610, 610, 610, 610, 610, 610, 610]",2998761,6.476942,True
simulation,9,39,705,"[705, 705, 705, 705, 705, 705, 705, 705, 705]",4001581,6.602232,True
simulation,9,40,788,"[788, 788, 788, 788, 788, 788, 788, 788, 788]",4995921,6.698616,True
simulation,9,41,864,"[864, 864, 864, 864, 864, 864, 864, 864, 864]",6003073,6.778374,True
simulation,9,42,933,"[933, 933, 933, 933, 933, 933, 933, 933, 933]",6997501,6.844943,True
simulation,9,43,998,"[998, 998, 998, 998, 998, 998, 998, 998, 998]",8003961,6.903305,True
simulation,9,44,1058,"[1058, 1058, 1058, 1058, 1058, 1058, 1058, 1058, 1058]",8993001,6.953905,True
simulation,9,45,1116,"[1116, 1116, 1116, 1116, 1116, 1116, 1116, 1116, 1116]",10003825,7.000166,True
simulation,9,46,1579,"[1579, 1579, 1579, 1579, 1579, 1579, 1579, 1579, 1579]",20002773,7.30109,True
simulation,9,47,1934,"[1934, 1934, 1934, 1934, 1934, 1934, 1934, 1934, 1934]",29992473,7.477012,True
simulation,9,48,2234,"[2234, 2234, 2234, 2234, 2234, 2234, 2234, 2234, 2234]",40006473,7.60213,True
simulation,9,49,2498,"[2498, 2498, 2498, 2498, 2498, 2498, 2498, 2498, 2498]",50009961,7.699057,True
simulation,9,50,2736,"[2736, 2736, 2736, 2736, 2736, 2736, 2736, 2736, 2736]",59984065,7.778036,True
simulation,9,51,2956,"[2956, 2956, 2956, 2956, 2956, 2956, 2956, 2956, 2956]",70009905,7.845159,True
simulation,9,52,3160,"[3160, 3160, 3160, 3160, 3160, 3160, 3160, 3160, 3160]",79998561,7.903082,True
simulation,9,53,3352,"[3352, 3352, 3352, 3352, 3352, 3352, 3352, 3352, 3352]",90007905,7.954281,True
simulation,9,54,3533,"[3533, 3533, 3533, 3533, 3533, 3533, 3533, 3533, 3533]",99983901,7.99993,True
simulation,9,55,3705,"[3705, 3705, 3705, 3705, 3705, 3705, 3705, 3705, 3705]",109949581,8.041194,True
simulation,9,56,3869,"[3869, 3869, 3869, 3869, 3869, 3869, 3869, 3869, 3869]",119892573,8.078792,True
simulation,9,57,4026,"[4026, 4026, 4026, 4026, 4026, 4026, 4026, 4026, 4026]",129814345,8.113323,True
simulation,9,58,4177,"[4177, 4177, 4177, 4177, 4177, 4177, 4177, 4177, 4177]",139729005,8.145287,True
simulation,9,59,4323,"[4323, 4323, 4323, 4323, 4323, 4323, 4323, 4323, 4323]",149662261,8.175112,True
simulation,9,60,4465,"[4465, 4465, 4465, 4465, 4465, 4465, 4465, 4465, 4465]",159650541,8.20317,True
simulation,9,61,4602,"[4602, 4602, 4602, 4602, 4602, 4602, 4602, 4602, 4602]",169592905,8.229408,True
simulation,9,62,4735,"[4735, 4735, 4735, 4735, 4735, 4735, 4735, 4735, 4735]",179532261,8.254143,True
simulation,9,63,4864,"[4864, 4864, 4864, 4864, 4864, 4864, 4864, 4864, 4864]",189443073,8.277479,True
simulation,10,1,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",49,1.690196,True
simulation,10,2,2,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",115,2.060698,True
simulation,10,3,3,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",199,2.298853,True
simulation,10,4,4,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",301,2.478566,True
simulation,10,5,5,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",421,2.624282,True
simulation,10,6,6,"[6, 6, 6, 6, 6, 6, 6, 6, 6, 6]",559,2.747412,True
simulation,10,7,7,"[7, 7, 7, 7, 7, 7, 7, 7, 7, 7]",715,2.854306,True
simulation,10,8,8,"[8, 8, 8, 8, 8, 8, 8, 8, 8, 8]",889,2.948902,True
simulation,10,9,9,"[9, 9, 9, 9, 9, 9, 9, 9, 9, 9]",1081,3.033826,True
simulation,10,10,13,"[13, 13, 13, 13, 13, 13, 13, 13, 13, 13]",2029,3.307282,True
simulation,10,11,16,"[16, 16, 16, 16, 16, 16, 16, 16, 16, 16]",2929,3.466719,True
simulation,10,12,19,"[19, 19, 19, 19, 19, 19, 19, 19, 19, 19]",3991,3.601082,True
simulation,10,13,21,"[21, 21, 21, 21, 21, 21, 21, 21, 21, 21]",4789,3.680245,True
simulation,10,14,24,"[24, 24, 24, 24, 24, 24, 24, 24, 24, 24]",6121,3.786822,True
simulation,10,15,26,"[26, 26, 26, 26, 26, 26, 26, 26, 26, 26]",7099,3.851197,True
simulation,10,16,28,"[28, 28, 28, 28, 28, 28, 28, 28, 28, 28]",8149,3.911104,True
simulation,10,17,30,"[30, 30, 30, 30, 30, 30, 30, 30, 30, 30]",9271,3.967127,True
simulation,10,18,31,"[31, 31, 31, 31, 31, 31, 31, 31, 31, 31]",9859,3.993833,True
simulation,10,19,45,"[45, 45, 45, 45, 45, 45, 45, 45, 45, 45]",19981,4.300617,True
simulation,10,20,56,"[56, 56, 56, 56, 56, 56, 56, 56, 56, 56]",30409,4.483002,True
simulation,10,21,65,"[65, 65, 65, 65, 65, 65, 65, 65, 65, 65]",40561,4.608109,True
simulation,10,22,72,"[72, 72, 72, 72, 72, 72, 72, 72, 72, 72]",49465,4.694298,True
simulation,10,23,80,"[80, 80, 80, 80, 80, 80, 80, 80, 80, 80]",60721,4.783339,True
simulation,10,24,86,"[86, 86, 86, 86, 86, 86, 86, 86, 86, 86]",69919,4.844595,True
simulation,10,25,92,"[92, 92, 92, 92, 92, 92, 92, 92, 92, 92]",79765,4.901812,True
simulation,10,26,98,"[98, 98, 98, 98, 98, 98, 98, 98, 98, 98]",90259,4.955491,True
simulation,10,27,103,"[103, 103, 103, 103, 103, 103, 103, 103, 103, 103]",99499,4.997819,True
simulation,10,28,147,"[147, 147, 147, 147, 147, 147, 147, 147, 147, 147]",200215,5.301497,True
simulation,10,29,180,"[180, 180, 180, 180, 180, 180, 180, 180, 180, 180]",298621,5.47512,True
simulation,10,30,209,"[209, 209, 209, 209, 209, 209, 209, 209, 209, 209]",401281,5.603449,True
simulation,10,31,234,"[234, 234, 234, 234, 234, 234, 234, 234, 234, 234]",501931,5.700644,True
simulation,10,32,256,"[256, 256, 256, 256, 256, 256, 256, 256, 256, 256]",599809,5.778013,True
simulation,10,33,277,"[277, 277, 277, 277, 277, 277, 277, 277, 277, 277]",701365,5.845944,True
simulation,10,34,296,"[296, 296, 296, 296, 296, 296, 296, 296, 296, 296]",800089,5.903138,True
simulation,10,35,314,"[314, 314, 314, 314, 314, 314, 314, 314, 314, 314]",899611,5.954055,True
simulation,10,36,331,"[331, 331, 331, 331, 331, 331, 331, 331, 331, 331]",998959,5.999548,True
simulation,10,37,469,"[469, 469, 469, 469, 469, 469, 469, 469, 469, 469]",1997941,6.300583,True
simulation,10,38,575,"[575, 575, 575, 575, 575, 575, 575, 575, 575, 575]",2998051,6.476839,True
simulation,10,39,665,"[665, 665, 665, 665, 665, 665, 665, 665, 665, 665]",4005961,6.602707,True
simulation,10,40,743,"[743, 743, 743, 743, 743, 743, 743, 743, 743, 743]",4997419,6.698746,True
simulation,10,41,814,"[814, 814, 814, 814, 814, 814, 814, 814, 814, 814]",5995111,6.777797,True
simulation,10,42,880,"[880, 880, 880, 880, 880, 880, 880, 880, 880, 880]",7003921,6.845341,True
simulation,10,43,941,"[941, 941, 941, 941, 941, 941, 941, 941, 941, 941]",8006029,6.903417,True
simulation,10,44,998,"[998, 998, 998, 998, 998, 998, 998, 998, 998, 998]",9002959,6.954385,True
simulation,10,45,1052,"[1052, 1052, 1052, 1052, 1052, 1052, 1052, 1052, 1052, 1052]",10001365,7.000059,True
simulation,10,46,1489,"[1489, 1489, 1489, 1489, 1489, 1489, 1489, 1489, 1489, 1489]",20012161,7.301294,True
simulation,10,47,1824,"[1824, 1824, 1824, 1824, 1824, 1824, 1824, 1824, 1824, 1824]",30013921,7.477323,True
simulation,10,48,2106,"[2106, 2106, 2106, 2106, 2106, 2106, 2106, 2106, 2106, 2106]",39999259,7.602052,True
simulation,10,49,2355,"[2355, 2355, 2355, 2355, 2355, 2355, 2355, 2355, 2355, 2355]",50006071,7.699023,True
simulation,10,50,2580,"[2580, 2580, 2580, 2580, 2580, 2580, 2580, 2580, 2580, 2580]",60008221,7.778211,True
simulation,10,51,2787,"[2787, 2787, 2787, 2787, 2787, 2787, 2787, 2787, 2787, 2787]",70015015,7.845191,True
simulation,10,52,2979,"[2979, 2979, 2979, 2979, 2979, 2979, 2979, 2979, 2979, 2979]",79986151,7.903015,True
simulation,10,53,3160,"[3160, 3160, 3160, 3160, 3160, 3160, 3160, 3160, 3160, 3160]",89993641,7.954212,True
simulation,10,54,3331,"[3331, 3331, 3331, 3331, 3331, 3331, 3331, 3331, 3331, 3331]",99989959,7.999956,True
simulation,10,55,3478,"[3478, 3478, 3478, 3478, 3478, 3478, 3478, 3478, 3478, 3478]",109003999,8.037442,True
simulation,10,56,3618,"[3618, 3618, 3618, 3618, 3618, 3618, 3618, 3618, 3618, 3618]",117950419,8.071699,True
simulation,10,57,3753,"[3753, 3753, 3753, 3753, 3753, 3753, 3753, 3753, 3753, 3753]",126911449,8.103501,True
simulation,10,58,3884,"[3884, 3884, 3884, 3884, 3884, 3884, 3884, 3884, 3884, 3884]",135920581,8.133285,True
simulation,10,59,4010,"[4010, 4010, 4010, 4010, 4010, 4010, 4010, 4010, 4010, 4010]",144877291,8.161,True
simulation,10,60,4133,"[4133, 4133, 4133, 4133, 4133, 4133, 4133, 4133, 4133, 4133]",153896389,8.187228,True
simulation,10,61,4252,"[4252, 4252, 4252, 4252, 4252, 4252, 4252, 4252, 4252, 4252]",162881365,8.211871,True
simulation,10,62,4367,"[4367, 4367, 4367, 4367, 4367, 4367, 4367, 4367, 4367, 4367]",171806515,8.23504,True
simulation,10,63,4480,"[4480, 4480, 4480, 4480, 4480, 4480, 4480, 4480, 4480, 4480]",180808321,8.257218,True
