[2026-05-18 03:38:54] Initialized ContinuousLogger for representation_ae_alt_width (Mode: ae_alt_width)
[2026-05-18 03:38:54] Logs: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/representation/ae_alt_width/cand_219_d1_w220/training_log.txt
[2026-05-18 03:38:54] CSV: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/representation/ae_alt_width/cand_219_d1_w220/training_stats.csv
[2026-05-18 03:38:54] [CANDIDATE] task=representation phase=ae_alt_width index=219 search_phase=width architecture=[220]
[2026-05-18 03:39:02] [representation][ae_alt_width][cand_219_d1_w220] epoch=1 architecture=[220] train_loss=0.308806 val_loss=0.293614 best=0.284859 es=0/5
[2026-05-18 03:39:04] [representation][ae_alt_width][cand_219_d1_w220] epoch=2 architecture=[220] train_loss=0.282650 val_loss=0.287366 best=0.284859 es=0/5
[2026-05-18 03:39:06] [representation][ae_alt_width][cand_219_d1_w220] epoch=3 architecture=[220] train_loss=0.280276 val_loss=0.288773 best=0.284859 es=1/5
[2026-05-18 03:39:08] [representation][ae_alt_width][cand_219_d1_w220] epoch=4 architecture=[220] train_loss=0.280288 val_loss=0.287005 best=0.284859 es=0/5
[2026-05-18 03:39:16] [representation][ae_alt_width][cand_219_d1_w220] epoch=5 architecture=[220] train_loss=0.279543 val_loss=0.286383 best=0.284859 es=0/5
[2026-05-18 03:39:18] [representation][ae_alt_width][cand_219_d1_w220] epoch=6 architecture=[220] train_loss=0.279562 val_loss=0.286939 best=0.284859 es=1/5
[2026-05-18 03:39:20] [representation][ae_alt_width][cand_219_d1_w220] epoch=7 architecture=[220] train_loss=0.280250 val_loss=0.287724 best=0.284859 es=2/5
[2026-05-18 03:39:23] [representation][ae_alt_width][cand_219_d1_w220] epoch=8 architecture=[220] train_loss=0.279550 val_loss=0.290893 best=0.284859 es=3/5
[2026-05-18 03:39:25] [representation][ae_alt_width][cand_219_d1_w220] epoch=9 architecture=[220] train_loss=0.279539 val_loss=0.290158 best=0.284859 es=4/5
[2026-05-18 03:39:33] [representation][ae_alt_width][cand_219_d1_w220] epoch=10 architecture=[220] train_loss=0.278784 val_loss=0.286722 best=0.284859 es=5/5
