[2026-05-16 10:57:46] Initialized ContinuousLogger for representation_ae_width_to_depth (Mode: ae_width_to_depth)
[2026-05-16 10:57:46] Logs: DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_012_d2_w14/training_log.txt
[2026-05-16 10:57:46] CSV: DAE/DNN/results/goliath_w2d_20260516/representation/ae_width_to_depth/cand_012_d2_w14/training_stats.csv
[2026-05-16 10:57:49] [representation][ae_width_to_depth][cand_012_d2_w14] epoch=1 train_loss=0.632982 val_loss=0.629523 best=0.629523 es=0/5
[2026-05-16 10:57:51] [representation][ae_width_to_depth][cand_012_d2_w14] epoch=2 train_loss=0.619615 val_loss=0.623686 best=0.623686 es=0/5
[2026-05-16 10:57:54] [representation][ae_width_to_depth][cand_012_d2_w14] epoch=3 train_loss=0.615468 val_loss=0.620805 best=0.620805 es=0/5
[2026-05-16 10:57:56] [representation][ae_width_to_depth][cand_012_d2_w14] epoch=4 train_loss=0.612929 val_loss=0.618541 best=0.618541 es=0/5
[2026-05-16 10:57:59] [representation][ae_width_to_depth][cand_012_d2_w14] epoch=5 train_loss=0.610888 val_loss=0.616590 best=0.616590 es=0/5
[2026-05-16 10:58:01] [representation][ae_width_to_depth][cand_012_d2_w14] epoch=6 train_loss=0.609035 val_loss=0.614598 best=0.614598 es=0/5
[2026-05-16 10:58:04] [representation][ae_width_to_depth][cand_012_d2_w14] epoch=7 train_loss=0.607214 val_loss=0.612623 best=0.612623 es=0/5
[2026-05-16 10:58:06] [representation][ae_width_to_depth][cand_012_d2_w14] epoch=8 train_loss=0.605344 val_loss=0.610642 best=0.610642 es=0/5
[2026-05-16 10:58:09] [representation][ae_width_to_depth][cand_012_d2_w14] epoch=9 train_loss=0.603476 val_loss=0.608786 best=0.608786 es=0/5
[2026-05-16 10:58:11] [representation][ae_width_to_depth][cand_012_d2_w14] epoch=10 train_loss=0.601785 val_loss=0.607111 best=0.607111 es=0/5
[2026-05-16 10:58:14] [representation][ae_width_to_depth][cand_012_d2_w14] epoch=11 train_loss=0.600253 val_loss=0.605684 best=0.605684 es=0/5
[2026-05-16 10:58:16] [representation][ae_width_to_depth][cand_012_d2_w14] epoch=12 train_loss=0.598919 val_loss=0.604447 best=0.604447 es=0/5
[2026-05-16 10:58:19] [representation][ae_width_to_depth][cand_012_d2_w14] epoch=13 train_loss=0.597937 val_loss=0.603851 best=0.603851 es=0/5
[2026-05-16 10:58:21] [representation][ae_width_to_depth][cand_012_d2_w14] epoch=14 train_loss=0.597395 val_loss=0.603015 best=0.603015 es=0/5
[2026-05-16 10:58:24] [representation][ae_width_to_depth][cand_012_d2_w14] epoch=15 train_loss=0.596680 val_loss=0.602482 best=0.602482 es=0/5
[2026-05-16 10:58:26] [representation][ae_width_to_depth][cand_012_d2_w14] epoch=16 train_loss=0.596322 val_loss=0.602246 best=0.602246 es=0/5
[2026-05-16 10:58:29] [representation][ae_width_to_depth][cand_012_d2_w14] epoch=17 train_loss=0.595960 val_loss=0.601875 best=0.601875 es=0/5
[2026-05-16 10:58:31] [representation][ae_width_to_depth][cand_012_d2_w14] epoch=18 train_loss=0.595743 val_loss=0.601713 best=0.601713 es=0/5
[2026-05-16 10:58:34] [representation][ae_width_to_depth][cand_012_d2_w14] epoch=19 train_loss=0.595583 val_loss=0.601493 best=0.601493 es=0/5
[2026-05-16 10:58:36] [representation][ae_width_to_depth][cand_012_d2_w14] epoch=20 train_loss=0.595408 val_loss=0.601362 best=0.601362 es=0/5
[2026-05-16 10:58:39] [representation][ae_width_to_depth][cand_012_d2_w14] epoch=21 train_loss=0.595196 val_loss=0.601197 best=0.601197 es=0/5
[2026-05-16 10:58:41] [representation][ae_width_to_depth][cand_012_d2_w14] epoch=22 train_loss=0.595128 val_loss=0.601095 best=0.601095 es=0/5
[2026-05-16 10:58:44] [representation][ae_width_to_depth][cand_012_d2_w14] epoch=23 train_loss=0.595055 val_loss=0.601052 best=0.601095 es=1/5
[2026-05-16 10:58:47] [representation][ae_width_to_depth][cand_012_d2_w14] epoch=24 train_loss=0.594961 val_loss=0.600964 best=0.600964 es=0/5
[2026-05-16 10:58:49] [representation][ae_width_to_depth][cand_012_d2_w14] epoch=25 train_loss=0.594927 val_loss=0.600839 best=0.600839 es=0/5
[2026-05-16 10:58:52] [representation][ae_width_to_depth][cand_012_d2_w14] epoch=26 train_loss=0.594911 val_loss=0.600778 best=0.600839 es=1/5
[2026-05-16 10:58:54] [representation][ae_width_to_depth][cand_012_d2_w14] epoch=27 train_loss=0.594787 val_loss=0.600772 best=0.600839 es=2/5
[2026-05-16 10:58:57] [representation][ae_width_to_depth][cand_012_d2_w14] epoch=28 train_loss=0.594731 val_loss=0.600711 best=0.600711 es=0/5
[2026-05-16 10:58:59] [representation][ae_width_to_depth][cand_012_d2_w14] epoch=29 train_loss=0.594606 val_loss=0.600637 best=0.600711 es=1/5
[2026-05-16 10:59:02] [representation][ae_width_to_depth][cand_012_d2_w14] epoch=30 train_loss=0.594671 val_loss=0.600685 best=0.600711 es=2/5
[2026-05-16 10:59:04] [representation][ae_width_to_depth][cand_012_d2_w14] epoch=31 train_loss=0.594614 val_loss=0.600545 best=0.600545 es=0/5
[2026-05-16 10:59:07] [representation][ae_width_to_depth][cand_012_d2_w14] epoch=32 train_loss=0.594496 val_loss=0.600527 best=0.600545 es=1/5
[2026-05-16 10:59:09] [representation][ae_width_to_depth][cand_012_d2_w14] epoch=33 train_loss=0.594468 val_loss=0.600414 best=0.600414 es=0/5
[2026-05-16 10:59:12] [representation][ae_width_to_depth][cand_012_d2_w14] epoch=34 train_loss=0.594338 val_loss=0.600341 best=0.600414 es=1/5
[2026-05-16 10:59:14] [representation][ae_width_to_depth][cand_012_d2_w14] epoch=35 train_loss=0.594348 val_loss=0.600333 best=0.600414 es=2/5
[2026-05-16 10:59:17] [representation][ae_width_to_depth][cand_012_d2_w14] epoch=36 train_loss=0.594313 val_loss=0.600270 best=0.600270 es=0/5
[2026-05-16 10:59:19] [representation][ae_width_to_depth][cand_012_d2_w14] epoch=37 train_loss=0.594229 val_loss=0.600202 best=0.600270 es=1/5
[2026-05-16 10:59:22] [representation][ae_width_to_depth][cand_012_d2_w14] epoch=38 train_loss=0.594078 val_loss=0.600111 best=0.600111 es=0/5
[2026-05-16 10:59:24] [representation][ae_width_to_depth][cand_012_d2_w14] epoch=39 train_loss=0.594070 val_loss=0.600085 best=0.600111 es=1/5
[2026-05-16 10:59:27] [representation][ae_width_to_depth][cand_012_d2_w14] epoch=40 train_loss=0.593971 val_loss=0.599917 best=0.599917 es=0/5
[2026-05-16 10:59:30] [representation][ae_width_to_depth][cand_012_d2_w14] epoch=41 train_loss=0.593836 val_loss=0.599773 best=0.599773 es=0/5
[2026-05-16 10:59:32] [representation][ae_width_to_depth][cand_012_d2_w14] epoch=42 train_loss=0.593811 val_loss=0.599773 best=0.599773 es=1/5
[2026-05-16 10:59:35] [representation][ae_width_to_depth][cand_012_d2_w14] epoch=43 train_loss=0.593623 val_loss=0.599623 best=0.599623 es=0/5
[2026-05-16 10:59:37] [representation][ae_width_to_depth][cand_012_d2_w14] epoch=44 train_loss=0.593645 val_loss=0.599643 best=0.599623 es=1/5
[2026-05-16 10:59:40] [representation][ae_width_to_depth][cand_012_d2_w14] epoch=45 train_loss=0.593592 val_loss=0.599576 best=0.599623 es=2/5
[2026-05-16 10:59:42] [representation][ae_width_to_depth][cand_012_d2_w14] epoch=46 train_loss=0.593496 val_loss=0.599552 best=0.599623 es=3/5
[2026-05-16 10:59:45] [representation][ae_width_to_depth][cand_012_d2_w14] epoch=47 train_loss=0.593606 val_loss=0.599625 best=0.599623 es=4/5
[2026-05-16 10:59:47] [representation][ae_width_to_depth][cand_012_d2_w14] epoch=48 train_loss=0.593551 val_loss=0.599534 best=0.599623 es=5/5
