task,depth,candidate_index,width,architecture,parameter_count,log10_parameter_count,selected_for_run
autoencoding,8,30,307,"[307, 307, 307, 307, 307, 307, 307, 307]",700321,5.845297,True
autoencoding,8,31,329,"[329, 329, 329, 329, 329, 329, 329, 329]",801169,5.903724,True
autoencoding,8,32,349,"[349, 349, 349, 349, 349, 349, 349, 349]",898729,5.953629,True
autoencoding,8,33,369,"[369, 369, 369, 369, 369, 369, 369, 369]",1001889,6.00082,True
autoencoding,8,34,525,"[525, 525, 525, 525, 525, 525, 525, 525]",1998729,6.300754,True
autoencoding,8,35,645,"[645, 645, 645, 645, 645, 645, 645, 645]",2997369,6.47674,True
autoencoding,8,36,747,"[747, 747, 747, 747, 747, 747, 747, 747]",4004721,6.602572,True
autoencoding,8,37,836,"[836, 836, 836, 836, 836, 836, 836, 836]",5002678,6.699203,True
autoencoding,8,38,916,"[916, 916, 916, 916, 916, 916, 916, 916]",5994358,6.777743,True
autoencoding,8,39,991,"[991, 991, 991, 991, 991, 991, 991, 991]",7005433,6.845435,True
autoencoding,8,40,1060,"[1060, 1060, 1060, 1060, 1060, 1060, 1060, 1060]",8005174,6.903371,True
autoencoding,8,41,1125,"[1125, 1125, 1125, 1125, 1125, 1125, 1125, 1125]",9007929,6.954625,True
autoencoding,8,42,1186,"[1186, 1186, 1186, 1186, 1186, 1186, 1186, 1186]",10002778,7.000121,True
autoencoding,8,43,1681,"[1681, 1681, 1681, 1681, 1681, 1681, 1681, 1681]",20002273,7.301079,True
autoencoding,8,44,2061,"[2061, 2061, 2061, 2061, 2061, 2061, 2061, 2061]",30006153,7.47721,True
autoencoding,8,45,2381,"[2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381]",39998473,7.602043,True
autoencoding,8,46,2663,"[2663, 2663, 2663, 2663, 2663, 2663, 2663, 2663]",49992553,7.698905,True
autoencoding,8,47,2918,"[2918, 2918, 2918, 2918, 2918, 2918, 2918, 2918]",59988298,7.778067,True
autoencoding,8,48,3153,"[3153, 3153, 3153, 3153, 3153, 3153, 3153, 3153]",70006113,7.845136,True
autoencoding,8,49,3371,"[3371, 3371, 3371, 3371, 3371, 3371, 3371, 3371]",79990513,7.903038,True
autoencoding,8,50,3576,"[3576, 3576, 3576, 3576, 3576, 3576, 3576, 3576]",89986518,7.954177,True
autoencoding,8,51,3770,"[3770, 3770, 3770, 3770, 3770, 3770, 3770, 3770]",99987994,7.999948,True
autoencoding,8,52,3872,"[3872, 3872, 3872, 3872, 3872, 3872, 3872, 3872]",105457846,8.023079,True
autoencoding,8,53,3972,"[3972, 3972, 3972, 3972, 3972, 3972, 3972, 3972]",110961846,8.045174,True
autoencoding,8,54,4069,"[4069, 4069, 4069, 4069, 4069, 4069, 4069, 4069]",116434489,8.066082,True
autoencoding,8,55,4163,"[4163, 4163, 4163, 4163, 4163, 4163, 4163, 4163]",121863553,8.085874,True
autoencoding,8,56,4256,"[4256, 4256, 4256, 4256, 4256, 4256, 4256, 4256]",127356598,8.105021,True
autoencoding,8,57,4347,"[4347, 4347, 4347, 4347, 4347, 4347, 4347, 4347]",132848721,8.123357,True
autoencoding,8,58,4435,"[4435, 4435, 4435, 4435, 4435, 4435, 4435, 4435]",138270049,8.140728,True
autoencoding,8,59,4523,"[4523, 4523, 4523, 4523, 4523, 4523, 4523, 4523]",143799793,8.157758,True
autoencoding,8,60,4608,"[4608, 4608, 4608, 4608, 4608, 4608, 4608, 4608]",149243958,8.173897,True
autoencoding,9,1,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",197,2.294466,True
autoencoding,9,2,2,"[2, 2, 2, 2, 2, 2, 2, 2, 2]",356,2.55145,True
autoencoding,9,3,3,"[3, 3, 3, 3, 3, 3, 3, 3, 3]",531,2.725095,True
autoencoding,9,4,4,"[4, 4, 4, 4, 4, 4, 4, 4, 4]",722,2.858537,True
autoencoding,9,5,5,"[5, 5, 5, 5, 5, 5, 5, 5, 5]",929,2.968016,True
autoencoding,9,6,9,"[9, 9, 9, 9, 9, 9, 9, 9, 9]",1917,3.282622,True
autoencoding,9,7,13,"[13, 13, 13, 13, 13, 13, 13, 13, 13]",3161,3.499824,True
autoencoding,9,8,15,"[15, 15, 15, 15, 15, 15, 15, 15, 15]",3879,3.58872,True
autoencoding,9,9,18,"[18, 18, 18, 18, 18, 18, 18, 18, 18]",5076,3.705522,True
autoencoding,9,10,20,"[20, 20, 20, 20, 20, 20, 20, 20, 20]",5954,3.774809,True
autoencoding,9,11,22,"[22, 22, 22, 22, 22, 22, 22, 22, 22]",6896,3.838597,True
autoencoding,9,12,24,"[24, 24, 24, 24, 24, 24, 24, 24, 24]",7902,3.897737,True
autoencoding,9,13,26,"[26, 26, 26, 26, 26, 26, 26, 26, 26]",8972,3.952889,True
autoencoding,9,14,28,"[28, 28, 28, 28, 28, 28, 28, 28, 28]",10106,4.004579,True
autoencoding,9,15,42,"[42, 42, 42, 42, 42, 42, 42, 42, 42]",19836,4.297454,True
autoencoding,9,16,53,"[53, 53, 53, 53, 53, 53, 53, 53, 53]",29681,4.472479,True
autoencoding,9,17,63,"[63, 63, 63, 63, 63, 63, 63, 63, 63]",40311,4.605424,True
autoencoding,9,18,71,"[71, 71, 71, 71, 71, 71, 71, 71, 71]",49967,4.698683,True
autoencoding,9,19,79,"[79, 79, 79, 79, 79, 79, 79, 79, 79]",60647,4.782809,True
autoencoding,9,20,85,"[85, 85, 85, 85, 85, 85, 85, 85, 85]",69329,4.840915,True
autoencoding,9,21,92,"[92, 92, 92, 92, 92, 92, 92, 92, 92]",80186,4.904099,True
autoencoding,9,22,98,"[98, 98, 98, 98, 98, 98, 98, 98, 98]",90116,4.954802,True
autoencoding,9,23,104,"[104, 104, 104, 104, 104, 104, 104, 104, 104]",100622,5.002693,True
autoencoding,9,24,150,"[150, 150, 150, 150, 150, 150, 150, 150, 150]",200304,5.30169,True
autoencoding,9,25,185,"[185, 185, 185, 185, 185, 185, 185, 185, 185]",298829,5.475423,True
autoencoding,9,26,215,"[215, 215, 215, 215, 215, 215, 215, 215, 215]",398879,5.600841,True
autoencoding,9,27,242,"[242, 242, 242, 242, 242, 242, 242, 242, 242]",501236,5.700042,True
autoencoding,9,28,266,"[266, 266, 266, 266, 266, 266, 266, 266, 266]",602012,5.779605,True
autoencoding,9,29,287,"[287, 287, 287, 287, 287, 287, 287, 287, 287]",697751,5.8437,True
autoencoding,9,30,308,"[308, 308, 308, 308, 308, 308, 308, 308, 308]",800546,5.903386,True
autoencoding,9,31,327,"[327, 327, 327, 327, 327, 327, 327, 327, 327]",899631,5.954064,True
autoencoding,9,32,345,"[345, 345, 345, 345, 345, 345, 345, 345, 345]",998829,5.999491,True
autoencoding,9,33,471,"[471, 471, 471, 471, 471, 471, 471, 471, 471]",1838367,6.264432,True
autoencoding,9,34,570,"[570, 570, 570, 570, 570, 570, 570, 570, 570]",2676204,6.427519,True
autoencoding,9,35,654,"[654, 654, 654, 654, 654, 654, 654, 654, 654]",3510072,6.545316,True
autoencoding,9,36,729,"[729, 729, 729, 729, 729, 729, 729, 729, 729]",4349997,6.638489,True
autoencoding,9,37,796,"[796, 796, 796, 796, 796, 796, 796, 796, 796]",5176442,6.714031,True
autoencoding,9,38,859,"[859, 859, 859, 859, 859, 859, 859, 859, 859]",6019067,6.779529,True
autoencoding,9,39,917,"[917, 917, 917, 917, 917, 917, 917, 917, 917]",6850961,6.835751,True
autoencoding,9,40,972,"[972, 972, 972, 972, 972, 972, 972, 972, 972]",7689546,6.885901,True
autoencoding,9,41,1024,"[1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024, 1024]",8526902,6.930791,True
autoencoding,10,1,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",201,2.303196,True
autoencoding,10,2,2,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",366,2.563481,True
autoencoding,10,3,3,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",549,2.739572,True
autoencoding,10,4,4,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",750,2.875061,True
autoencoding,10,5,5,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",969,2.986324,True
autoencoding,10,6,9,"[9, 9, 9, 9, 9, 9, 9, 9, 9, 9]",2025,3.306425,True
autoencoding,10,7,12,"[12, 12, 12, 12, 12, 12, 12, 12, 12, 12]",3006,3.477989,True
autoencoding,10,8,15,"[15, 15, 15, 15, 15, 15, 15, 15, 15, 15]",4149,3.617943,True
autoencoding,10,9,17,"[17, 17, 17, 17, 17, 17, 17, 17, 17, 17]",5001,3.699057,True
autoencoding,10,10,19,"[19, 19, 19, 19, 19, 19, 19, 19, 19, 19]",5925,3.772688,True
autoencoding,10,11,21,"[21, 21, 21, 21, 21, 21, 21, 21, 21, 21]",6921,3.840169,True
autoencoding,10,12,23,"[23, 23, 23, 23, 23, 23, 23, 23, 23, 23]",7989,3.902492,True
autoencoding,10,13,25,"[25, 25, 25, 25, 25, 25, 25, 25, 25, 25]",9129,3.960423,True
autoencoding,10,14,26,"[26, 26, 26, 26, 26, 26, 26, 26, 26, 26]",9726,3.987934,True
autoencoding,10,15,40,"[40, 40, 40, 40, 40, 40, 40, 40, 40, 40]",19974,4.300465,True
autoencoding,10,16,51,"[51, 51, 51, 51, 51, 51, 51, 51, 51, 51]",30501,4.484314,True
autoencoding,10,17,59,"[59, 59, 59, 59, 59, 59, 59, 59, 59, 59]",39525,4.596872,True
autoencoding,10,18,67,"[67, 67, 67, 67, 67, 67, 67, 67, 67, 67]",49701,4.696365,True
autoencoding,10,19,74,"[74, 74, 74, 74, 74, 74, 74, 74, 74, 74]",59550,4.774882,True
autoencoding,10,20,81,"[81, 81, 81, 81, 81, 81, 81, 81, 81, 81]",70281,4.846838,True
autoencoding,10,21,87,"[87, 87, 87, 87, 87, 87, 87, 87, 87, 87]",80181,4.904071,True
autoencoding,10,22,93,"[93, 93, 93, 93, 93, 93, 93, 93, 93, 93]",90729,4.957746,True
autoencoding,10,23,98,"[98, 98, 98, 98, 98, 98, 98, 98, 98, 98]",100014,5.000061,True
autoencoding,10,24,125,"[125, 125, 125, 125, 125, 125, 125, 125, 125, 125]",157929,5.198462,True
autoencoding,10,25,148,"[148, 148, 148, 148, 148, 148, 148, 148, 148, 148]",217614,5.337687,True
autoencoding,10,26,167,"[167, 167, 167, 167, 167, 167, 167, 167, 167, 167]",274101,5.437911,True
autoencoding,10,27,185,"[185, 185, 185, 185, 185, 185, 185, 185, 185, 185]",333609,5.523238,True
autoencoding,10,28,201,"[201, 201, 201, 201, 201, 201, 201, 201, 201, 201]",391401,5.592622,True
autoencoding,10,29,216,"[216, 216, 216, 216, 216, 216, 216, 216, 216, 216]",449766,5.652987,True
autoencoding,10,30,230,"[230, 230, 230, 230, 230, 230, 230, 230, 230, 230]",507894,5.705773,True
autoencoding,10,31,243,"[243, 243, 243, 243, 243, 243, 243, 243, 243, 243]",565029,5.752071,True
autoencoding,10,32,256,"[256, 256, 256, 256, 256, 256, 256, 256, 256, 256]",625206,5.796023,True
generation,1,1,1,[1],165,2.217484,True
generation,1,2,2,[2],276,2.440909,True
generation,1,3,3,[3],387,2.587711,True
generation,1,4,4,[4],498,2.697229,True
generation,1,5,5,[5],609,2.784617,True
generation,1,6,6,[6],720,2.857332,True
generation,1,7,7,[7],831,2.919601,True
generation,1,8,8,[8],942,2.974051,True
generation,1,9,9,[9],1053,3.022428,True
generation,1,10,18,[18],2052,3.312177,True
generation,1,11,27,[27],3051,3.484442,True
generation,1,12,36,[36],4050,3.607455,True
generation,1,13,45,[45],5049,3.703205,True
generation,1,14,54,[54],6048,3.781612,True
generation,1,15,63,[63],7047,3.848004,True
generation,1,16,72,[72],8046,3.90558,True
generation,1,17,81,[81],9045,3.956409,True
generation,1,18,90,[90],10044,4.001907,True
generation,1,19,180,[180],20034,4.301768,True
generation,1,20,270,[270],30024,4.477469,True
generation,1,21,360,[360],40014,4.602212,True
generation,1,22,450,[450],50004,4.699005,True
generation,1,23,540,[540],59994,4.778108,True
generation,1,24,630,[630],69984,4.844999,True
generation,1,25,720,[720],79974,4.902949,True
generation,1,26,810,[810],89964,4.954069,True
generation,1,27,900,[900],99954,4.9998,True
generation,1,28,1801,[1801],199965,5.300954,True
generation,1,29,2702,[2702],299976,5.477087,True
generation,1,30,3603,[3603],399987,5.602046,True
generation,1,31,4504,[4504],499998,5.698968,True
generation,1,32,5405,[5405],600009,5.778158,True
generation,1,33,6306,[6306],700020,5.84511,True
generation,1,34,7207,[7207],800031,5.903107,True
generation,1,35,8108,[8108],900042,5.954263,True
generation,1,36,9009,[9009],1000053,6.000023,True
generation,1,37,12125,[12125],1345929,6.129022,True
generation,1,38,15241,[15241],1691805,6.22835,True
generation,1,39,18358,[18358],2037792,6.30916,True
generation,1,40,21474,[21474],2383668,6.377246,True
generation,1,41,24590,[24590],2729544,6.43609,True
generation,1,42,27707,[27707],3075531,6.48792,True
generation,1,43,30823,[30823],3421407,6.534205,True
generation,1,44,32769,[32769],3637413,6.560793,True
generation,1,45,37056,[37056],4113270,6.614187,True
generation,2,1,1,"[1, 1]",169,2.227887,True
generation,2,2,2,"[2, 2]",286,2.456366,True
generation,2,3,3,"[3, 3]",405,2.607455,True
generation,2,4,4,"[4, 4]",526,2.720986,True
generation,2,5,5,"[5, 5]",649,2.812245,True
generation,2,6,6,"[6, 6]",774,2.888741,True
generation,2,7,7,"[7, 7]",901,2.954725,True
generation,2,8,8,"[8, 8]",1030,3.012837,True
generation,2,9,15,"[15, 15]",1989,3.298635,True
generation,2,10,22,"[22, 22]",3046,3.48373,True
generation,2,11,28,"[28, 28]",4030,3.605305,True
generation,2,12,34,"[34, 34]",5086,3.706376,True
generation,2,13,39,"[39, 39]",6021,3.779669,True
generation,2,14,44,"[44, 44]",7006,3.84547,True
generation,2,15,49,"[49, 49]",8041,3.90531,True
generation,2,16,53,"[53, 53]",8905,3.949634,True
generation,2,17,58,"[58, 58]",10030,4.001301,True
generation,2,18,95,"[95, 95]",19909,4.299049,True
generation,2,19,125,"[125, 125]",29929,4.476092,True
generation,2,20,151,"[151, 151]",40069,4.602809,True
generation,2,21,174,"[174, 174]",50166,4.700409,True
generation,2,22,194,"[194, 194]",59806,4.776745,True
generation,2,23,214,"[214, 214]",70246,4.846622,True
generation,2,24,231,"[231, 231]",79749,4.901725,True
generation,2,25,248,"[248, 248]",89830,4.953421,True
generation,2,26,264,"[264, 264]",99846,4.999331,True
generation,2,27,394,"[394, 394]",200206,5.301477,True
generation,2,28,494,"[494, 494]",300406,5.477709,True
generation,2,29,578,"[578, 578]",400030,5.602093,True
generation,2,30,652,"[652, 652]",499486,5.698523,True
generation,2,31,720,"[720, 720]",600534,5.778538,True
generation,2,32,782,"[782, 782]",700726,5.845548,True
generation,2,33,839,"[839, 839]",799621,5.902884,True
generation,2,34,893,"[893, 893]",899305,5.953907,True
generation,2,35,945,"[945, 945]",1000809,6.000351,True
generation,2,36,1358,"[1358, 1358]",1999030,6.300819,True
generation,2,37,1676,"[1676, 1676]",3000094,6.477135,True
generation,2,38,1944,"[1944, 1944]",4000806,6.602147,True
generation,2,39,2180,"[2180, 2180]",5000974,6.699055,True
generation,2,40,2393,"[2393, 2393]",5999305,6.778101,True
generation,2,41,2589,"[2589, 2589]",6998121,6.844981,True
generation,2,42,2772,"[2772, 2772]",8000046,6.903092,True
generation,2,43,2944,"[2944, 2944]",9002806,6.954378,True
generation,2,44,3106,"[3106, 3106]",10001374,7.00006,True
generation,2,45,4415,"[4415, 4415]",19995589,7.300934,True
generation,2,46,5421,"[5421, 5421]",30005289,7.477198,True
generation,2,47,6268,"[6268, 6268]",40002430,7.602086,True
generation,2,48,7014,"[7014, 7014]",49995846,7.698934,True
generation,2,49,7689,"[7689, 7689]",59997321,7.778132,True
generation,2,50,8310,"[8310, 8310]",70003494,7.84512,True
generation,2,51,8887,"[8887, 8887]",79991941,7.903046,True
generation,2,52,9430,"[9430, 9430]",89999974,7.954242,True
generation,2,53,9943,"[9943, 9943]",99996805,7.999986,True
generation,2,54,10512,"[10512, 10512]",111700566,8.048055,True
generation,2,55,11052,"[11052, 11052]",123406686,8.091339,True
generation,2,56,11567,"[11567, 11567]",135114181,8.130701,True
generation,2,57,12060,"[12060, 12060]",146818494,8.166781,True
generation,2,58,12533,"[12533, 12533]",158504905,8.200043,True
generation,2,59,12990,"[12990, 12990]",170221014,8.231013,True
generation,2,60,13431,"[13431, 13431]",181922949,8.259887,True
generation,2,61,13858,"[13858, 13858]",193624030,8.286959,True
generation,2,62,14272,"[14272, 14272]",205317046,8.312425,True
generation,3,1,1,"[1, 1, 1]",173,2.238046,True
generation,3,2,2,"[2, 2, 2]",296,2.471292,True
generation,3,3,3,"[3, 3, 3]",423,2.62634,True
generation,3,4,4,"[4, 4, 4]",554,2.74351,True
generation,3,5,5,"[5, 5, 5]",689,2.838219,True
generation,3,6,6,"[6, 6, 6]",828,2.91803,True
generation,3,7,7,"[7, 7, 7]",971,2.987219,True
generation,3,8,14,"[14, 14, 14]",2084,3.318898,True
generation,3,9,19,"[19, 19, 19]",2999,3.476976,True
generation,3,10,24,"[24, 24, 24]",4014,3.603577,True
generation,3,11,28,"[28, 28, 28]",4898,3.690019,True
generation,3,12,33,"[33, 33, 33]",6093,3.784831,True
generation,3,13,37,"[37, 37, 37]",7121,3.852541,True
generation,3,14,40,"[40, 40, 40]",7934,3.899492,True
generation,3,15,44,"[44, 44, 44]",9074,3.957799,True
generation,3,16,47,"[47, 47, 47]",9971,3.998739,True
generation,3,17,75,"[75, 75, 75]",20079,4.302742,True
generation,3,18,97,"[97, 97, 97]",30221,4.480309,True
generation,3,19,115,"[115, 115, 115]",39959,4.601615,True
generation,3,20,131,"[131, 131, 131]",49703,4.696383,True
generation,3,21,146,"[146, 146, 146]",59768,4.776469,True
generation,3,22,160,"[160, 160, 160]",69974,4.844937,True
generation,3,23,173,"[173, 173, 173]",80153,4.90392,True
generation,3,24,185,"[185, 185, 185]",90149,4.954961,True
generation,3,25,196,"[196, 196, 196]",99818,4.999209,True
generation,3,26,288,"[288, 288, 288]",199638,5.300243,True
generation,3,27,359,"[359, 359, 359]",299819,5.476859,True
generation,3,28,419,"[419, 419, 419]",400199,5.602276,True
generation,3,29,472,"[472, 472, 472]",500846,5.699704,True
generation,3,30,519,"[519, 519, 519]",599499,5.777788,True
generation,3,31,563,"[563, 563, 563]",699863,5.845013,True
generation,3,32,604,"[604, 604, 604]",800354,5.903282,True
generation,3,33,642,"[642, 642, 642]",899496,5.953999,True
generation,3,34,678,"[678, 678, 678]",998748,5.999456,True
generation,3,35,971,"[971, 971, 971]",1999343,6.300887,True
generation,3,36,1196,"[1196, 1196, 1196]",3000818,6.47724,True
generation,3,37,1385,"[1385, 1385, 1385]",3998549,6.601902,True
generation,3,38,1552,"[1552, 1552, 1552]",4999046,6.698887,True
generation,3,39,1703,"[1703, 1703, 1703]",5999723,6.778131,True
generation,3,40,1842,"[1842, 1842, 1842]",7001496,6.845191,True
generation,3,41,1971,"[1971, 1971, 1971]",8000343,6.903109,True
generation,3,42,2092,"[2092, 2092, 2092]",8997746,6.954134,True
generation,3,43,2207,"[2207, 2207, 2207]",9999971,6.999999,True
generation,3,44,3133,"[3133, 3133, 3133]",19997993,7.300986,True
generation,3,45,3844,"[3844, 3844, 3844]",30002474,7.477157,True
generation,3,46,4443,"[4443, 4443, 4443]",40000383,7.602064,True
generation,3,47,4971,"[4971, 4971, 4971]",50003343,7.698999,True
generation,3,48,5448,"[5448, 5448, 5448]",59998878,7.778143,True
generation,3,49,5887,"[5887, 5887, 5887]",70002371,7.845113,True
generation,3,50,6295,"[6295, 6295, 6295]",79990619,7.903039,True
generation,3,51,6679,"[6679, 6679, 6679]",89999579,7.95424,True
generation,3,52,7042,"[7042, 7042, 7042]",100003496,8.000015,True
generation,3,53,7514,"[7514, 7514, 7514]",113799584,8.056141,True
generation,3,54,7959,"[7959, 7959, 7959]",127622619,8.105928,True
generation,3,55,8380,"[8380, 8380, 8380]",141429314,8.150539,True
generation,3,56,8781,"[8781, 8781, 8781]",155239353,8.191002,True
generation,3,57,9164,"[9164, 9164, 9164]",169030034,8.227964,True
generation,3,58,9532,"[9532, 9532, 9532]",182833346,8.262055,True
generation,3,59,9887,"[9887, 9887, 9887]",196662371,8.293721,True
generation,3,60,10229,"[10229, 10229, 10229]",210461729,8.323173,True
generation,3,61,10560,"[10560, 10560, 10560]",224262774,8.350757,True
generation,4,1,1,"[1, 1, 1, 1]",177,2.247973,True
generation,4,2,2,"[2, 2, 2, 2]",306,2.485721,True
generation,4,3,3,"[3, 3, 3, 3]",441,2.644439,True
generation,4,4,4,"[4, 4, 4, 4]",582,2.764923,True
generation,4,5,5,"[5, 5, 5, 5]",729,2.862728,True
generation,4,6,6,"[6, 6, 6, 6]",882,2.945469,True
generation,4,7,7,"[7, 7, 7, 7]",1041,3.017451,True
generation,4,8,12,"[12, 12, 12, 12]",1926,3.284656,True
generation,4,9,17,"[17, 17, 17, 17]",2961,3.471438,True
generation,4,10,21,"[21, 21, 21, 21]",3897,3.59073,True
generation,4,11,25,"[25, 25, 25, 25]",4929,3.692759,True
generation,4,12,29,"[29, 29, 29, 29]",6057,3.782258,True
generation,4,13,32,"[32, 32, 32, 32]",6966,3.842983,True
generation,4,14,35,"[35, 35, 35, 35]",7929,3.899218,True
generation,4,15,38,"[38, 38, 38, 38]",8946,3.951629,True
generation,4,16,41,"[41, 41, 41, 41]",10017,4.000738,True
generation,4,17,64,"[64, 64, 64, 64]",20022,4.301507,True
generation,4,18,82,"[82, 82, 82, 82]",30066,4.478076,True
generation,4,19,97,"[97, 97, 97, 97]",39921,4.601201,True
generation,4,20,111,"[111, 111, 111, 111]",50337,4.701887,True
generation,4,21,123,"[123, 123, 123, 123]",60201,4.779604,True
generation,4,22,134,"[134, 134, 134, 134]",70002,4.84511,True
generation,4,23,144,"[144, 144, 144, 144]",79542,4.900597,True
generation,4,24,154,"[154, 154, 154, 154]",89682,4.952705,True
generation,4,25,164,"[164, 164, 164, 164]",100422,5.001829,True
generation,4,26,239,"[239, 239, 239, 239]",200097,5.301241,True
generation,4,27,297,"[297, 297, 297, 297]",300321,5.477586,True
generation,4,28,346,"[346, 346, 346, 346]",400722,5.602843,True
generation,4,29,389,"[389, 389, 389, 389]",500697,5.699575,True
generation,4,30,428,"[428, 428, 428, 428]",600966,5.77885,True
generation,4,31,463,"[463, 463, 463, 463]",698721,5.844304,True
generation,4,32,497,"[497, 497, 497, 497]",800721,5.903481,True
generation,4,33,528,"[528, 528, 528, 528]",899766,5.95413,True
generation,4,34,558,"[558, 558, 558, 558]",1001106,6.00048,True
generation,4,35,797,"[797, 797, 797, 797]",2001321,6.301317,True
generation,4,36,980,"[980, 980, 980, 980]",2998854,6.476955,True
generation,4,37,1135,"[1135, 1135, 1135, 1135]",4000929,6.602161,True
generation,4,38,1271,"[1271, 1271, 1271, 1271]",4998897,6.698874,True
generation,4,39,1394,"[1394, 1394, 1394, 1394]",5997042,6.777937,True
generation,4,40,1508,"[1508, 1508, 1508, 1508]",7003206,6.845297,True
generation,4,41,1613,"[1613, 1613, 1613, 1613]",7998921,6.903031,True
generation,4,42,1712,"[1712, 1712, 1712, 1712]",8998326,6.954162,True
generation,4,43,1806,"[1806, 1806, 1806, 1806]",10001682,7.000073,True
generation,4,44,2562,"[2562, 2562, 2562, 2562]",19999026,7.301009,True
generation,4,45,3142,"[3142, 3142, 3142, 3142]",29993586,7.477028,True
generation,4,46,3632,"[3632, 3632, 3632, 3632]",40010166,7.60217,True
generation,4,47,4063,"[4063, 4063, 4063, 4063]",50011521,7.69907,True
generation,4,48,4452,"[4452, 4452, 4452, 4452]",59995206,7.778117,True
generation,4,49,4810,"[4810, 4810, 4810, 4810]",69985554,7.845008,True
generation,4,50,5144,"[5144, 5144, 5144, 5144]",79999542,7.903088,True
generation,4,51,5457,"[5457, 5457, 5457, 5457]",89991441,7.954201,True
generation,4,52,5754,"[5754, 5754, 5754, 5754]",100016082,8.00007,True
generation,4,53,6131,"[6131, 6131, 6131, 6131]",113503257,8.055008,True
generation,4,54,6487,"[6487, 6487, 6487, 6487]",127022001,8.103879,True
generation,4,55,6825,"[6825, 6825, 6825, 6825]",140560929,8.147865,True
generation,4,56,7147,"[7147, 7147, 7147, 7147]",154096521,8.187793,True
generation,4,57,7454,"[7454, 7454, 7454, 7454]",167580882,8.224224,True
generation,4,58,7750,"[7750, 7750, 7750, 7750]",181117554,8.257961,True
generation,4,59,8035,"[8035, 8035, 8035, 8035]",194647929,8.28925,True
generation,4,60,8310,"[8310, 8310, 8310, 8310]",208165554,8.318409,True
generation,4,61,8576,"[8576, 8576, 8576, 8576]",221672502,8.345712,True
generation,5,1,1,"[1, 1, 1, 1, 1]",181,2.257679,True
generation,5,2,2,"[2, 2, 2, 2, 2]",316,2.499687,True
generation,5,3,3,"[3, 3, 3, 3, 3]",459,2.661813,True
generation,5,4,4,"[4, 4, 4, 4, 4]",610,2.78533,True
generation,5,5,5,"[5, 5, 5, 5, 5]",769,2.885926,True
generation,5,6,6,"[6, 6, 6, 6, 6]",936,2.971276,True
generation,5,7,12,"[12, 12, 12, 12, 12]",2106,3.323458,True
generation,5,8,16,"[16, 16, 16, 16, 16]",3046,3.48373,True
generation,5,9,20,"[20, 20, 20, 20, 20]",4114,3.614264,True
generation,5,10,23,"[23, 23, 23, 23, 23]",4999,3.698883,True
generation,5,11,26,"[26, 26, 26, 26, 26]",5956,3.774955,True
generation,5,12,29,"[29, 29, 29, 29, 29]",6985,3.844166,True
generation,5,13,32,"[32, 32, 32, 32, 32]",8086,3.907734,True
generation,5,14,34,"[34, 34, 34, 34, 34]",8860,3.947434,True
generation,5,15,37,"[37, 37, 37, 37, 37]",10081,4.003504,True
generation,5,16,57,"[57, 57, 57, 57, 57]",20061,4.302353,True
generation,5,17,73,"[73, 73, 73, 73, 73]",30349,4.482144,True
generation,5,18,86,"[86, 86, 86, 86, 86]",40216,4.604399,True
generation,5,19,97,"[97, 97, 97, 97, 97]",49621,4.695666,True
generation,5,20,108,"[108, 108, 108, 108, 108]",59994,4.778108,True
generation,5,21,118,"[118, 118, 118, 118, 118]",70264,4.846733,True
generation,5,22,127,"[127, 127, 127, 127, 127]",80191,4.904126,True
generation,5,23,135,"[135, 135, 135, 135, 135]",89559,4.952109,True
generation,5,24,143,"[143, 143, 143, 143, 143]",99439,4.997557,True
generation,5,25,209,"[209, 209, 209, 209, 209]",200485,5.302082,True
generation,5,26,259,"[259, 259, 259, 259, 259]",300235,5.477461,True
generation,5,27,301,"[301, 301, 301, 301, 301]",399481,5.601496,True
generation,5,28,338,"[338, 338, 338, 338, 338]",498604,5.697756,True
generation,5,29,372,"[372, 372, 372, 372, 372]",599346,5.777678,True
generation,5,30,403,"[403, 403, 403, 403, 403]",699259,5.844638,True
generation,5,31,432,"[432, 432, 432, 432, 432]",799686,5.902919,True
generation,5,32,459,"[459, 459, 459, 459, 459]",899235,5.953873,True
generation,5,33,485,"[485, 485, 485, 485, 485]",1000609,6.000264,True
generation,5,34,692,"[692, 692, 692, 692, 692]",2000626,6.301166,True
generation,5,35,851,"[851, 851, 851, 851, 851]",3001531,6.477343,True
generation,5,36,985,"[985, 985, 985, 985, 985]",4002109,6.602289,True
generation,5,37,1103,"[1103, 1103, 1103, 1103, 1103]",5002159,6.699157,True
generation,5,38,1209,"[1209, 1209, 1209, 1209, 1209]",5995485,6.777824,True
generation,5,39,1308,"[1308, 1308, 1308, 1308, 1308]",7004394,6.845371,True
generation,5,40,1399,"[1399, 1399, 1399, 1399, 1399]",8000935,6.903141,True
generation,5,41,1485,"[1485, 1485, 1485, 1485, 1485]",9003609,6.954417,True
