task,family,phase,architecture,best_val,best_epoch,final_epoch,source
generation,STL_ablation,stl_ablation_d06_w064_64_64_64_64_64_64,"[64, 64, 64, 64, 64, 64]",1.008415324765186,12,17,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/generation/ablation_summary.json
generation,STL_ablation,stl_ablation_d06_w096_96_96_96_96_96_96,"[96, 96, 96, 96, 96, 96]",1.0085975145684678,9,14,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/generation/ablation_summary.json
generation,STL_ablation,stl_ablation_d06_w128_128_128_128_128_128_128,"[128, 128, 128, 128, 128, 128]",1.0084074269666337,7,12,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/generation/ablation_summary.json
generation,STL_ablation,stl_ablation_d06_w160_160_160_160_160_160_160,"[160, 160, 160, 160, 160, 160]",1.0086488863920846,9,14,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/generation/ablation_summary.json
generation,STL_ablation,stl_ablation_d06_w192_192_192_192_192_192_192,"[192, 192, 192, 192, 192, 192]",1.0085640201712063,10,15,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/generation/ablation_summary.json
generation,STL_ablation,stl_ablation_d06_w224_224_224_224_224_224_224,"[224, 224, 224, 224, 224, 224]",1.0085369159353759,5,10,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/generation/ablation_summary.json
generation,STL_ablation,stl_ablation_d06_w256_256_256_256_256_256_256,"[256, 256, 256, 256, 256, 256]",1.0084959256782586,7,12,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/generation/ablation_summary.json
generation,STL_ablation,stl_ablation_d08_w064_64_64_64_64_64_64_64_64,"[64, 64, 64, 64, 64, 64, 64, 64]",1.0084469474580098,14,19,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/generation/ablation_summary.json
generation,STL_ablation,stl_ablation_d08_w096_96_96_96_96_96_96_96_96,"[96, 96, 96, 96, 96, 96, 96, 96]",1.0083859133799595,9,14,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/generation/ablation_summary.json
generation,STL_ablation,stl_ablation_d08_w128_128_128_128_128_128_128_128_128,"[128, 128, 128, 128, 128, 128, 128, 128]",1.0084120943618886,7,12,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/generation/ablation_summary.json
generation,STL_ablation,stl_ablation_d08_w160_160_160_160_160_160_160_160_160,"[160, 160, 160, 160, 160, 160, 160, 160]",1.0083165386782191,5,10,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/generation/ablation_summary.json
generation,STL_ablation,stl_ablation_d08_w192_192_192_192_192_192_192_192_192,"[192, 192, 192, 192, 192, 192, 192, 192]",1.0084579712109292,7,12,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/generation/ablation_summary.json
generation,STL_ablation,stl_ablation_d08_w224_224_224_224_224_224_224_224_224,"[224, 224, 224, 224, 224, 224, 224, 224]",1.0084094486280315,5,10,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/generation/ablation_summary.json
generation,STL_ablation,stl_ablation_d08_w256_256_256_256_256_256_256_256_256,"[256, 256, 256, 256, 256, 256, 256, 256]",1.0084091335003131,5,10,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/generation/ablation_summary.json
generation,STL_ablation,stl_ablation_d10_w064_64_64_64_64_64_64_64_64_64_64,"[64, 64, 64, 64, 64, 64, 64, 64, 64, 64]",1.0084660592691572,8,13,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/generation/ablation_summary.json
generation,STL_ablation,stl_ablation_d10_w096_96_96_96_96_96_96_96_96_96_96,"[96, 96, 96, 96, 96, 96, 96, 96, 96, 96]",1.0083682066753985,8,13,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/generation/ablation_summary.json
generation,STL_ablation,stl_ablation_d10_w128_128_128_128_128_128_128_128_128_128_128,"[128, 128, 128, 128, 128, 128, 128, 128, 128, 128]",1.0083838507131184,5,10,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/generation/ablation_summary.json
generation,STL_ablation,stl_ablation_d10_w160_160_160_160_160_160_160_160_160_160_160,"[160, 160, 160, 160, 160, 160, 160, 160, 160, 160]",1.0082621260380036,5,10,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/generation/ablation_summary.json
generation,STL_ablation,stl_ablation_d10_w192_192_192_192_192_192_192_192_192_192_192,"[192, 192, 192, 192, 192, 192, 192, 192, 192, 192]",1.0083358720506879,5,10,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/generation/ablation_summary.json
generation,STL_ablation,stl_ablation_d10_w224_224_224_224_224_224_224_224_224_224_224,"[224, 224, 224, 224, 224, 224, 224, 224, 224, 224]",1.0084104722150333,5,10,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/generation/ablation_summary.json
generation,STL_ablation,stl_ablation_d10_w256_256_256_256_256_256_256_256_256_256_256,"[256, 256, 256, 256, 256, 256, 256, 256, 256, 256]",1.0083754788472836,5,10,MLPS/tabular/shared/dae_dnn/results/stl_ablation_all_tasks_d3plus_w64plus/generation/ablation_summary.json
generation,STL_paired,stl_from_ae_alt_depth,"[96, 96, 96, 95, 95, 95]",1.0084564424632525,11,16,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/task_summary.json
generation,STL_paired,stl_from_ae_alt_width,[59],1.0086552017443058,36,41,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/task_summary.json
generation,STL_paired,stl_from_ae_depth_to_width,"[140, 140, 140, 140, 140, 139, 139, 139, 139, 139]",1.008332533725857,5,10,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/task_summary.json
generation,STL_paired,stl_from_ae_width_to_depth,[56],1.0086094048092533,36,41,MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/generation/task_summary.json
