task,phase,candidate_index,candidate_dir,architecture,best_val,best_epoch,final_epoch,best_checkpoint,last_checkpoint,improved_over_global,search_phase,width_fail,depth_fail
anomaly,stl_from_ae_width_only,0,cand_000_d1_w114,[114],0.0018310918239876628,163,173,MLPS/tabular/shared/dae_dnn/results/goliath_active_suite_width_only_gpu/anomaly_d1/anomaly/stl_from_ae_width_only/cand_000_d1_w114/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_active_suite_width_only_gpu/anomaly_d1/anomaly/stl_from_ae_width_only/cand_000_d1_w114/checkpoint_last.pt,True,stl_from_ae_width_only,0,0
