[2026-05-20 12:36:21] Initialized ContinuousLogger for autoencoding_ae_width_to_depth (Mode: ae_width_to_depth)
[2026-05-20 12:36:21] Logs: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/autoencoding/ae_width_to_depth/cand_047_d1_w48/training_log.txt
[2026-05-20 12:36:21] CSV: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/autoencoding/ae_width_to_depth/cand_047_d1_w48/training_stats.csv
[2026-05-20 12:36:21] [CANDIDATE] task=autoencoding phase=ae_width_to_depth index=47 search_phase=width architecture=[48]
[2026-05-20 12:36:24] [autoencoding][ae_width_to_depth][cand_047_d1_w48] epoch=1 architecture=[48] train_loss=0.024425 val_loss=0.020885 best=0.020262 es=0/5
[2026-05-20 12:36:26] [autoencoding][ae_width_to_depth][cand_047_d1_w48] epoch=2 architecture=[48] train_loss=0.022850 val_loss=0.020510 best=0.020262 es=0/5
[2026-05-20 12:36:29] [autoencoding][ae_width_to_depth][cand_047_d1_w48] epoch=3 architecture=[48] train_loss=0.022271 val_loss=0.020206 best=0.020206 es=0/5
[2026-05-20 12:36:32] [autoencoding][ae_width_to_depth][cand_047_d1_w48] epoch=4 architecture=[48] train_loss=0.022120 val_loss=0.020085 best=0.020085 es=0/5
[2026-05-20 12:36:35] [autoencoding][ae_width_to_depth][cand_047_d1_w48] epoch=5 architecture=[48] train_loss=0.022043 val_loss=0.020079 best=0.020085 es=1/5
[2026-05-20 12:36:38] [autoencoding][ae_width_to_depth][cand_047_d1_w48] epoch=6 architecture=[48] train_loss=0.021803 val_loss=0.019989 best=0.020085 es=2/5
[2026-05-20 12:36:40] [autoencoding][ae_width_to_depth][cand_047_d1_w48] epoch=7 architecture=[48] train_loss=0.021764 val_loss=0.019745 best=0.019745 es=0/5
[2026-05-20 12:36:43] [autoencoding][ae_width_to_depth][cand_047_d1_w48] epoch=8 architecture=[48] train_loss=0.021232 val_loss=0.019421 best=0.019421 es=0/5
[2026-05-20 12:36:46] [autoencoding][ae_width_to_depth][cand_047_d1_w48] epoch=9 architecture=[48] train_loss=0.020965 val_loss=0.019092 best=0.019092 es=0/5
[2026-05-20 12:36:49] [autoencoding][ae_width_to_depth][cand_047_d1_w48] epoch=10 architecture=[48] train_loss=0.020444 val_loss=0.018861 best=0.018861 es=0/5
[2026-05-20 12:36:52] [autoencoding][ae_width_to_depth][cand_047_d1_w48] epoch=11 architecture=[48] train_loss=0.020134 val_loss=0.018235 best=0.018235 es=0/5
[2026-05-20 12:36:55] [autoencoding][ae_width_to_depth][cand_047_d1_w48] epoch=12 architecture=[48] train_loss=0.019470 val_loss=0.017750 best=0.017750 es=0/5
[2026-05-20 12:36:57] [autoencoding][ae_width_to_depth][cand_047_d1_w48] epoch=13 architecture=[48] train_loss=0.020287 val_loss=0.017359 best=0.017359 es=0/5
[2026-05-20 12:37:00] [autoencoding][ae_width_to_depth][cand_047_d1_w48] epoch=14 architecture=[48] train_loss=0.018682 val_loss=0.017005 best=0.017005 es=0/5
[2026-05-20 12:37:03] [autoencoding][ae_width_to_depth][cand_047_d1_w48] epoch=15 architecture=[48] train_loss=0.018304 val_loss=0.016495 best=0.016495 es=0/5
[2026-05-20 12:37:06] [autoencoding][ae_width_to_depth][cand_047_d1_w48] epoch=16 architecture=[48] train_loss=0.017582 val_loss=0.016108 best=0.016108 es=0/5
[2026-05-20 12:37:08] [autoencoding][ae_width_to_depth][cand_047_d1_w48] epoch=17 architecture=[48] train_loss=0.019040 val_loss=0.017733 best=0.016108 es=1/5
[2026-05-20 12:37:11] [autoencoding][ae_width_to_depth][cand_047_d1_w48] epoch=18 architecture=[48] train_loss=0.017848 val_loss=0.016086 best=0.016108 es=2/5
[2026-05-20 12:37:14] [autoencoding][ae_width_to_depth][cand_047_d1_w48] epoch=19 architecture=[48] train_loss=0.017154 val_loss=0.015561 best=0.015561 es=0/5
[2026-05-20 12:37:17] [autoencoding][ae_width_to_depth][cand_047_d1_w48] epoch=20 architecture=[48] train_loss=0.016633 val_loss=0.015357 best=0.015357 es=0/5
[2026-05-20 12:37:20] [autoencoding][ae_width_to_depth][cand_047_d1_w48] epoch=21 architecture=[48] train_loss=0.016464 val_loss=0.015301 best=0.015357 es=1/5
[2026-05-20 12:37:22] [autoencoding][ae_width_to_depth][cand_047_d1_w48] epoch=22 architecture=[48] train_loss=0.016476 val_loss=0.015160 best=0.015160 es=0/5
[2026-05-20 12:37:25] [autoencoding][ae_width_to_depth][cand_047_d1_w48] epoch=23 architecture=[48] train_loss=0.016202 val_loss=0.015061 best=0.015160 es=1/5
[2026-05-20 12:37:28] [autoencoding][ae_width_to_depth][cand_047_d1_w48] epoch=24 architecture=[48] train_loss=0.016320 val_loss=0.015055 best=0.015055 es=0/5
[2026-05-20 12:37:31] [autoencoding][ae_width_to_depth][cand_047_d1_w48] epoch=25 architecture=[48] train_loss=0.015999 val_loss=0.014965 best=0.015055 es=1/5
[2026-05-20 12:37:34] [autoencoding][ae_width_to_depth][cand_047_d1_w48] epoch=26 architecture=[48] train_loss=0.015828 val_loss=0.014794 best=0.014794 es=0/5
[2026-05-20 12:37:36] [autoencoding][ae_width_to_depth][cand_047_d1_w48] epoch=27 architecture=[48] train_loss=0.015663 val_loss=0.014744 best=0.014794 es=1/5
[2026-05-20 12:37:39] [autoencoding][ae_width_to_depth][cand_047_d1_w48] epoch=28 architecture=[48] train_loss=0.015882 val_loss=0.014830 best=0.014794 es=2/5
[2026-05-20 12:37:42] [autoencoding][ae_width_to_depth][cand_047_d1_w48] epoch=29 architecture=[48] train_loss=0.015799 val_loss=0.014663 best=0.014663 es=0/5
[2026-05-20 12:37:45] [autoencoding][ae_width_to_depth][cand_047_d1_w48] epoch=30 architecture=[48] train_loss=0.015619 val_loss=0.014568 best=0.014663 es=1/5
[2026-05-20 12:37:48] [autoencoding][ae_width_to_depth][cand_047_d1_w48] epoch=31 architecture=[48] train_loss=0.015465 val_loss=0.014553 best=0.014553 es=0/5
[2026-05-20 12:37:51] [autoencoding][ae_width_to_depth][cand_047_d1_w48] epoch=32 architecture=[48] train_loss=0.015354 val_loss=0.014493 best=0.014553 es=1/5
[2026-05-20 12:37:53] [autoencoding][ae_width_to_depth][cand_047_d1_w48] epoch=33 architecture=[48] train_loss=0.015422 val_loss=0.014548 best=0.014553 es=2/5
[2026-05-20 12:37:56] [autoencoding][ae_width_to_depth][cand_047_d1_w48] epoch=34 architecture=[48] train_loss=0.015490 val_loss=0.014573 best=0.014553 es=3/5
[2026-05-20 12:37:59] [autoencoding][ae_width_to_depth][cand_047_d1_w48] epoch=35 architecture=[48] train_loss=0.015523 val_loss=0.014393 best=0.014393 es=0/5
[2026-05-20 12:38:02] [autoencoding][ae_width_to_depth][cand_047_d1_w48] epoch=36 architecture=[48] train_loss=0.015478 val_loss=0.014373 best=0.014393 es=1/5
[2026-05-20 12:38:04] [autoencoding][ae_width_to_depth][cand_047_d1_w48] epoch=37 architecture=[48] train_loss=0.015981 val_loss=0.014400 best=0.014393 es=2/5
[2026-05-20 12:38:07] [autoencoding][ae_width_to_depth][cand_047_d1_w48] epoch=38 architecture=[48] train_loss=0.015346 val_loss=0.014329 best=0.014393 es=3/5
[2026-05-20 12:38:10] [autoencoding][ae_width_to_depth][cand_047_d1_w48] epoch=39 architecture=[48] train_loss=0.015219 val_loss=0.014252 best=0.014252 es=0/5
[2026-05-20 12:38:13] [autoencoding][ae_width_to_depth][cand_047_d1_w48] epoch=40 architecture=[48] train_loss=0.015273 val_loss=0.014264 best=0.014252 es=1/5
[2026-05-20 12:38:16] [autoencoding][ae_width_to_depth][cand_047_d1_w48] epoch=41 architecture=[48] train_loss=0.015127 val_loss=0.014225 best=0.014252 es=2/5
[2026-05-20 12:38:19] [autoencoding][ae_width_to_depth][cand_047_d1_w48] epoch=42 architecture=[48] train_loss=0.015253 val_loss=0.014207 best=0.014252 es=3/5
[2026-05-20 12:38:21] [autoencoding][ae_width_to_depth][cand_047_d1_w48] epoch=43 architecture=[48] train_loss=0.015093 val_loss=0.014209 best=0.014252 es=4/5
[2026-05-20 12:38:24] [autoencoding][ae_width_to_depth][cand_047_d1_w48] epoch=44 architecture=[48] train_loss=0.015038 val_loss=0.014144 best=0.014144 es=0/5
[2026-05-20 12:38:28] [autoencoding][ae_width_to_depth][cand_047_d1_w48] epoch=45 architecture=[48] train_loss=0.014968 val_loss=0.014104 best=0.014144 es=1/5
[2026-05-20 12:38:30] [autoencoding][ae_width_to_depth][cand_047_d1_w48] epoch=46 architecture=[48] train_loss=0.015122 val_loss=0.014255 best=0.014144 es=2/5
[2026-05-20 12:38:33] [autoencoding][ae_width_to_depth][cand_047_d1_w48] epoch=47 architecture=[48] train_loss=0.015134 val_loss=0.014218 best=0.014144 es=3/5
[2026-05-20 12:38:36] [autoencoding][ae_width_to_depth][cand_047_d1_w48] epoch=48 architecture=[48] train_loss=0.016107 val_loss=0.015149 best=0.014144 es=4/5
[2026-05-20 12:38:40] [autoencoding][ae_width_to_depth][cand_047_d1_w48] epoch=49 architecture=[48] train_loss=0.015781 val_loss=0.014360 best=0.014144 es=5/5
