task,phase,candidate_index,candidate_dir,architecture,best_val,best_epoch,final_epoch,best_checkpoint,last_checkpoint,improved_over_global,search_phase,width_fail,depth_fail,consecutive_fail,width_stage_improved,width_stage_margin_fail,width_stage_anchor_val,width_stage_margin_pct,warmup_to_uniform
simulation,ae_width_only,0,cand_000_d4_w1,"[1, 1, 1, 1]",1.0429141521453857,252,262,MLPS/tabular/shared/dae_dnn/results/goliath_active_suite_width_only_gpu/simulation_d4/simulation/ae_width_only/cand_000_d4_w1/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_active_suite_width_only_gpu/simulation_d4/simulation/ae_width_only/cand_000_d4_w1/checkpoint_last.pt,True,width,0,0,0,False,0,1.0429141521453857,inf,False
simulation,ae_width_only,1,cand_001_d4_w2,"[2, 1, 1, 1]",1.0618174076080322,65,75,MLPS/tabular/shared/dae_dnn/results/goliath_active_suite_width_only_gpu/simulation_d4/simulation/ae_width_only/cand_001_d4_w2/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_active_suite_width_only_gpu/simulation_d4/simulation/ae_width_only/cand_001_d4_w2/checkpoint_last.pt,False,width,0,0,0,False,0,1.0429141521453857,,False
simulation,ae_width_only,2,cand_002_d4_w2,"[2, 2, 1, 1]",0.48925310373306274,490,500,MLPS/tabular/shared/dae_dnn/results/goliath_active_suite_width_only_gpu/simulation_d4/simulation/ae_width_only/cand_002_d4_w2/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_active_suite_width_only_gpu/simulation_d4/simulation/ae_width_only/cand_002_d4_w2/checkpoint_last.pt,True,width,0,0,0,True,0,1.0429141521453857,,False
simulation,ae_width_only,3,cand_003_d4_w2,"[2, 2, 2, 1]",0.5002520084381104,6,16,MLPS/tabular/shared/dae_dnn/results/goliath_active_suite_width_only_gpu/simulation_d4/simulation/ae_width_only/cand_003_d4_w2/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_active_suite_width_only_gpu/simulation_d4/simulation/ae_width_only/cand_003_d4_w2/checkpoint_last.pt,False,width,0,0,0,True,0,1.0429141521453857,,False
simulation,ae_width_only,4,cand_004_d4_w2,"[2, 2, 2, 2]",0.5001978874206543,1,11,MLPS/tabular/shared/dae_dnn/results/goliath_active_suite_width_only_gpu/simulation_d4/simulation/ae_width_only/cand_004_d4_w2/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_active_suite_width_only_gpu/simulation_d4/simulation/ae_width_only/cand_004_d4_w2/checkpoint_last.pt,False,width,0,0,0,False,0,0.48925310373306274,53.087883338564644,False
simulation,ae_width_only,5,cand_005_d4_w3,"[3, 2, 2, 2]",0.3777574896812439,285,295,MLPS/tabular/shared/dae_dnn/results/goliath_active_suite_width_only_gpu/simulation_d4/simulation/ae_width_only/cand_005_d4_w3/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_active_suite_width_only_gpu/simulation_d4/simulation/ae_width_only/cand_005_d4_w3/checkpoint_last.pt,True,width,0,0,0,True,0,0.48925310373306274,,False
simulation,ae_width_only,6,cand_006_d4_w3,"[3, 3, 2, 2]",0.6641331315040588,2,12,MLPS/tabular/shared/dae_dnn/results/goliath_active_suite_width_only_gpu/simulation_d4/simulation/ae_width_only/cand_006_d4_w3/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_active_suite_width_only_gpu/simulation_d4/simulation/ae_width_only/cand_006_d4_w3/checkpoint_last.pt,False,width,0,0,0,True,0,0.48925310373306274,,False
simulation,ae_width_only,7,cand_007_d4_w3,"[3, 3, 3, 2]",0.682997465133667,1,11,MLPS/tabular/shared/dae_dnn/results/goliath_active_suite_width_only_gpu/simulation_d4/simulation/ae_width_only/cand_007_d4_w3/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_active_suite_width_only_gpu/simulation_d4/simulation/ae_width_only/cand_007_d4_w3/checkpoint_last.pt,False,width,0,0,0,True,0,0.48925310373306274,,False
simulation,ae_width_only,8,cand_008_d4_w3,"[3, 3, 3, 3]",0.6920144557952881,1,11,MLPS/tabular/shared/dae_dnn/results/goliath_active_suite_width_only_gpu/simulation_d4/simulation/ae_width_only/cand_008_d4_w3/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_active_suite_width_only_gpu/simulation_d4/simulation/ae_width_only/cand_008_d4_w3/checkpoint_last.pt,False,width,0,0,0,False,0,0.3777574896812439,22.78894363696281,False
simulation,ae_width_only,9,cand_009_d4_w4,"[4, 3, 3, 3]",0.9727545380592346,2,12,MLPS/tabular/shared/dae_dnn/results/goliath_active_suite_width_only_gpu/simulation_d4/simulation/ae_width_only/cand_009_d4_w4/checkpoint_best.pt,MLPS/tabular/shared/dae_dnn/results/goliath_active_suite_width_only_gpu/simulation_d4/simulation/ae_width_only/cand_009_d4_w4/checkpoint_last.pt,False,width,0,0,0,False,0,0.3777574896812439,,False
