[2026-05-30 04:03:18] Initialized ContinuousLogger for denoising_ae_width_only (Mode: ae_width_only)
[2026-05-30 04:03:18] Logs: MLPS/tabular/shared/dae_dnn/results/goliath_active_suite_width_only_gpu/denoising_d1/denoising/ae_width_only/cand_019_d1_w20/training_log.txt
[2026-05-30 04:03:18] CSV: MLPS/tabular/shared/dae_dnn/results/goliath_active_suite_width_only_gpu/denoising_d1/denoising/ae_width_only/cand_019_d1_w20/training_stats.csv
[2026-05-30 04:03:18] [CANDIDATE] task=denoising phase=ae_width_only index=19 search_phase=width architecture=[20]
[2026-05-30 04:03:23] [denoising][ae_width_only][cand_019_d1_w20] epoch=1 architecture=[20] train_loss=0.526895 val_loss=0.528171 candidate_best=0.528171 global_best=0.528171 es=0/10
[2026-05-30 04:03:29] [denoising][ae_width_only][cand_019_d1_w20] epoch=2 architecture=[20] train_loss=0.523455 val_loss=0.525915 candidate_best=0.525915 global_best=0.525915 es=0/10
[2026-05-30 04:03:34] [denoising][ae_width_only][cand_019_d1_w20] epoch=3 architecture=[20] train_loss=0.521190 val_loss=0.523723 candidate_best=0.523723 global_best=0.523723 es=0/10
[2026-05-30 04:03:39] [denoising][ae_width_only][cand_019_d1_w20] epoch=4 architecture=[20] train_loss=0.518929 val_loss=0.521403 candidate_best=0.521403 global_best=0.521403 es=0/10
[2026-05-30 04:03:44] [denoising][ae_width_only][cand_019_d1_w20] epoch=5 architecture=[20] train_loss=0.516454 val_loss=0.518813 candidate_best=0.518813 global_best=0.518813 es=0/10
[2026-05-30 04:03:50] [denoising][ae_width_only][cand_019_d1_w20] epoch=6 architecture=[20] train_loss=0.513881 val_loss=0.516280 candidate_best=0.516280 global_best=0.516280 es=0/10
[2026-05-30 04:03:55] [denoising][ae_width_only][cand_019_d1_w20] epoch=7 architecture=[20] train_loss=0.511534 val_loss=0.514146 candidate_best=0.514146 global_best=0.514146 es=0/10
[2026-05-30 04:04:00] [denoising][ae_width_only][cand_019_d1_w20] epoch=8 architecture=[20] train_loss=0.509692 val_loss=0.512552 candidate_best=0.512552 global_best=0.512552 es=0/10
[2026-05-30 04:04:05] [denoising][ae_width_only][cand_019_d1_w20] epoch=9 architecture=[20] train_loss=0.508331 val_loss=0.511344 candidate_best=0.511344 global_best=0.511344 es=0/10
[2026-05-30 04:04:11] [denoising][ae_width_only][cand_019_d1_w20] epoch=10 architecture=[20] train_loss=0.507385 val_loss=0.510574 candidate_best=0.510574 global_best=0.510574 es=0/10
[2026-05-30 04:04:16] [denoising][ae_width_only][cand_019_d1_w20] epoch=11 architecture=[20] train_loss=0.506753 val_loss=0.510077 candidate_best=0.510077 global_best=0.510077 es=0/10
[2026-05-30 04:04:21] [denoising][ae_width_only][cand_019_d1_w20] epoch=12 architecture=[20] train_loss=0.506289 val_loss=0.509733 candidate_best=0.509733 global_best=0.509733 es=0/10
[2026-05-30 04:04:26] [denoising][ae_width_only][cand_019_d1_w20] epoch=13 architecture=[20] train_loss=0.505970 val_loss=0.509509 candidate_best=0.509509 global_best=0.509509 es=0/10
[2026-05-30 04:04:32] [denoising][ae_width_only][cand_019_d1_w20] epoch=14 architecture=[20] train_loss=0.505736 val_loss=0.509345 candidate_best=0.509345 global_best=0.509345 es=0/10
[2026-05-30 04:04:37] [denoising][ae_width_only][cand_019_d1_w20] epoch=15 architecture=[20] train_loss=0.505561 val_loss=0.509182 candidate_best=0.509182 global_best=0.509182 es=0/10
[2026-05-30 04:04:42] [denoising][ae_width_only][cand_019_d1_w20] epoch=16 architecture=[20] train_loss=0.505413 val_loss=0.509097 candidate_best=0.509182 global_best=0.509182 es=1/10
[2026-05-30 04:04:47] [denoising][ae_width_only][cand_019_d1_w20] epoch=17 architecture=[20] train_loss=0.505271 val_loss=0.509005 candidate_best=0.509005 global_best=0.509005 es=0/10
[2026-05-30 04:04:52] [denoising][ae_width_only][cand_019_d1_w20] epoch=18 architecture=[20] train_loss=0.505173 val_loss=0.508972 candidate_best=0.509005 global_best=0.509005 es=1/10
[2026-05-30 04:04:58] [denoising][ae_width_only][cand_019_d1_w20] epoch=19 architecture=[20] train_loss=0.505109 val_loss=0.508990 candidate_best=0.509005 global_best=0.509005 es=2/10
[2026-05-30 04:05:03] [denoising][ae_width_only][cand_019_d1_w20] epoch=20 architecture=[20] train_loss=0.505050 val_loss=0.508966 candidate_best=0.509005 global_best=0.509005 es=3/10
