[2026-05-18 01:00:14] Initialized ContinuousLogger for representation_ae_alt_width (Mode: ae_alt_width)
[2026-05-18 01:00:14] Logs: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/representation/ae_alt_width/cand_020_d1_w21/training_log.txt
[2026-05-18 01:00:14] CSV: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/representation/ae_alt_width/cand_020_d1_w21/training_stats.csv
[2026-05-18 01:00:14] [CANDIDATE] task=representation phase=ae_alt_width index=20 search_phase=width architecture=[21]
[2026-05-18 01:00:18] [representation][ae_alt_width][cand_020_d1_w21] epoch=1 architecture=[21] train_loss=0.494705 val_loss=0.493697 best=0.493093 es=0/5
[2026-05-18 01:00:20] [representation][ae_alt_width][cand_020_d1_w21] epoch=2 architecture=[21] train_loss=0.493660 val_loss=0.493360 best=0.493093 es=0/5
[2026-05-18 01:00:22] [representation][ae_alt_width][cand_020_d1_w21] epoch=3 architecture=[21] train_loss=0.493237 val_loss=0.494027 best=0.493093 es=1/5
[2026-05-18 01:00:25] [representation][ae_alt_width][cand_020_d1_w21] epoch=4 architecture=[21] train_loss=0.493472 val_loss=0.492796 best=0.492796 es=0/5
[2026-05-18 01:00:29] [representation][ae_alt_width][cand_020_d1_w21] epoch=5 architecture=[21] train_loss=0.492997 val_loss=0.493126 best=0.492796 es=1/5
[2026-05-18 01:00:31] [representation][ae_alt_width][cand_020_d1_w21] epoch=6 architecture=[21] train_loss=0.492818 val_loss=0.492803 best=0.492796 es=2/5
[2026-05-18 01:00:33] [representation][ae_alt_width][cand_020_d1_w21] epoch=7 architecture=[21] train_loss=0.492544 val_loss=0.492803 best=0.492796 es=3/5
[2026-05-18 01:00:36] [representation][ae_alt_width][cand_020_d1_w21] epoch=8 architecture=[21] train_loss=0.492633 val_loss=0.492498 best=0.492498 es=0/5
[2026-05-18 01:00:38] [representation][ae_alt_width][cand_020_d1_w21] epoch=9 architecture=[21] train_loss=0.492324 val_loss=0.492075 best=0.492075 es=0/5
[2026-05-18 01:00:42] [representation][ae_alt_width][cand_020_d1_w21] epoch=10 architecture=[21] train_loss=0.492523 val_loss=0.492291 best=0.492075 es=1/5
[2026-05-18 01:00:44] [representation][ae_alt_width][cand_020_d1_w21] epoch=11 architecture=[21] train_loss=0.491959 val_loss=0.493071 best=0.492075 es=2/5
[2026-05-18 01:00:46] [representation][ae_alt_width][cand_020_d1_w21] epoch=12 architecture=[21] train_loss=0.492064 val_loss=0.491936 best=0.491936 es=0/5
[2026-05-18 01:00:49] [representation][ae_alt_width][cand_020_d1_w21] epoch=13 architecture=[21] train_loss=0.492078 val_loss=0.491883 best=0.491936 es=1/5
[2026-05-18 01:00:51] [representation][ae_alt_width][cand_020_d1_w21] epoch=14 architecture=[21] train_loss=0.492464 val_loss=0.492125 best=0.491936 es=2/5
[2026-05-18 01:00:55] [representation][ae_alt_width][cand_020_d1_w21] epoch=15 architecture=[21] train_loss=0.492178 val_loss=0.492250 best=0.491936 es=3/5
[2026-05-18 01:00:57] [representation][ae_alt_width][cand_020_d1_w21] epoch=16 architecture=[21] train_loss=0.491870 val_loss=0.491955 best=0.491936 es=4/5
[2026-05-18 01:00:59] [representation][ae_alt_width][cand_020_d1_w21] epoch=17 architecture=[21] train_loss=0.491742 val_loss=0.491952 best=0.491936 es=5/5
