timestamp,model,mode,epoch,width,depth,train_loss,val_loss,neurons,best_val,es_counter,improved,train_acc,val_acc
2026-06-15 05:41:25,MLPS.tabular.shared.dae_dnn.adp_search,width_to_depth,1,161,5,0.037433221675348974,0.10409639985340273,718,0.10409639985340273,0,True,0.9853467008024784,0.9697251338186951
2026-06-15 05:41:29,MLPS.tabular.shared.dae_dnn.adp_search,width_to_depth,1,161,5,0.03177327569571312,0.10472621587747794,718,0.10472621587747794,0,True,0.987687442180676,0.9693809056642743
2026-06-15 05:41:32,MLPS.tabular.shared.dae_dnn.adp_search,width_to_depth,1,161,5,0.03146772081245705,0.10858776828565256,718,0.10858776828565256,0,True,0.9874464835093909,0.9682105299392437
2026-06-15 05:41:35,MLPS.tabular.shared.dae_dnn.adp_search,width_to_depth,1,161,5,0.032750296557207494,0.1131737547289293,718,0.1131737547289293,0,True,0.9873711839246143,0.9679007246002651
2026-06-15 05:41:39,MLPS.tabular.shared.dae_dnn.adp_search,width_to_depth,1,161,5,0.0331933477003645,0.10798268375620411,718,0.10798268375620411,0,True,0.9870699855855081,0.9685031238705014
2026-06-15 05:41:42,MLPS.tabular.shared.dae_dnn.adp_search,width_to_depth,1,161,5,0.031372269532603365,0.10958290735399397,718,0.10958290735399397,0,True,0.9876917450140917,0.9690366775098536
2026-06-15 05:41:45,MLPS.tabular.shared.dae_dnn.adp_search,width_to_depth,1,161,5,0.033385944381234094,0.11427971729389827,718,0.11427971729389827,0,True,0.9868914179987521,0.9680728386774754
2026-06-15 05:41:48,MLPS.tabular.shared.dae_dnn.adp_search,width_to_depth,1,161,5,0.03252603433245133,0.11117775480794742,718,0.11117775480794742,0,True,0.9874077580086487,0.9685719695013855
2026-06-15 05:41:52,MLPS.tabular.shared.dae_dnn.adp_search,width_to_depth,1,161,5,0.031626580975984545,0.10948814562874216,718,0.10948814562874216,0,True,0.9875863255954046,0.9685375466859435
2026-06-15 05:41:55,MLPS.tabular.shared.dae_dnn.adp_search,width_to_depth,1,161,5,0.03110999208846849,0.10914536367842352,718,0.10914536367842352,0,True,0.9878703126008477,0.9685547580936645
2026-06-15 05:41:58,MLPS.tabular.shared.dae_dnn.adp_search,width_to_depth,1,161,5,0.031099525331891125,0.10958977727441725,718,0.10958977727441725,0,True,0.9877605903487446,0.9681761071238016
