[2026-05-18 03:15:13] Initialized ContinuousLogger for representation_ae_alt_width (Mode: ae_alt_width)
[2026-05-18 03:15:13] Logs: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/representation/ae_alt_width/cand_190_d1_w191/training_log.txt
[2026-05-18 03:15:13] CSV: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/representation/ae_alt_width/cand_190_d1_w191/training_stats.csv
[2026-05-18 03:15:13] [CANDIDATE] task=representation phase=ae_alt_width index=190 search_phase=width architecture=[191]
[2026-05-18 03:15:20] [representation][ae_alt_width][cand_190_d1_w191] epoch=1 architecture=[191] train_loss=0.326604 val_loss=0.307284 best=0.301442 es=0/5
[2026-05-18 03:15:22] [representation][ae_alt_width][cand_190_d1_w191] epoch=2 architecture=[191] train_loss=0.300977 val_loss=0.306675 best=0.301442 es=0/5
[2026-05-18 03:15:24] [representation][ae_alt_width][cand_190_d1_w191] epoch=3 architecture=[191] train_loss=0.297799 val_loss=0.304985 best=0.301442 es=0/5
[2026-05-18 03:15:26] [representation][ae_alt_width][cand_190_d1_w191] epoch=4 architecture=[191] train_loss=0.296956 val_loss=0.302970 best=0.301442 es=0/5
[2026-05-18 03:15:33] [representation][ae_alt_width][cand_190_d1_w191] epoch=5 architecture=[191] train_loss=0.295733 val_loss=0.302479 best=0.301442 es=0/5
[2026-05-18 03:15:35] [representation][ae_alt_width][cand_190_d1_w191] epoch=6 architecture=[191] train_loss=0.295646 val_loss=0.302029 best=0.301442 es=0/5
[2026-05-18 03:15:37] [representation][ae_alt_width][cand_190_d1_w191] epoch=7 architecture=[191] train_loss=0.296027 val_loss=0.303771 best=0.301442 es=1/5
[2026-05-18 03:15:40] [representation][ae_alt_width][cand_190_d1_w191] epoch=8 architecture=[191] train_loss=0.297169 val_loss=0.301489 best=0.301442 es=0/5
[2026-05-18 03:15:42] [representation][ae_alt_width][cand_190_d1_w191] epoch=9 architecture=[191] train_loss=0.294956 val_loss=0.302598 best=0.301442 es=1/5
[2026-05-18 03:15:49] [representation][ae_alt_width][cand_190_d1_w191] epoch=10 architecture=[191] train_loss=0.295660 val_loss=0.302597 best=0.301442 es=2/5
[2026-05-18 03:15:51] [representation][ae_alt_width][cand_190_d1_w191] epoch=11 architecture=[191] train_loss=0.295699 val_loss=0.302749 best=0.301442 es=3/5
[2026-05-18 03:15:54] [representation][ae_alt_width][cand_190_d1_w191] epoch=12 architecture=[191] train_loss=0.295548 val_loss=0.301364 best=0.301364 es=0/5
[2026-05-18 03:15:56] [representation][ae_alt_width][cand_190_d1_w191] epoch=13 architecture=[191] train_loss=0.295261 val_loss=0.302509 best=0.301364 es=1/5
[2026-05-18 03:15:58] [representation][ae_alt_width][cand_190_d1_w191] epoch=14 architecture=[191] train_loss=0.295015 val_loss=0.302493 best=0.301364 es=2/5
[2026-05-18 03:16:06] [representation][ae_alt_width][cand_190_d1_w191] epoch=15 architecture=[191] train_loss=0.295665 val_loss=0.301103 best=0.301103 es=0/5
[2026-05-18 03:16:08] [representation][ae_alt_width][cand_190_d1_w191] epoch=16 architecture=[191] train_loss=0.294973 val_loss=0.301894 best=0.301103 es=1/5
[2026-05-18 03:16:11] [representation][ae_alt_width][cand_190_d1_w191] epoch=17 architecture=[191] train_loss=0.294855 val_loss=0.300637 best=0.300637 es=0/5
