task,results_root,plot_path,depths,num_adp_points,num_stl_points
generation,/home/anurag/Projects/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_active_suite_width_only_gpu,/home/anurag/Projects/Breaking-the-Neural-Barrier/MLPS/tabular/shared/dae_dnn/results/goliath_active_suite_width_only_gpu/analysis/loss_vs_params_generation_logy/generation/generation_loss_vs_params_logy.png,"[1, 2, 3, 4, 5, 6]",1974,6
