[2026-05-20 07:54:58] Initialized ContinuousLogger for autoencoding_ae_alt_width (Mode: ae_alt_width)
[2026-05-20 07:54:58] Logs: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/autoencoding/ae_alt_width/cand_001_d1_w2/training_log.txt
[2026-05-20 07:54:58] CSV: MLPS/tabular/shared/dae_dnn/results/goliath_w2d_staged_current/autoencoding/ae_alt_width/cand_001_d1_w2/training_stats.csv
[2026-05-20 07:54:58] [CANDIDATE] task=autoencoding phase=ae_alt_width index=1 search_phase=width architecture=[2]
[2026-05-20 07:55:01] [autoencoding][ae_alt_width][cand_001_d1_w2] epoch=1 architecture=[2] train_loss=0.988403 val_loss=0.970838 best=0.945719 es=0/5
[2026-05-20 07:55:03] [autoencoding][ae_alt_width][cand_001_d1_w2] epoch=2 architecture=[2] train_loss=0.963399 val_loss=0.961850 best=0.945719 es=0/5
[2026-05-20 07:55:05] [autoencoding][ae_alt_width][cand_001_d1_w2] epoch=3 architecture=[2] train_loss=0.947764 val_loss=0.951327 best=0.945719 es=0/5
[2026-05-20 07:55:07] [autoencoding][ae_alt_width][cand_001_d1_w2] epoch=4 architecture=[2] train_loss=0.938729 val_loss=0.944512 best=0.944512 es=0/5
[2026-05-20 07:55:09] [autoencoding][ae_alt_width][cand_001_d1_w2] epoch=5 architecture=[2] train_loss=0.933569 val_loss=0.940121 best=0.940121 es=0/5
[2026-05-20 07:55:12] [autoencoding][ae_alt_width][cand_001_d1_w2] epoch=6 architecture=[2] train_loss=0.930256 val_loss=0.937595 best=0.937595 es=0/5
[2026-05-20 07:55:14] [autoencoding][ae_alt_width][cand_001_d1_w2] epoch=7 architecture=[2] train_loss=0.928367 val_loss=0.935999 best=0.935999 es=0/5
[2026-05-20 07:55:16] [autoencoding][ae_alt_width][cand_001_d1_w2] epoch=8 architecture=[2] train_loss=0.927099 val_loss=0.934893 best=0.934893 es=0/5
[2026-05-20 07:55:18] [autoencoding][ae_alt_width][cand_001_d1_w2] epoch=9 architecture=[2] train_loss=0.926228 val_loss=0.934166 best=0.934166 es=0/5
[2026-05-20 07:55:20] [autoencoding][ae_alt_width][cand_001_d1_w2] epoch=10 architecture=[2] train_loss=0.925530 val_loss=0.933536 best=0.933536 es=0/5
[2026-05-20 07:55:22] [autoencoding][ae_alt_width][cand_001_d1_w2] epoch=11 architecture=[2] train_loss=0.924940 val_loss=0.932948 best=0.932948 es=0/5
[2026-05-20 07:55:25] [autoencoding][ae_alt_width][cand_001_d1_w2] epoch=12 architecture=[2] train_loss=0.924375 val_loss=0.932380 best=0.932380 es=0/5
[2026-05-20 07:55:27] [autoencoding][ae_alt_width][cand_001_d1_w2] epoch=13 architecture=[2] train_loss=0.923806 val_loss=0.931840 best=0.931840 es=0/5
[2026-05-20 07:55:29] [autoencoding][ae_alt_width][cand_001_d1_w2] epoch=14 architecture=[2] train_loss=0.923254 val_loss=0.931286 best=0.931286 es=0/5
[2026-05-20 07:55:31] [autoencoding][ae_alt_width][cand_001_d1_w2] epoch=15 architecture=[2] train_loss=0.922711 val_loss=0.930742 best=0.930742 es=0/5
[2026-05-20 07:55:33] [autoencoding][ae_alt_width][cand_001_d1_w2] epoch=16 architecture=[2] train_loss=0.922187 val_loss=0.930207 best=0.930207 es=0/5
[2026-05-20 07:55:36] [autoencoding][ae_alt_width][cand_001_d1_w2] epoch=17 architecture=[2] train_loss=0.921641 val_loss=0.929671 best=0.929671 es=0/5
[2026-05-20 07:55:38] [autoencoding][ae_alt_width][cand_001_d1_w2] epoch=18 architecture=[2] train_loss=0.921110 val_loss=0.929142 best=0.929142 es=0/5
[2026-05-20 07:55:40] [autoencoding][ae_alt_width][cand_001_d1_w2] epoch=19 architecture=[2] train_loss=0.920577 val_loss=0.928607 best=0.928607 es=0/5
[2026-05-20 07:55:42] [autoencoding][ae_alt_width][cand_001_d1_w2] epoch=20 architecture=[2] train_loss=0.920045 val_loss=0.928086 best=0.928086 es=0/5
[2026-05-20 07:55:44] [autoencoding][ae_alt_width][cand_001_d1_w2] epoch=21 architecture=[2] train_loss=0.919521 val_loss=0.927553 best=0.927553 es=0/5
[2026-05-20 07:55:47] [autoencoding][ae_alt_width][cand_001_d1_w2] epoch=22 architecture=[2] train_loss=0.918993 val_loss=0.927019 best=0.927019 es=0/5
[2026-05-20 07:55:49] [autoencoding][ae_alt_width][cand_001_d1_w2] epoch=23 architecture=[2] train_loss=0.918464 val_loss=0.926500 best=0.926500 es=0/5
[2026-05-20 07:55:51] [autoencoding][ae_alt_width][cand_001_d1_w2] epoch=24 architecture=[2] train_loss=0.917938 val_loss=0.925966 best=0.925966 es=0/5
[2026-05-20 07:55:53] [autoencoding][ae_alt_width][cand_001_d1_w2] epoch=25 architecture=[2] train_loss=0.917407 val_loss=0.925442 best=0.925442 es=0/5
[2026-05-20 07:55:55] [autoencoding][ae_alt_width][cand_001_d1_w2] epoch=26 architecture=[2] train_loss=0.916903 val_loss=0.925058 best=0.925058 es=0/5
[2026-05-20 07:55:57] [autoencoding][ae_alt_width][cand_001_d1_w2] epoch=27 architecture=[2] train_loss=0.916359 val_loss=0.924414 best=0.924414 es=0/5
[2026-05-20 07:56:00] [autoencoding][ae_alt_width][cand_001_d1_w2] epoch=28 architecture=[2] train_loss=0.915830 val_loss=0.923891 best=0.923891 es=0/5
[2026-05-20 07:56:02] [autoencoding][ae_alt_width][cand_001_d1_w2] epoch=29 architecture=[2] train_loss=0.915310 val_loss=0.923354 best=0.923354 es=0/5
[2026-05-20 07:56:04] [autoencoding][ae_alt_width][cand_001_d1_w2] epoch=30 architecture=[2] train_loss=0.914783 val_loss=0.922826 best=0.922826 es=0/5
[2026-05-20 07:56:06] [autoencoding][ae_alt_width][cand_001_d1_w2] epoch=31 architecture=[2] train_loss=0.914257 val_loss=0.922308 best=0.922308 es=0/5
