task,row_type,adp_phase,adp_mode,stl_phase,adp_best_val,stl_best_val,winner,winner_phase,winner_value,adp_architecture,stl_architecture
prediction,adp_vs_stl,ae_width_to_depth,width_to_depth,stl_from_ae_width_to_depth,0.0002721167984418571,0.33261337876319885,adp,ae_width_to_depth,0.0002721167984418571,"in=8 hidden=[255, 255] out=8 bn=True","[255, 255]"
representation,adp_vs_stl,ae_width_to_depth,width_to_depth,stl_from_ae_width_to_depth,9.79849225552413e-05,0.22734591363244774,adp,ae_width_to_depth,9.79849225552413e-05,"in=54 hidden=[466, 466] out=54 bn=True","[466, 466]"
