[2026-05-16 20:00:34] Initialized ContinuousLogger for autoencoding_ae_width_to_depth (Mode: ae_width_to_depth)
[2026-05-16 20:00:34] Logs: DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_061_d2_w63/training_log.txt
[2026-05-16 20:00:34] CSV: DAE/DNN/results/goliath_w2d_20260516/autoencoding/ae_width_to_depth/cand_061_d2_w63/training_stats.csv
[2026-05-16 20:00:37] [autoencoding][ae_width_to_depth][cand_061_d2_w63] epoch=1 train_loss=0.011159 val_loss=0.008025 best=0.008025 es=0/5
[2026-05-16 20:00:40] [autoencoding][ae_width_to_depth][cand_061_d2_w63] epoch=2 train_loss=0.007430 val_loss=0.006356 best=0.006356 es=0/5
[2026-05-16 20:00:43] [autoencoding][ae_width_to_depth][cand_061_d2_w63] epoch=3 train_loss=0.006819 val_loss=0.006012 best=0.006012 es=0/5
[2026-05-16 20:00:46] [autoencoding][ae_width_to_depth][cand_061_d2_w63] epoch=4 train_loss=0.006723 val_loss=0.005935 best=0.006012 es=1/5
[2026-05-16 20:00:49] [autoencoding][ae_width_to_depth][cand_061_d2_w63] epoch=5 train_loss=0.006341 val_loss=0.005694 best=0.005694 es=0/5
[2026-05-16 20:00:52] [autoencoding][ae_width_to_depth][cand_061_d2_w63] epoch=6 train_loss=0.006452 val_loss=0.005663 best=0.005694 es=1/5
[2026-05-16 20:00:55] [autoencoding][ae_width_to_depth][cand_061_d2_w63] epoch=7 train_loss=0.006228 val_loss=0.005801 best=0.005694 es=2/5
[2026-05-16 20:00:58] [autoencoding][ae_width_to_depth][cand_061_d2_w63] epoch=8 train_loss=0.006365 val_loss=0.005526 best=0.005526 es=0/5
[2026-05-16 20:01:01] [autoencoding][ae_width_to_depth][cand_061_d2_w63] epoch=9 train_loss=0.006353 val_loss=0.005521 best=0.005526 es=1/5
[2026-05-16 20:01:04] [autoencoding][ae_width_to_depth][cand_061_d2_w63] epoch=10 train_loss=0.006172 val_loss=0.005479 best=0.005526 es=2/5
[2026-05-16 20:01:07] [autoencoding][ae_width_to_depth][cand_061_d2_w63] epoch=11 train_loss=0.006039 val_loss=0.005539 best=0.005526 es=3/5
[2026-05-16 20:01:10] [autoencoding][ae_width_to_depth][cand_061_d2_w63] epoch=12 train_loss=0.006230 val_loss=0.005543 best=0.005526 es=4/5
[2026-05-16 20:01:13] [autoencoding][ae_width_to_depth][cand_061_d2_w63] epoch=13 train_loss=0.006170 val_loss=0.005312 best=0.005312 es=0/5
[2026-05-16 20:01:16] [autoencoding][ae_width_to_depth][cand_061_d2_w63] epoch=14 train_loss=0.006201 val_loss=0.005230 best=0.005312 es=1/5
[2026-05-16 20:01:19] [autoencoding][ae_width_to_depth][cand_061_d2_w63] epoch=15 train_loss=0.005961 val_loss=0.005324 best=0.005312 es=2/5
[2026-05-16 20:01:22] [autoencoding][ae_width_to_depth][cand_061_d2_w63] epoch=16 train_loss=0.006090 val_loss=0.005252 best=0.005312 es=3/5
[2026-05-16 20:01:25] [autoencoding][ae_width_to_depth][cand_061_d2_w63] epoch=17 train_loss=0.005965 val_loss=0.005340 best=0.005312 es=4/5
[2026-05-16 20:01:28] [autoencoding][ae_width_to_depth][cand_061_d2_w63] epoch=18 train_loss=0.006118 val_loss=0.005267 best=0.005312 es=5/5
