task,phase,phase_type,best_val,best_epoch,final_epoch,test_loss,test_acc,best_checkpoint,candidate_dir
simulation,ae_width_only,width_only,0.006065105553716421,34,34,,,MLPS/tabular/shared/dae_dnn/results/recovery/missing_width_stl_v1/width_only/simulation/repeat_03/d01/simulation/ae_width_only/cand_036_d1_w37/checkpoint_best.pt,cand_036_d1_w37
simulation,stl_from_ae_width_only,stl_refit,0.00703372061252594,438,448,0.015175623819231987,,MLPS/tabular/shared/dae_dnn/results/recovery/missing_width_stl_v1/width_only/simulation/repeat_03/d01/simulation/stl_from_ae_width_only/cand_000_d1_w37/checkpoint_best.pt,cand_000_d1_w37
